time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/std,eval/mean_reward,eval/mean_ep_length
60,1,32768,301.0,-234.93584,545,,,,,,,,,,,,,
133,2,65536,301.0,-144.06035,492,-0.008804220797264862,-0.0007632970809936523,0.007740531,0.2,-5.674539710208774,89.45494597554207,0.1532135009765625,10,40.23540115356445,0.001,0.9982171058654785,,
208,3,98304,301.0,-19.72987,472,-0.016897743874415026,0.20329153537750244,0.010424293,0.2,-5.66328141912818,86.7343073964119,0.13831787109375,20,40.585567474365234,0.001,0.9947682619094849,,
283,4,131072,301.0,135.81772,462,-0.018060829356181786,0.5011521577835083,0.010403734,0.2,-5.640901761874557,122.4117686510086,0.1493011474609375,30,59.25927734375,0.001,0.9880805015563965,,
358,5,163840,301.0,112.23806,457,-0.010210464529154705,0.14688926935195923,0.00962946,0.2,-5.613751465082169,1235.0722098946571,0.1404876708984375,40,1607.263671875,0.001,0.981048583984375,,
433,6,196608,301.0,110.14123,453,-0.0038101685726360302,0.09495866298675537,0.005776354,0.2,-5.588335745409131,2996.4457782030104,0.070404052734375,50,3358.937744140625,0.001,0.9766011834144592,,
509,7,229376,301.0,58.68354,450,-0.0036845876556071745,0.07004666328430176,0.006574793,0.2,-5.558659144863486,2217.6652772426605,0.0782379150390625,60,1101.218505859375,0.001,0.9667092561721802,,
584,8,262144,301.0,-3.24773,448,-0.004594272586200532,0.08356159925460815,0.008251786,0.2,-5.511051528528332,1367.6193961381912,0.089239501953125,70,239.9827880859375,0.001,0.9553739428520203,,
660,9,294912,301.0,-25.197512,446,-0.004856917885354051,0.4253736138343811,0.0059647113,0.2,-5.457327802106738,480.88118623495103,0.065869140625,80,97.89230346679688,0.001,0.9478309750556946,,
735,10,327680,301.0,18.970993,445,-0.004451099944890302,0.7310753166675568,0.0073742084,0.2,-5.442024563997984,220.65876159667968,0.070574951171875,90,89.10791778564453,0.001,0.9399034380912781,,
811,11,360448,301.0,7.5334015,444,-0.0034991027651813055,0.7353110611438751,0.007073183,0.2,-5.405346404016018,514.850566983223,0.0797760009765625,100,144.9628448486328,0.001,0.9364777207374573,,
886,12,393216,301.0,-1.0368458,443,-0.002339395361559582,0.7828108966350555,0.0069568963,0.2,-5.419862413033843,521.1746557116509,0.086724853515625,110,1962.9036865234375,0.001,0.9370219707489014,,
962,13,425984,301.0,47.614716,442,-0.00435379034934158,0.886669360101223,0.0078077735,0.2,-5.395502481237054,293.10099747180936,0.088201904296875,120,122.67420959472656,0.001,0.9310102462768555,,
1037,14,458752,301.0,108.20507,442,-0.004987774569872272,0.9030720144510269,0.007414957,0.2,-5.370692564547062,279.9307310581207,0.0874420166015625,130,107.59027099609375,0.001,0.9270566701889038,,
1113,15,491520,301.0,137.47612,441,-0.004759898464180878,0.9033923521637917,0.008794107,0.2,-5.351481208950281,263.3875779390335,0.10394287109375,140,103.59734344482422,0.001,0.9200475215911865,,
1189,16,524288,301.0,238.00644,440,-0.0027779824223216564,0.7915440201759338,0.007226035,0.2,-5.325418991968036,565.7876650929451,0.1032745361328125,150,105.79574584960938,0.001,0.9174320697784424,,
1264,17,557056,301.0,219.26013,440,-0.0010114876393345184,0.4247644543647766,0.009403363,0.2,-5.307374244183302,2198.5418689489366,0.11112060546875,160,3431.646484375,0.001,0.9117343425750732,,
1340,18,589824,301.0,221.57489,439,-0.0022171102733409497,0.5272897779941559,0.010304783,0.2,-5.2893844522535804,1161.1423442840576,0.13311767578125,170,109.2374267578125,0.001,0.9098836183547974,,
1416,19,622592,301.0,182.62201,439,-0.0014362090352733504,0.4634227752685547,0.008262683,0.2,-5.284120093658567,1162.1052300930023,0.1186920166015625,180,173.0281982421875,0.001,0.9054870009422302,,
1491,20,655360,301.0,177.80199,439,0.0015992962912605435,0.48538637161254883,0.008773824,0.2,-5.253697004169226,827.5768927812576,0.127557373046875,190,250.41094970703125,0.001,0.9050613641738892,,
1567,21,688128,301.0,199.32787,439,-0.0021603205156679904,0.6046710312366486,0.010078922,0.2,-5.242163833230734,541.7661598205566,0.1420684814453125,200,105.45120239257812,0.001,0.8996797204017639,,
1642,22,720896,301.0,246.90157,438,-0.0021914394140367223,0.562170684337616,0.010566242,0.2,-5.215811286121607,581.6192862987518,0.159881591796875,210,138.55026245117188,0.001,0.8899609446525574,,
1719,23,753664,301.0,294.50616,438,-0.0013060839846730232,0.5684492290019989,0.012482404,0.2,-5.165990524739027,634.4070984244347,0.160040283203125,220,138.51617431640625,0.001,0.8801901936531067,,
