time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,566,57,-223.27142,,,,,,,,,,,
2,301.0,65536,552,118,-143.36156,0.2,0.001,0.126190185546875,10,0.008603797,78.80829062461854,0.9940395951271057,-0.012283771198781324,-5.6627112902700905,44.24161911010742,6.133317947387695e-05
3,301.0,98304,546,179,-3.5597668,0.2,0.001,0.147149658203125,20,0.0096142655,104.97535974979401,0.9886502027511597,-0.01669184170241351,-5.639201018959284,52.118717193603516,0.25712883472442627
4,301.0,131072,543,241,159.28342,0.2,0.001,0.1579864501953125,30,0.011431642,420.1465669989586,0.9821071028709412,-0.015357685989874881,-5.6164979107677935,82.02500915527344,0.22845572233200073
5,301.0,163840,540,303,167.88162,0.2,0.001,0.13489990234375,40,0.010020969,2108.596051931381,0.9772138595581055,-0.006699467885118793,-5.593852939456701,256.2282409667969,0.10676330327987671
6,301.0,196608,534,367,57.2996,0.2,0.001,0.086370849609375,50,0.0069981143,3583.0842369556426,0.9726565480232239,-0.0037889887660639944,-5.574117611348629,1835.6177978515625,0.05652725696563721
7,301.0,229376,531,431,122.19262,0.2,0.001,0.101861572265625,60,0.007613653,826.1169709920883,0.9625042676925659,-0.007061928020539199,-5.536942376941442,1131.695068359375,0.15103799104690552
8,301.0,262144,529,495,39.38121,0.2,0.001,0.105712890625,70,0.007742037,2246.6901679039,0.9528086185455322,-0.0019111416178930086,-5.498396918922663,2633.917236328125,0.016854465007781982
9,301.0,294912,527,559,77.07699,0.2,0.001,0.083233642578125,80,0.006000703,552.591845703125,0.9455683827400208,-0.0035563568473662597,-5.4675234571099285,145.80130004882812,0.09291297197341919
10,301.0,327680,525,623,60.700207,0.2,0.001,0.087860107421875,90,0.0070116157,794.5916945457459,0.9435650110244751,-0.0026197406574283376,-5.444185052067041,860.0686645507812,0.29869818687438965
11,301.0,360448,525,686,62.23666,0.2,0.001,0.1017120361328125,100,0.008529363,232.33518624305725,0.9357911348342896,-0.005340102970149019,-5.407600648701191,119.5317611694336,0.7161048352718353
12,301.0,393216,524,749,26.710793,0.2,0.001,0.0944732666015625,110,0.008577013,1108.9602362155915,0.9310827255249023,-0.0024287769711008877,-5.3888035148382185,1798.6859130859375,0.5230661928653717
13,301.0,425984,524,812,-12.990142,0.2,0.001,0.0845733642578125,120,0.008316248,1410.3424866199493,0.929739236831665,-0.0006560527361216372,-5.3825142599642275,729.3314208984375,0.5614765286445618
14,301.0,458752,524,874,72.247696,0.2,0.001,0.0717376708984375,130,0.0065550157,302.3843338251114,0.9268190264701843,-0.00292084032571438,-5.364203878492117,131.30532836914062,0.8693694919347763
15,301.0,491520,524,936,83.98148,0.2,0.001,0.0793060302734375,140,0.008788982,879.2368077754975,0.9251390099525452,-0.0031052917040142345,-5.355056460946798,240.26280212402344,0.7361173629760742
16,301.0,524288,525,997,103.062775,0.2,0.001,0.0822418212890625,150,0.0070186085,550.1467506408692,0.9181568622589111,-0.0037704771312746742,-5.333387759327889,292.4522705078125,0.7924611866474152
17,301.0,557056,525,1059,180.01291,0.2,0.001,0.10362548828125,160,0.009105644,267.3792751073837,0.9140025973320007,-0.004720558592998714,-5.309106875211,146.55833435058594,0.885166771709919
18,301.0,589824,525,1121,205.36676,0.2,0.001,0.1017791748046875,170,0.008301968,506.92902126312254,0.9141272306442261,-0.004074420196684514,-5.307251487672329,106.79215240478516,0.7423571050167084
