time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,647,16384,1371.312,515.0344827586207,25,,,,,,,,,,,,,
2,406,32768,1363.4222,514.1833333333333,80,0.2,0.002644793304716586,-0.0023491382598876953,2480,5848.32275390625,0.0003,-1.946153392177075,0.17296142578125,0.3944084644317627,0.015467061,15932.143733596802,,
3,360,49152,1242.7129,497.8791208791209,136,0.2,0.0014214145490768714,0.16333520412445068,2490,3700.61279296875,0.0003,-1.946439553797245,0.1033203125,0.394581139087677,0.009207087,12235.741086006165,,
4,338,65536,1737.5726,542.51,193,0.2,0.003036641851394961,0.19961410760879517,2500,3206.91796875,0.0003,-1.9447327460162342,0.13299560546875,0.39406606554985046,0.011431571,14537.818683815003,,
5,327,81920,2134.5603,576.18,250,0.2,0.0009031969162606402,0.30290478467941284,2510,2969.75732421875,0.0003,-1.942098408471793,0.121630859375,0.3940851092338562,0.0117023755,11882.304292297364,,
6,318,98304,2553.151,614.71,308,0.2,0.004620202000478457,0.33766746520996094,2520,2426.052490234375,0.0003,-1.9424329166300596,0.150469970703125,0.39424118399620056,0.013380643,11990.754255485535,,
7,313,114688,3026.2576,654.73,365,0.2,0.0008248326107604953,0.41923844814300537,2530,1172.686279296875,0.0003,-1.941864701732993,0.107373046875,0.39395672082901,0.010409436,9164.206150436401,,
8,310,131072,2557.5283,613.96,421,0.2,0.001732912027182465,0.4103439450263977,2540,3854.94775390625,0.0003,-1.940332145150751,0.102783203125,0.3939433693885803,0.0088674,11376.065908050537,,
9,308,147456,2753.1343,625.47,478,0.2,-0.0007968126509695139,0.40243566036224365,2550,2501.144287109375,0.0003,-1.9392093006521463,0.09150390625,0.3936692476272583,0.008474924,12378.172430419922,,
10,305,163840,2620.455,611.49,535,0.2,0.0005598230996838538,0.4326574206352234,2560,1161.9114990234375,0.0003,-1.933028315100819,0.088568115234375,0.3926897644996643,0.00824973,9294.914051628113,,
