time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_fraction,train/n_updates,eval/mean_ep_length,eval/mean_reward
115,1,4214.5723,284,777.1111111111111,32768,,,,,,,,,,,,,
248,2,4755.178,264,865.3478260869565,65536,0.0001,0.11094826459884644,11248.3173828125,41933.122270202635,-1.9467502679675817,0.2,0.012581946,0.0018312029787921347,0.3944603502750397,0.1255645751953125,2480,,
381,3,5186.6167,257,901.89,98304,0.0001,0.1557890772819519,10577.890625,34115.775495910646,-1.9455995831638575,0.2,0.010145716,0.0026990228860086065,0.3943605422973633,0.0910369873046875,2490,,
514,4,5879.0024,254,965.23,131072,0.0001,0.24709022045135498,9636.83984375,34040.93697433472,-1.9448874563910068,0.2,0.008840013,0.0007519126351326122,0.394308865070343,0.0797576904296875,2500,,
650,5,5852.8374,251,955.38,163840,0.0001,0.2802826762199402,12039.078125,33349.675862121585,-1.9439970022067428,0.2,0.008277776,0.0001403200381901115,0.39418140053749084,0.07471923828125,2510,,
787,6,5917.0986,249,955.35,196608,0.0001,0.3395211100578308,8400.8046875,28448.21882171631,-1.9422883686609567,0.2,0.008009451,0.0016740272722927329,0.393963485956192,0.075921630859375,2520,,
925,7,6382.476,247,994.91,229376,0.0001,0.42269396781921387,11995.81640625,30364.96432647705,-1.9407768161967396,0.2,0.007339201,-1.4133456716081128e-05,0.3939203917980194,0.063543701171875,2530,,
1061,8,6345.6904,246,985.75,262144,0.0001,0.4401760697364807,10384.3349609375,28576.17853088379,-1.9397258860990405,0.2,0.007634983,0.0010546609162702225,0.39376193284988403,0.0646148681640625,2540,,
1201,9,6543.8755,245,999.54,294912,0.0001,0.4098643660545349,8901.7060546875,28447.95334701538,-1.9383843814022839,0.2,0.0077256216,0.0009652287845710817,0.39366042613983154,0.0641021728515625,2550,,
1339,10,6699.3774,244,999.65,327680,0.0001,0.4585249423980713,9022.5205078125,27516.763959503172,-1.9382032971829175,0.2,0.007107954,0.0006379872187153524,0.393719881772995,0.0615386962890625,2560,,
1475,11,7224.431,244,1017.23,360448,0.0001,0.442349374294281,7900.32861328125,28911.986252593993,-1.9380927035585045,0.2,0.0065822895,-0.0005300826602251618,0.3936326205730438,0.048870849609375,2570,,
1615,12,7930.91,243,1046.55,393216,0.0001,0.4816562533378601,9796.28515625,31662.896878814696,-1.9371516748331488,0.2,0.0067413086,-6.600497035833542e-05,0.3935365676879883,0.0575897216796875,2580,,
1752,13,8140.672,243,1038.46,425984,0.0001,0.5382509827613831,9385.8388671875,29281.69105300903,-1.9362369319424033,0.2,0.006995632,0.00015642608213966013,0.39343762397766113,0.06390380859375,2590,,
1891,14,8375.735,242,1028.73,458752,0.0001,0.5643072724342346,10012.86328125,30420.381951141357,-1.9346078038215637,0.2,0.006780396,-0.0014116821152128979,0.39321982860565186,0.058734130859375,2600,,
2030,15,8194.956,242,1005.87,491520,0.0001,0.5434984862804413,9975.1474609375,29965.51245574951,-1.9324747819453478,0.2,0.007947233,0.0012670821524807252,0.3930153250694275,0.0695648193359375,2610,,
2173,16,8555.754,241,1026.7,524288,0.0001,0.6146645545959473,7190.08349609375,27941.669409942628,-1.930508666113019,0.2,0.006268741,-0.0008039284208280151,0.3928529620170593,0.0478271484375,2620,,
2320,17,8913.736,240,1039.12,557056,0.0001,0.5056240856647491,8433.037109375,31333.397985839845,-1.9291797569021583,0.2,0.006256666,0.0002856527995390934,0.3927420377731323,0.0510589599609375,2630,,
2464,18,9771.081,239,1082.06,589824,0.0001,0.5826999247074127,7312.09228515625,29123.508611297606,-1.9278229389339685,0.2,0.006379145,0.0004733852545541595,0.39259830117225647,0.05218505859375,2640,,
2607,19,10273.182,238,1102.37,622592,0.0001,0.5409747064113617,6766.50634765625,29295.349407196045,-1.9260766689665616,0.2,0.0071439506,0.00033438771142755284,0.39240118861198425,0.064306640625,2650,,
2749,20,10659.643,238,1129.39,655360,0.0001,0.5464619696140289,7908.7373046875,31111.80509185791,-1.9246771897189319,0.2,0.0063873176,0.000753519844602124,0.39232727885246277,0.0506072998046875,2660,,
2893,21,10150.586,237,1076.79,688128,0.0001,0.5519487857818604,7625.185546875,29080.503553771974,-1.9238393941894174,0.2,0.005271887,0.0008439256423116604,0.39224305748939514,0.0373321533203125,2670,,
3040,22,10205.204,237,1079.84,720896,0.0001,0.5698996484279633,8495.4404296875,32445.500273132326,-1.9229519025422632,0.2,0.0058582323,-0.0007767488048557424,0.3921516537666321,0.040167236328125,2680,,
3186,23,10365.965,236,1089.56,753664,0.0001,0.6355178356170654,8339.1357421875,27234.102894592284,-1.9219587351195515,0.2,0.0060350513,-0.0007823853669833625,0.3920406699180603,0.04769287109375,2690,,
3330,24,10941.558,236,1136.89,786432,0.0001,0.6592850387096405,8166.6474609375,28472.48028335571,-1.9209987505339086,0.2,0.0061011873,0.0007694813566558878,0.39196068048477173,0.04888916015625,2700,,
3477,25,11478.398,235,1175.16,819200,0.0001,0.5908672213554382,8773.69140625,27133.694441986085,-1.9197935026139021,0.2,0.005928158,0.00010031557831098325,0.39180147647857666,0.048004150390625,2710,,
3626,26,11629.305,234,1177.92,851968,0.0001,0.6914330720901489,9054.3076171875,27654.0424118042,-1.9184629005379974,0.2,0.0063030887,-0.0005769240529843956,0.39169842004776,0.050372314453125,2720,,
3775,27,11548.521,234,1149.28,884736,0.0001,0.607050746679306,9911.9697265625,30882.899454498292,-1.9171969671733677,0.2,0.0057206373,-0.0010256789333652704,0.39156574010849,0.04554443359375,2730,,
3920,28,11602.347,234,1139.44,917504,0.0001,0.5785278081893921,9838.001953125,34372.48220748901,-1.9160163675434887,0.2,0.0048773037,-6.131099653430283e-05,0.3914659321308136,0.0327484130859375,2740,,
4071,29,12020.68,233,1164.38,950272,0.0001,0.5699330270290375,10563.84765625,32481.228763580322,-1.915298852045089,0.2,0.005543948,-0.00018231519152323017,0.39143556356430054,0.0365478515625,2750,,
4218,30,12594.367,233,1207.18,983040,0.0001,0.5924458801746368,9827.3134765625,27950.54973526001,-1.914211848191917,0.2,0.0056914045,-0.0006831810020230478,0.3912476599216461,0.04520263671875,2760,,
4365,31,13123.902,232,1234.99,1015808,0.0001,0.5324278771877289,8428.927734375,33612.54218597412,-1.9126273998059333,0.2,0.005207045,0.0004580444774546777,0.3911431133747101,0.0376739501953125,2770,,
4512,32,12644.148,232,1184.05,1048576,0.0001,0.6038422584533691,9715.2470703125,30753.68857192993,-1.9117427717894315,0.2,0.0072457576,0.00028402975804056043,0.3910881578922272,0.061846923828125,2780,,
4663,33,12549.317,231,1167.56,1081344,0.0001,0.634183943271637,12597.4541015625,32762.817867279053,-1.9108623277395964,0.2,0.0051552993,-0.0010005771780015494,0.3909609913825989,0.03404541015625,2790,,
4809,34,12574.707,231,1163.04,1114112,0.0001,0.6281698644161224,8203.2841796875,30732.43431930542,-1.9098238470032811,0.2,0.005725963,0.0003933755347134138,0.39089399576187134,0.042437744140625,2800,,
4956,35,12742.343,231,1180.35,1146880,0.0001,0.5577797889709473,9263.3427734375,32412.478099822998,-1.9092556640505791,0.2,0.0056528486,-0.00040369209518757997,0.3908541798591614,0.0397552490234375,2810,,
5100,36,13497.676,231,1230.49,1179648,0.0001,0.6223038136959076,9900.7001953125,30673.22885131836,-1.90872005475685,0.2,0.0058476916,0.00029083440776958016,0.39079803228378296,0.043505859375,2820,,
5246,37,14321.809,231,1282.87,1212416,0.0001,0.6425901651382446,8025.509765625,30859.285468292237,-1.9080604530870915,0.2,0.005780719,0.0005100315287563717,0.3907304108142853,0.04364013671875,2830,,
5390,38,14295.862,231,1265.88,1245184,0.0001,0.640520304441452,12604.9052734375,29745.57246322632,-1.9076477274298669,0.2,0.0052023353,-0.00017569062219990883,0.3907244801521301,0.0360748291015625,2840,,
5540,39,13899.119,230,1237.6,1277952,0.0001,0.5909247398376465,11351.505859375,33953.53038330078,-1.9073642096482217,0.2,0.0062343343,-0.00024349020723093417,0.3906686305999756,0.0486541748046875,2850,,
5699,40,13068.571,229,1175.56,1310720,0.0001,0.5375191271305084,10846.1005859375,34039.04350814819,-1.9068359859287738,0.2,0.0054535754,0.00023972822300493134,0.3906201422214508,0.042974853515625,2860,,
5849,41,12660.156,229,1132.13,1343488,0.0001,0.5065172016620636,17079.21484375,39010.15261077881,-1.906248220615089,0.2,0.007165155,-1.597446198502439e-05,0.39055901765823364,0.0645751953125,2870,,
5999,42,13142.126,229,1169.95,1376256,0.0001,0.6184777915477753,8477.5,37657.93457107544,-1.9052612299099565,0.2,0.005375304,0.0011844026987091639,0.39040789008140564,0.0473541259765625,2880,,
6148,43,12595.153,229,1123.73,1409024,0.0001,0.5950886607170105,11063.2607421875,31646.60196685791,-1.9037341959774494,0.2,0.005962616,0.00010241751333524007,0.3902433216571808,0.0419158935546875,2890,,
6294,44,13444.79,229,1186.02,1441792,0.0001,0.441073477268219,12901.1142578125,42004.8054107666,-1.9023683921433985,0.2,0.006148776,-0.00023363256113952957,0.390145480632782,0.04227294921875,2900,,
6442,45,13369.638,228,1188.73,1474560,0.0001,0.6257314682006836,11445.390625,30475.6683303833,-1.9017102089710534,0.2,0.0059351623,-0.0002980006673169555,0.39012908935546875,0.0496002197265625,2910,,
6590,46,13913.24,228,1212.75,1507328,0.0001,0.5416750013828278,10239.7783203125,33387.12676925659,-1.9012729430571198,0.2,0.0053660786,0.0006488640136922186,0.39004451036453247,0.0400115966796875,2920,,
6736,47,15092.485,228,1305.61,1540096,0.0001,0.6224495470523834,8012.64501953125,35463.60081558228,-1.9007992229424417,0.2,0.0061828936,0.0003509123236653977,0.3900378346443176,0.0490997314453125,2930,,
