time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
622592,19,298.53,175,3553,1263.1492,-0.00017945990030057146,-2.4579923338256777,9934.037109375,26474.964728546143,1e-05,0.4490044414997101,2640,0.0024174252,0.6645330190658569,0.0044464111328125,0.2,,
655360,20,296.97,175,3742,1058.8987,-0.0007827169666597911,-2.4576306932605805,14144.8271484375,27111.097918701173,1e-05,0.448946475982666,2650,0.002353062,0.6701793670654297,0.0055206298828125,0.2,,
688128,21,299.37,175,3931,1261.3561,-0.000480351314172367,-2.4570649639703332,13998.640625,24249.464454269408,1e-05,0.4488806128501892,2660,0.0037846146,0.70416259765625,0.0143096923828125,0.2,,
720896,22,295.64,174,4120,1372.2003,0.0001873600436738343,-2.4567495063878595,16634.537109375,25569.76961212158,1e-05,0.44887903332710266,2670,0.0030741028,0.6920942068099976,0.011676025390625,0.2,,
753664,23,296.89,174,4310,1104.8881,-0.0005226597252203646,-2.4564913989044728,12643.0283203125,27064.585605239867,1e-05,0.44881725311279297,2680,0.0025223265,0.6989344358444214,0.00654296875,0.2,,
786432,24,293.98,174,4499,1403.052,-0.00026017885493274663,-2.4562020764686165,10673.626953125,25035.65789642334,1e-05,0.44881153106689453,2690,0.0019399932,0.7103982269763947,0.0028228759765625,0.2,,
819200,25,295.93,174,4689,1171.2135,-0.0010366553929088695,-2.4559588260948657,11613.771484375,30405.774945831297,1e-05,0.4487559199333191,2700,0.0042379284,0.676312655210495,0.0157928466796875,0.2,,
851968,26,297.07,174,4878,1130.9758,-0.00017122785066021607,-2.455930339731276,14491.1201171875,26517.348725509644,1e-05,0.4488150477409363,2710,0.0037443754,0.6954665780067444,0.0159912109375,0.2,,
884736,27,296.85,174,5067,1059.3689,-0.0007088878383456176,-2.4561587531119584,7571.974609375,25749.33769855499,1e-05,0.44880804419517517,2720,0.0024564338,0.7222278118133545,0.0046356201171875,0.2,,
917504,28,296.53,174,5256,1088.1978,-0.00039651455381317646,-2.4561747402884064,7346.9619140625,23863.57008857727,1e-05,0.448821485042572,2730,0.0030455617,0.736134797334671,0.0087615966796875,0.2,,
950272,29,298.72,174,5445,1067.8062,-8.076181643446034e-05,-2.4561832542531192,6758.23095703125,25507.151726722717,1e-05,0.4488000273704529,2740,0.0025278705,0.7017923891544342,0.004998779296875,0.2,,
983040,30,295.66,174,5635,1195.1355,-0.00015788406881256378,-2.4557780496776105,9056.9443359375,25045.236399650574,1e-05,0.44873642921447754,2750,0.0031512259,0.7107383012771606,0.00992431640625,0.2,,
1015808,31,297.55,174,5824,1031.0902,-0.00028213393643454764,-2.4554307869635523,11025.412109375,30268.939820861815,1e-05,0.44872286915779114,2760,0.0042001866,0.6490021049976349,0.0173065185546875,0.2,,
1048576,32,299.0,174,6014,974.8093,-0.0004798360457698436,-2.4552352049387993,12179.517578125,23643.519156074522,1e-05,0.44869548082351685,2770,0.0024954765,0.7239661514759064,0.0060943603515625,0.2,,
1081344,33,298.74,174,6204,1147.8629,-0.0008191229452222615,-2.4548375152982773,9267.513671875,22868.9790435791,1e-05,0.4486297369003296,2780,0.0034882773,0.7472840845584869,0.010211181640625,0.2,,
1114112,34,295.53,174,6393,1328.0355,-0.0006971861859710771,-2.4543969853781165,16199.6533203125,26325.90390510559,1e-05,0.44859546422958374,2790,0.0034074388,0.6999189257621765,0.0093780517578125,0.2,,
1146880,35,293.24,174,6582,1073.416,-0.00047197334479278654,-2.45417611701414,11148.353515625,27982.670044326784,1e-05,0.4485757052898407,2800,0.0027055028,0.6938453316688538,0.0089111328125,0.2,,
1179648,36,297.01,174,6772,1154.8204,-0.0006543385573877458,-2.4538868800736964,16257.0556640625,27644.5350692749,1e-05,0.44852861762046814,2810,0.002853341,0.6863358616828918,0.0069122314453125,0.2,,
1212416,37,295.93,174,6963,1007.318,-0.0004672415519280548,-2.453676348738372,9125.1787109375,26238.360916519166,1e-05,0.4485190510749817,2820,0.0028731064,0.6763414740562439,0.0082733154296875,0.2,,
1245184,38,289.62,174,7155,1210.634,-0.0003362770183457542,-2.45352560672909,5298.509765625,25487.820011901855,1e-05,0.44849854707717896,2830,0.0015861918,0.6872200667858124,0.001580810546875,0.2,,
1277952,39,293.63,173,7344,1412.5145,9.247057789707469e-05,-2.453318606968969,11515.978515625,28657.862535476685,1e-05,0.44847917556762695,2840,0.002804914,0.7133374214172363,0.0062103271484375,0.2,,
1310720,40,296.85,173,7534,1099.0713,0.0002855519755939895,-2.453081324044615,9743.23828125,30508.045698547365,1e-05,0.44843733310699463,2850,0.003390675,0.6858229637145996,0.012127685546875,0.2,,
1343488,41,298.3,173,7725,1005.743,-0.0002813544085711328,-2.4528435634449126,10468.482421875,26137.285353469848,1e-05,0.4484255909919739,2860,0.0023321523,0.7148746252059937,0.003826904296875,0.2,,
1376256,42,295.07,173,7914,929.1664,-0.00011308740704407683,-2.4523881364613773,12995.7294921875,24152.5106716156,1e-05,0.44832950830459595,2870,0.0028762654,0.7096591889858246,0.00853271484375,0.2,,
1409024,43,295.84,173,8105,1303.0533,-0.0006540556850268331,-2.4517161739058793,9791.8740234375,26937.5138507843,1e-05,0.4482785165309906,2880,0.0032615287,0.6760476529598236,0.0110321044921875,0.2,,
1441792,44,296.91,173,8299,1155.874,-0.00024178704802579887,-2.451413709949702,11097.935546875,29869.681731414796,1e-05,0.44825923442840576,2890,0.002408986,0.6595007479190826,0.005078125,0.2,,
1474560,45,294.87,173,8490,1041.753,-2.7479664777274592e-05,-2.451185683812946,12036.9091796875,26003.097009277342,1e-05,0.44823139905929565,2900,0.0029228558,0.7003174722194672,0.0070587158203125,0.2,,
1507328,46,295.74,173,8680,1180.9672,-0.0003773420230118063,-2.4511607320047917,11132.9482421875,26731.28148651123,1e-05,0.44825926423072815,2910,0.003328227,0.6879906058311462,0.0099395751953125,0.2,,
1540096,47,296.49,173,8870,1054.8494,-0.00062371691469707,-2.4511095526628197,14245.1298828125,29186.25869102478,1e-05,0.4482199251651764,2920,0.0027545234,0.6711112856864929,0.0080596923828125,0.2,,
1572864,48,294.39,173,9060,1223.0802,0.00036428597327358147,-2.450834807753563,14622.57421875,26561.92251625061,1e-05,0.44819313287734985,2930,0.002488934,0.6645626723766327,0.0053802490234375,0.2,,
1600000,,,,,,-0.0006822632435159904,-2.4507190915755928,12724.13671875,28843.0753326416,1e-05,0.44819706678390503,2940,0.0036792587,0.6767873764038086,0.0136199951171875,0.2,1287.4495849609375,269.34
1605632,49,298.82,170,9394,1212.2759,,,,,,,,,,,,,
1638400,50,288.24,170,9584,1302.6079,-0.0006205333722618889,-2.4503763686865567,14655.9248046875,27389.93169403076,1e-05,0.4481178820133209,2950,0.0031571868,0.673600822687149,0.0087493896484375,0.2,,
1671168,51,297.54,170,9773,1272.8547,-2.3504244063587974e-05,-2.44987688427791,13729.443359375,31277.33572692871,1e-05,0.448090136051178,2960,0.0029080352,0.6681239902973175,0.0069305419921875,0.2,,
1703936,52,297.89,171,9962,1368.9819,-0.0006118907644122373,-2.449606282170862,12292.3623046875,27674.419870758058,1e-05,0.44805681705474854,2970,0.0032212655,0.6924381256103516,0.0124847412109375,0.2,,
1736704,53,293.93,171,10152,1024.5762,-0.00040025946839250537,-2.449513580929488,12921.3037109375,31209.239977645873,1e-05,0.4480712115764618,2980,0.0029237992,0.6815741658210754,0.0100311279296875,0.2,,
1769472,54,293.35,171,10341,1239.2028,-0.0003325476817281015,-2.4494101706892253,5303.32275390625,28824.03896827698,1e-05,0.4480286240577698,2990,0.0029207864,0.6722851395606995,0.0083221435546875,0.2,,
1802240,55,294.57,171,10531,1246.5334,-0.0006941638984244491,-2.44902263013646,10952.85546875,32367.51556854248,1e-05,0.447984904050827,3000,0.0034560466,0.6497031450271606,0.016156005859375,0.2,,
1835008,56,296.18,171,10723,1140.1737,-8.771785473982163e-05,-2.448716792743653,26361.48046875,33108.12991161346,1e-05,0.44795918464660645,3010,0.002264911,0.6529307961463928,0.0048370361328125,0.2,,
1867776,57,300.63,171,10914,1147.8035,-0.00036185317760555334,-2.448402601107955,15614.9033203125,25596.77413635254,1e-05,0.4479108154773712,3020,0.0027289104,0.7219357788562775,0.0075958251953125,0.2,,
1900544,58,298.11,171,11104,1103.2733,-0.0005277609962831775,-2.4481565647758545,10154.201171875,27333.71972427368,1e-05,0.44789767265319824,3030,0.00258996,0.7072398960590363,0.00782470703125,0.2,,
1933312,59,295.66,171,11294,994.99475,-1.516366251053114e-05,-2.4481780912727116,9979.966796875,30475.1156829834,1e-05,0.44790947437286377,3040,0.002569646,0.6922273635864258,0.0056854248046875,0.2,,
1966080,60,297.95,171,11483,1051.8105,-0.0003443722615429579,-2.4481159166432915,22915.41796875,28803.35280170441,1e-05,0.4478819966316223,3050,0.0033635495,0.6917757391929626,0.0095306396484375,0.2,,
1998848,61,298.42,171,11673,1091.6514,-0.0008379211090868921,-2.4479915291070937,14518.4072265625,26040.382723426817,1e-05,0.4478767514228821,3060,0.0029961113,0.7188896834850311,0.0081787109375,0.2,,
2031616,62,296.95,171,11866,925.4258,-0.00038306247943182826,-2.447766044177115,17173.78125,25348.063135147095,1e-05,0.4478280246257782,3070,0.0030822703,0.7231784164905548,0.011065673828125,0.2,,
