rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/std,train/approx_kl,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
156.96202,335.17721518987344,32768,1,341,95,,,,,,,,,,,,,
197.0,404.8,65536,2,316,206,2480,-1.9457357085309923,0.5937354266643524,700.5894775390625,5074.278596782684,0.096435546875,0.0001,0.3942670524120331,0.009577449,0.2,0.0007755161263048649,,
409.0,478.04,98304,3,304,322,2490,-1.9428817102685572,0.5687648057937622,1709.793701171875,5554.277535629272,0.071966552734375,0.0001,0.39411866664886475,0.0075147524,0.2,-0.0012528304194347583,,
916.0,632.75,131072,4,293,446,2500,-1.9411242376081645,0.6250590085983276,2721.94384765625,8535.493956184388,0.06722412109375,0.0001,0.3939145803451538,0.007714603,0.2,0.0006275802169511735,,
1291.0,753.96,163840,5,283,578,2510,-1.9393533715978264,0.5360623598098755,6797.4716796875,10884.839572620393,0.087945556640625,0.0001,0.3937765955924988,0.009076481,0.2,-0.00012020582717013895,,
2386.0,913.72,196608,6,278,706,2520,-1.9380426385439933,0.5894629061222076,2755.725341796875,16280.29372329712,0.071087646484375,0.0001,0.39368119835853577,0.0074978448,0.2,0.0016782996702659147,,
1947.0,823.78,229376,7,271,844,2530,-1.9364673729985953,0.676905632019043,4403.49609375,15469.33181695938,0.082904052734375,0.0001,0.3934817910194397,0.009241946,0.2,-0.0003002086139531457,,
2124.0,968.37,262144,8,264,992,2540,-1.9349051747471093,0.7398191094398499,5550.43408203125,14284.537158966064,0.05086669921875,0.0001,0.39332184195518494,0.006279572,0.2,-0.0007393411295197438,,
1097.0,936.49,294912,9,261,1126,2550,-1.9333226937800645,0.7647798806428909,4036.19677734375,11609.90049343109,0.0488067626953125,0.0001,0.3932088017463684,0.006613788,0.2,-0.0011396083043109684,,
1158.0,1063.96,327680,10,262,1248,2560,-1.930358782224357,0.7422471642494202,4459.04443359375,15668.464975452423,0.0508636474609375,0.0001,0.3926866948604584,0.005541995,0.2,-0.00031365523391286844,,
1928.0,1009.98,360448,11,262,1375,2570,-1.9275287826545537,0.7127448618412018,3589.956787109375,24924.649684524535,0.06005859375,0.0001,0.39272695779800415,0.0070643304,0.2,-0.0009103418857648648,,
1873.0,994.21,393216,12,262,1496,2580,-1.926982224266976,0.7329384386539459,7336.43603515625,15706.065429496764,0.05738525390625,0.0001,0.3925516605377197,0.006409107,0.2,0.0011476031289021193,,
2295.0,999.52,425984,13,259,1639,2590,-1.9256099314428865,0.7933511286973953,2072.0654296875,10996.48567752838,0.055743408203125,0.0001,0.39246606826782227,0.006419751,0.2,6.430769008147763e-05,,
3061.0,1089.47,458752,14,255,1794,2600,-1.92413900597021,0.7128987610340118,4889.86962890625,19325.7703748703,0.0541015625,0.0001,0.39224591851234436,0.006475845,0.2,0.0006849813480130252,,
2131.0,1036.37,491520,15,253,1940,2610,-1.9222655884921551,0.8311653286218643,3064.90966796875,13639.635691070556,0.0390960693359375,0.0001,0.39212802052497864,0.0053866813,0.2,-0.0014807866515184286,,
2634.0,1287.41,524288,16,251,2082,2620,-1.9206706386059522,0.7129254937171936,5318.2890625,24123.217041778564,0.0597015380859375,0.0001,0.3919612169265747,0.0071616615,0.2,0.0004315708138165064,,
2089.0,1164.33,557056,17,249,2235,2630,-1.918820601142943,0.6701459288597107,4725.2353515625,35308.15739841461,0.0519012451171875,0.0001,0.391722172498703,0.0060314434,0.2,-0.0010603888300011021,,
2434.0,1228.97,589824,18,249,2366,2640,-1.916542357672006,0.8132149279117584,9259.716796875,15262.890210342408,0.058477783203125,0.0001,0.3915194571018219,0.0062319264,0.2,-0.0006224381815627567,,
2007.0,1001.11,622592,19,248,2507,2650,-1.9151011453010143,0.8251660615205765,5194.83935546875,13904.202676773071,0.041510009765625,0.0001,0.3914361596107483,0.0051993737,0.2,2.257651594845811e-05,,
2032.0,1119.21,655360,20,246,2659,2660,-1.9145674334838987,0.8326151221990585,3231.09423828125,11152.120878601074,0.0555938720703125,0.0001,0.3914065361022949,0.006394863,0.2,0.00011420687678764807,,
1584.0,1113.77,688128,21,246,2795,2670,-1.9135195654816926,0.47193068265914917,3203.213623046875,159030.50804367065,0.045635986328125,0.0001,0.3912721872329712,0.0060082274,0.2,-0.0017488368295744295,,
971.0,1069.96,720896,22,247,2914,2680,-1.912886834423989,0.8426997065544128,4925.2412109375,10871.542119121552,0.0408935546875,0.0001,0.391257643699646,0.005321227,0.2,-0.000496821333126718,,
1563.0,939.45,753664,23,247,3046,2690,-1.9119612984359264,0.9001111835241318,1963.2484130859375,9306.906381988525,0.041357421875,0.0001,0.3910972476005554,0.004849149,0.2,-0.000726796631624893,,
1265.0,901.15,786432,24,247,3177,2700,-1.9098651903681456,0.8165722191333771,4196.4521484375,10924.128252601624,0.0315521240234375,0.0001,0.39087462425231934,0.0043739146,0.2,-0.0002679108968550281,,
1151.0,889.96,819200,25,247,3305,2710,-1.9094649444334209,0.8442146629095078,1392.9619140625,9632.102319002151,0.0378570556640625,0.0001,0.3910355865955353,0.004931797,0.2,-0.002362711532805406,,
