time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_range,train/explained_variance,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/std,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
1,545,32768,60,-131.73985,301.0,,,,,,,,,,,,,
2,526,65536,124,-74.22421,301.0,0.2,-8.630752563476562e-05,0.005143972,611.4454856604337,51.990169525146484,10,-5.661491356790066,0.001,-0.0036511054602669903,0.9965071678161621,0.054156494140625,,
3,521,98304,188,-21.516075,301.0,0.2,0.042242467403411865,0.005542571,1440.7944782197476,1471.343017578125,20,-5.66343425437808,0.001,-0.002166076853063714,0.9955719709396362,0.041668701171875,,
4,521,131072,251,120.483604,301.0,0.2,0.031694769859313965,0.006333325,2576.2153066277506,75.51160430908203,30,-5.652313277125359,0.001,-0.003320555347818299,0.9923745393753052,0.052801513671875,,
5,521,163840,314,100.12874,301.0,0.2,0.03094494342803955,0.006794674,1766.027657109499,548.9837646484375,40,-5.641331111639738,0.001,-0.0004942184046740295,0.9904309511184692,0.0555206298828125,,
6,525,196608,374,156.78119,301.0,0.2,0.02695828676223755,0.008070066,1280.412051510811,1012.973876953125,50,-5.602464269474149,0.001,-0.00369948274728813,0.9821517467498779,0.091265869140625,,
7,528,229376,434,178.17865,301.0,0.2,-0.011426925659179688,0.009442121,1747.6484617769718,187.25416564941406,60,-5.57617256604135,0.001,-0.0014553277480445104,0.9690736532211304,0.0966156005859375,,
8,530,262144,494,341.13513,301.0,0.2,-0.062381625175476074,0.011339119,1299.941674953699,97.24823760986328,70,-5.51444701179862,0.001,-0.0020925612314385946,0.9585466980934143,0.11590576171875,,
9,530,294912,556,377.4234,301.0,0.2,-0.10431027412414551,0.008707586,2427.8859179258347,564.9144897460938,80,-5.489894645661115,0.001,-0.0010703614932936034,0.9500921964645386,0.08756103515625,,
10,530,327680,617,314.45108,301.0,0.2,-0.11880719661712646,0.009107236,3245.408359336853,530.5215454101562,90,-5.447110248357058,0.001,0.0003693907830893295,0.942304790019989,0.10113525390625,,
11,530,360448,679,366.11133,297.97,0.2,-0.034493088722229004,0.011043254,2292.6509031891824,301.055419921875,100,-5.411388354375958,0.001,-0.00019228426081099314,0.9364722967147827,0.13226318359375,,
12,531,393216,740,464.5173,301.0,0.2,-0.012911200523376465,0.011816104,2411.8381692647936,318.2069396972656,110,-5.395206806436181,0.001,0.00020643768712034217,0.9323965311050415,0.126605224609375,,
13,532,425984,800,343.25708,301.0,0.2,-0.056218624114990234,0.012300747,3544.090733075142,230.92066955566406,120,-5.369445753842593,0.001,0.0020395152295350273,0.9237785935401917,0.133306884765625,,
14,533,458752,860,373.9986,301.0,0.2,-0.1015629768371582,0.012277973,2137.767943692207,243.61044311523438,130,-5.32072275057435,0.001,3.619890740083065e-05,0.9125462174415588,0.1286102294921875,,
15,533,491520,921,535.1514,301.0,0.2,-0.025905251502990723,0.013879273,1723.7749826669692,265.8431091308594,140,-5.269520636275411,0.001,-0.00046378805454878603,0.9009057283401489,0.14427490234375,,
16,534,524288,981,564.2446,301.0,0.2,-0.06138741970062256,0.013101061,3733.4189586877824,2425.225830078125,150,-5.248879347741604,0.001,0.0016617029472399737,0.9001619815826416,0.1431243896484375,,
17,534,557056,1041,585.1319,301.0,0.2,0.016403794288635254,0.01443614,3585.9005456209184,465.6644287109375,160,-5.215096474811435,0.001,0.0008112324656394776,0.8884992003440857,0.1606781005859375,,
18,535,589824,1102,573.57385,301.0,0.2,-0.012149572372436523,0.014404168,3431.996927690506,2710.89794921875,170,-5.1816955104470255,0.001,0.0009009102333948249,0.8844903707504272,0.1616729736328125,,
19,535,622592,1162,567.3148,301.0,0.2,0.042224347591400146,0.014223777,3766.3024757385256,1146.48095703125,180,-5.172484023869037,0.001,0.00200865918168347,0.8840739130973816,0.168890380859375,,
20,535,655360,1223,549.40533,301.0,0.2,0.040792882442474365,0.014751613,4223.192084360123,1141.8175048828125,190,-5.1550925321877,0.001,0.00045881966816523344,0.8785767555236816,0.1686553955078125,,
21,535,688128,1285,613.295,301.0,0.2,0.026920616626739502,0.015938075,3550.87514731884,445.5574035644531,200,-5.134222791716456,0.001,-9.718397268443369e-06,0.8727601766586304,0.1819183349609375,,
22,535,720896,1346,665.7575,301.0,0.2,0.0446019172668457,0.017222542,3292.0815569877623,309.8992614746094,210,-5.08998760394752,0.001,-0.0004469639046874363,0.8603458404541016,0.1884857177734375,,
23,535,753664,1406,757.42413,301.0,0.2,0.181054949760437,0.018218368,3879.847651720047,1766.177490234375,220,-5.041357612609863,0.001,-0.00012848129190388136,0.8510165214538574,0.1955291748046875,,
24,535,786432,1467,662.7771,301.0,0.2,0.06208634376525879,0.01803055,4573.657764768601,497.013427734375,230,-5.000192277878523,0.001,6.312851255643181e-05,0.8461208343505859,0.2106536865234375,,
25,536,819200,1527,681.88403,301.0,0.2,0.09860116243362427,0.017426003,3871.545148277283,343.20196533203125,240,-4.971169490739703,0.001,-0.0009855975193204358,0.8394157886505127,0.186383056640625,,
26,536,851968,1588,853.03485,301.0,0.2,0.09870868921279907,0.019621976,3606.251284646988,1484.1666259765625,250,-4.941820196062326,0.001,-0.0004257469585354556,0.8305812478065491,0.2061126708984375,,
27,536,884736,1649,820.0326,301.0,0.2,0.11170649528503418,0.019258253,5022.558768320084,653.428466796875,260,-4.912157344445586,0.001,0.0015955264316289686,0.8277616500854492,0.2255462646484375,,
28,536,917504,1710,894.3157,301.0,0.2,0.19521868228912354,0.019406796,4476.007768297195,518.1663818359375,270,-4.901339066401124,0.001,0.0002606960702905781,0.8246555328369141,0.2080902099609375,,
29,536,950272,1770,1184.3973,301.0,0.2,0.06887847185134888,0.018861018,4295.097341299057,366.6620178222656,280,-4.885479211434722,0.001,0.0018216076747194164,0.8222720623016357,0.2151824951171875,,
30,536,983040,1830,944.01276,301.0,0.2,0.11591315269470215,0.01737382,7147.923522424698,548.8948974609375,290,-4.866279516369104,0.001,0.0013145328233804322,0.8159756064414978,0.183782958984375,,
31,536,1015808,1891,1138.6304,301.0,0.2,0.1199236512184143,0.019381326,4977.712907838822,1713.762939453125,300,-4.846333460509777,0.001,0.0009838285586738493,0.8139715194702148,0.21849365234375,,
32,536,1048576,1953,1255.0438,301.0,0.2,0.07759124040603638,0.021020234,6438.023156785965,437.6994934082031,310,-4.827665714174509,0.001,0.0025832455030467827,0.8091084957122803,0.23740234375,,
33,536,1081344,2013,1360.6364,299.86,0.2,0.14396899938583374,0.020004619,6525.59699254036,1737.08837890625,320,-4.80081056766212,0.001,9.513850818620994e-06,0.8035875558853149,0.2134765625,,
34,537,1114112,2074,1239.4785,301.0,0.2,0.15827840566635132,0.018730115,7936.613219308853,1848.640625,330,-4.773022169992328,0.001,0.0019434227811871096,0.7980294823646545,0.2058502197265625,,
35,537,1146880,2134,1361.9583,301.0,0.2,0.15307050943374634,0.021102149,6233.6326615333555,1956.6212158203125,340,-4.752040823549033,0.001,0.0035992376555441298,0.795529842376709,0.2293060302734375,,
36,537,1179648,2195,1442.766,301.0,0.2,0.14971452951431274,0.019949302,8215.88658285141,3150.15771484375,350,-4.732932812720537,0.001,0.0035950965975644067,0.7898638844490051,0.2217376708984375,,
37,537,1212416,2255,1511.2911,301.0,0.2,0.14046084880828857,0.020356797,7659.708031177521,977.2167358398438,360,-4.699966933578253,0.001,0.0031002470306702888,0.7834826707839966,0.2173858642578125,,
38,537,1245184,2316,1670.6458,299.36,0.2,0.21004068851470947,0.018909449,8405.496646690368,2234.806396484375,370,-4.6702047500759365,0.001,0.0023547824393972405,0.7779004573822021,0.2027252197265625,,
39,537,1277952,2378,2070.5862,299.84,0.2,0.17678779363632202,0.019586764,9292.15227098465,1381.952880859375,380,-4.638360575586558,0.001,0.0032225089122221106,0.7722370028495789,0.20621337890625,,
40,537,1310720,2439,2025.1304,301.0,0.2,0.2267756462097168,0.018355306,13265.812469768523,2256.776123046875,390,-4.625848932936788,0.001,0.0027905078708499787,0.7710617184638977,0.20294189453125,,
41,537,1343488,2501,2025.1222,301.0,0.2,0.24134379625320435,0.018938381,12184.362753105164,2236.61328125,400,-4.6208188708871605,0.001,0.002593750697997166,0.7703143358230591,0.2122100830078125,,
42,536,1376256,2563,2456.2202,301.0,0.2,0.2778666615486145,0.017609673,11241.773188018798,2107.1083984375,410,-4.603494498506189,0.001,0.00301389909509453,0.765263557434082,0.194708251953125,,
43,536,1409024,2625,2091.9995,297.75,0.2,0.3113499879837036,0.017632814,14019.030165100097,5317.78759765625,420,-4.575662984326482,0.001,0.0031197738124319587,0.758575975894928,0.1956207275390625,,
44,536,1441792,2686,2595.3167,301.0,0.2,0.3143434524536133,0.018525343,13719.378071784973,2180.72265625,430,-4.54472923874855,0.001,0.00281379592634039,0.7531651854515076,0.2013214111328125,,
45,536,1474560,2747,2264.84,297.92,0.2,0.30529797077178955,0.018963862,14825.881317710877,4250.0771484375,440,-4.52116115950048,0.001,0.004752328916765691,0.750145673751831,0.2160980224609375,,
46,536,1507328,2807,2812.7012,301.0,0.2,0.31627583503723145,0.019295879,13602.582145881654,2516.8876953125,450,-4.504274155199528,0.001,0.0032224558763118694,0.7463821172714233,0.2156463623046875,,
47,536,1540096,2871,2630.8315,301.0,0.2,0.33745747804641724,0.019482171,16096.43600139618,2654.02392578125,460,-4.486830522119999,0.001,0.005348486236471217,0.7436403036117554,0.213165283203125,,
48,535,1572864,2934,2896.7734,299.14,0.2,0.36502593755722046,0.018050732,15422.289227485657,2874.380859375,470,-4.475690566748381,0.001,0.004803622733379598,0.7414709329605103,0.20428466796875,,
,,1600000,,,,0.2,0.37216150760650635,0.018967904,17441.16311817169,3021.865234375,480,-4.459417959302664,0.001,0.004282959335614578,0.7376394271850586,0.2074249267578125,301.0,7714.615234375
49,525,1605632,3053,3147.6812,301.0,,,,,,,,,,,,,
50,525,1638400,3116,3495.0837,301.0,0.2,0.4175546169281006,0.01726466,18034.786246299744,2462.884765625,490,-4.435856863483787,0.001,0.004516945224713709,0.7333071231842041,0.1994537353515625,,
51,525,1671168,3179,3391.526,301.0,0.2,0.41964155435562134,0.017690249,21879.087088012697,4566.8408203125,500,-4.409916089847684,0.001,0.004769068518180574,0.7278189063072205,0.2001312255859375,,
52,525,1703936,3243,3462.6765,300.34,0.2,0.4509660005569458,0.01778122,21025.949216079713,10590.146484375,510,-4.387224822491407,0.001,0.004035731540170673,0.724838137626648,0.198773193359375,,
53,525,1736704,3304,3496.8384,299.75,0.2,0.4450530409812927,0.019140998,20979.78795089722,2855.306884765625,520,-4.365029281750322,0.001,0.004174841871827084,0.7197037935256958,0.20614013671875,,
54,525,1769472,3365,3940.1863,301.0,0.2,0.45631498098373413,0.018474251,22152.569210243226,6109.56494140625,530,-4.350155509635806,0.001,0.004375642366539978,0.7195871472358704,0.2054046630859375,,
55,525,1802240,3426,3638.0393,301.0,0.2,0.4309704303741455,0.018969653,24967.323516082764,3719.72216796875,540,-4.340590932220221,0.001,0.006251314917972195,0.7162349820137024,0.2148590087890625,,
56,526,1835008,3487,3954.8076,301.0,0.2,0.46707868576049805,0.018791895,22527.34845237732,5982.3505859375,550,-4.3310694009065624,0.001,0.006322771589111653,0.7161500453948975,0.207275390625,,
57,525,1867776,3550,4050.574,299.05,0.2,0.47302085161209106,0.019907255,24821.789980316164,5002.0166015625,560,-4.32134384252131,0.001,0.00555671011134109,0.7127508521080017,0.220367431640625,,
58,525,1900544,3614,4546.2964,299.41,0.2,0.41475754976272583,0.01959236,26914.51770401001,6266.62353515625,570,-4.30617835149169,0.001,0.0064524564972089134,0.7106786370277405,0.2249908447265625,,
59,525,1933312,3679,4509.723,300.78,0.2,0.39977872371673584,0.01962603,28605.53903274536,9696.716796875,580,-4.293591302260756,0.001,0.008095148441680067,0.7083092927932739,0.22080078125,,
60,524,1966080,3745,4537.171,301.0,0.2,0.4034833312034607,0.020526517,29048.100046539308,4754.90869140625,590,-4.276779172196984,0.001,0.00848192049361387,0.7046554088592529,0.2230682373046875,,
61,524,1998848,3810,4641.478,299.86,0.2,0.4214303493499756,0.02087434,30140.847729492187,7270.78515625,600,-4.255298888683319,0.001,0.0070959087870505755,0.7008317708969116,0.2307861328125,,
62,524,2031616,3872,4804.3457,301.0,0.2,0.43711423873901367,0.020781778,28950.293904876708,6761.919921875,610,-4.2355123169720175,0.001,0.006181708450640144,0.6983059048652649,0.222088623046875,,
