rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/n_updates,train/loss,train/std,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
301.0,243,778240,3196,919.76337,95,22975.790283203125,0.0,-5.675100708007813,-0.0002045624569291249,2.980232238769531e-07,0.2,940,13134.34765625,0.9998327493667603,1e-05,4.735579e-05,,
301.0,243,786432,3230,938.106,96,32149.61650390625,0.0,-5.675079655647278,-0.0001122884190408513,1.7881393432617188e-07,0.2,950,15403.9619140625,0.9998363256454468,1e-05,2.2009976e-05,,
301.0,243,794624,3263,1032.1714,97,24391.643603515626,0.0,-5.675088369846344,-0.00020052827749168501,1.7881393432617188e-07,0.2,960,10792.619140625,0.9998327493667603,1e-05,4.5699395e-05,,
,,800000,,,,40770.98681640625,0.0,-5.675069034099579,-8.544392767362297e-05,2.384185791015625e-07,0.2,970,19721.46484375,0.9998283386230469,1e-05,1.6791098e-05,475.6948547363281,301.0
301.0,236,802816,3392,1001.5797,98,,,,,,,,,,,,,
301.0,236,811008,3425,1004.68414,99,18706.25888671875,0.0,-5.67501859664917,-0.00023709530505584554,3.5762786865234375e-07,0.2,980,8445.599609375,0.9998040199279785,1e-05,7.4339005e-05,,
301.0,236,819200,3458,980.8795,100,37271.40625,0.0,-5.674919283390045,-0.0001739017548970878,2.384185791015625e-07,0.2,990,19823.779296875,0.9997845888137817,1e-05,4.3701533e-05,,
301.0,236,827392,3491,894.74646,101,22872.34230957031,0.0,-5.674829423427582,-1.4383011148311198e-05,1.1920928955078125e-07,0.2,1000,11445.681640625,0.9997546672821045,1e-05,4.688678e-06,,
301.0,237,835584,3523,851.60315,102,28187.26259765625,0.0,-5.674717795848847,-0.00011840705410577357,1.7881393432617188e-07,0.2,1010,14470.75,0.9997325539588928,1e-05,2.1147542e-05,,
301.0,237,843776,3555,870.7137,103,18681.814184570314,0.0,-5.674632954597473,-0.00012599933252204208,2.384185791015625e-07,0.2,1020,11020.859375,0.9997110366821289,1e-05,3.8061095e-05,,
301.0,237,851968,3588,914.16,104,21090.033642578124,0.0,-5.674556529521942,-0.00017128325707744808,1.1920928955078125e-07,0.2,1030,9451.0576171875,0.9996947646141052,1e-05,3.8891427e-05,,
301.0,237,860160,3621,882.51483,105,34021.97080078125,0.0,-5.6745227694511415,-8.820218790788204e-05,1.1920928955078125e-07,0.2,1040,17787.41015625,0.9996967911720276,1e-05,2.0685962e-05,,
301.0,237,868352,3654,982.27423,106,25503.513720703126,0.0,-5.674523735046387,-2.5147062842734156e-06,0.0,0.2,1050,13619.71484375,0.9996904134750366,1e-05,1.3137833e-06,,
301.0,237,876544,3687,944.43665,107,28374.569091796875,0.0,-5.674493503570557,-3.65768326446414e-05,1.7881393432617188e-07,0.2,1060,14342.6318359375,0.9996839761734009,1e-05,8.485258e-06,,
301.0,237,884736,3720,882.2534,108,27510.899072265624,0.0,-5.674474024772644,-0.00014608889468945563,2.384185791015625e-07,0.2,1070,14856.00390625,0.9996809363365173,1e-05,4.432846e-05,,
301.0,237,892928,3753,777.2873,109,17113.794360351563,0.0,-5.674446880817413,-0.0002991200453834608,5.960464477539063e-08,0.2,1080,7854.0380859375,0.9996691942214966,1e-05,0.00012701844,,
301.0,238,901120,3786,805.3697,110,17555.06315917969,0.0,-5.6743726372718815,-0.0001761328589054756,0.0,0.2,1090,7737.310546875,0.9996411800384521,1e-05,8.39987e-05,,
301.0,238,909312,3819,795.9029,111,24465.61650390625,0.0,-5.674247920513153,-0.0002148305327864364,5.960464477539063e-08,0.2,1100,12078.02734375,0.9996084570884705,1e-05,6.472878e-05,,
301.0,238,917504,3852,881.5382,112,29367.146630859374,0.0,-5.674148678779602,-0.00034203176328446717,1.1920928955078125e-07,0.2,1110,14102.3583984375,0.9995962977409363,1e-05,0.000106218846,,
301.0,238,925696,3884,926.27893,113,27473.571533203125,0.0,-5.674118530750275,-0.00025214604684151707,0.0,0.2,1120,12997.6640625,0.9995898008346558,1e-05,8.073489e-05,,
301.0,238,933888,3917,924.4629,114,29106.626513671876,0.0,-5.674129009246826,-3.297253279015422e-05,0.0,0.2,1130,14174.3359375,0.9996064901351929,1e-05,1.3044548e-05,,
301.0,238,942080,3950,954.58014,115,27211.143359375,0.0,-5.674179029464722,-0.00011978695401921868,5.960464477539063e-08,0.2,1140,13823.537109375,0.9996078014373779,1e-05,3.2659867e-05,,
301.0,238,950272,3983,886.8939,116,33741.3220703125,0.0,-5.674167203903198,-8.988059707917273e-05,0.0,0.2,1150,19054.912109375,0.9996055960655212,1e-05,2.6026442e-05,,
301.0,238,958464,4016,1018.91315,117,24813.572509765625,0.0,-5.674163770675659,-2.269882970722392e-05,5.960464477539063e-08,0.2,1160,12371.3232421875,0.9996039867401123,1e-05,7.4532727e-06,,
301.0,238,966656,4049,956.52795,118,45100.61669921875,0.0,-5.674106562137604,-2.6030743902083488e-05,1.7881393432617188e-07,0.2,1170,21366.97265625,0.9995725154876709,1e-05,5.010261e-06,,
301.0,238,974848,4082,915.08813,119,21696.828955078126,0.0,-5.673979473114014,-8.590126526542008e-05,1.1920928955078125e-07,0.2,1180,10515.2841796875,0.9995476007461548,1e-05,3.235528e-05,,
301.0,238,983040,4114,956.0411,120,28344.14384765625,0.0,-5.67387752532959,-7.21902571967803e-05,5.960464477539063e-08,0.2,1190,14668.5859375,0.9995170831680298,1e-05,2.9385803e-05,,
301.0,238,991232,4147,937.3846,121,37410.10732421875,0.0,-5.673840856552124,-0.00012178805482108146,0.0,0.2,1200,19773.1484375,0.9995424151420593,1e-05,3.674868e-05,,
301.0,239,999424,4180,1009.555,122,35755.5166015625,0.0,-5.673932039737702,-0.00016606614808551968,5.960464477539063e-08,0.2,1210,15686.1669921875,0.9995460510253906,1e-05,4.9192022e-05,,
301.0,239,1007616,4213,988.1696,123,31637.836962890626,0.0,-5.673844707012177,-0.00010657115781214088,0.0,0.2,1220,17286.490234375,0.9994975328445435,1e-05,3.4783887e-05,,
