time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-227.21289,574,32768,301.0,,,,,,,,,,,
2,194,-133.2543,336,65536,301.0,33.63987350463867,10,-5.661652273219079,-0.011622996847393097,0.0085887415,82.10582890976221,0.2,0.106378173828125,-0.00022995471954345703,0.9957513213157654,0.0001
3,336,11.848224,291,98304,301.0,72.72019958496094,20,-5.628440857026726,-0.018225323999990904,0.010564236,108.79450800418854,0.2,0.16650390625,0.3146718740463257,0.9862329363822937,0.0001
4,480,219.08624,272,131072,301.0,71.20808410644531,30,-5.5766686762683095,-0.019468385463119374,0.011707516,130.1280035123229,0.2,0.1728912353515625,0.46729230880737305,0.9751946926116943,0.0001
5,624,181.94643,262,163840,301.0,76.24324035644531,40,-5.536799873225391,-0.01172148094599379,0.009454901,2649.6118366912006,0.2,0.1413299560546875,0.09058088064193726,0.9622044563293457,0.0001
6,771,63.120083,254,196608,301.0,11202.72265625,50,-5.471868705423549,-0.008718857680401015,0.008883634,3005.512279754132,0.2,0.10947265625,0.07940441370010376,0.9464082717895508,0.0001
7,921,48.39937,249,229376,301.0,179.05194091796875,60,-5.415586121426895,-0.00817306636245121,0.007590078,601.537406527251,0.2,0.09635009765625,0.12614160776138306,0.9350487589836121,0.0001
8,1072,-22.381004,244,262144,301.0,173.05918884277344,70,-5.37500903327018,-0.005279603962753754,0.006117165,783.6932521000505,0.2,0.063079833984375,0.09516251087188721,0.9260939955711365,0.0001
9,1225,-115.47729,240,294912,301.0,146.91603088378906,80,-5.327841385034844,-0.0028308255005981666,0.004292745,777.2753678873181,0.2,0.0344879150390625,0.4159771800041199,0.9113012552261353,0.0001
10,1379,-99.94755,237,327680,301.0,90.61791229248047,90,-5.289695275388658,-0.002108035992034729,0.0035284078,245.28252427130937,0.2,0.0195098876953125,0.8026851266622543,0.9080372452735901,0.0001
11,1534,-106.437965,234,360448,301.0,158.0609588623047,100,-5.2750258524902165,-0.001875903967402337,0.0033660298,584.8565566897393,0.2,0.0216766357421875,0.7917289882898331,0.9010212421417236,0.0001
12,1689,-77.08185,232,393216,301.0,323.1207275390625,110,-5.250999625772238,-0.0032396799979323987,0.0049045947,321.2823201738298,0.2,0.0311065673828125,0.9000958502292633,0.8979057669639587,0.0001
13,1845,-82.12775,230,425984,301.0,150.39212036132812,120,-5.24076771279797,-0.0025043986665878037,0.0045077857,914.2336923912168,0.2,0.0310791015625,0.8122376948595047,0.8971478939056396,0.0001
14,2001,-48.683018,229,458752,301.0,226.8060760498047,130,-5.231109919864684,-0.0025939854560590447,0.00389265,404.5157888971269,0.2,0.032110595703125,0.9109906554222107,0.8958619832992554,0.0001
15,2159,-58.44896,227,491520,301.0,250.02133178710938,140,-5.211849755980074,-0.004252912545143772,0.0058984216,680.132148066163,0.2,0.05455322265625,0.8728980720043182,0.8884923458099365,0.0001
16,2316,-4.15479,226,524288,301.0,174.79051208496094,150,-5.192247753869742,-0.0035240147835793323,0.0055021457,369.8852198578417,0.2,0.0527496337890625,0.9116518720984459,0.8868104219436646,0.0001
17,2475,36.678867,225,557056,301.0,173.6703643798828,160,-5.1785784075036645,-0.0037766918144598095,0.0056456253,660.6694156900048,0.2,0.0543365478515625,0.8551904410123825,0.8816433548927307,0.0001
18,2635,91.73963,223,589824,301.0,136.32220458984375,170,-5.152381928497926,-0.004339356962782403,0.0055625853,369.05282011553646,0.2,0.0618927001953125,0.8969290778040886,0.8775407075881958,0.0001
19,2793,101.79108,222,622592,301.0,177.53082275390625,180,-5.124470807192847,-0.004626577859892222,0.006584924,356.3243351511657,0.2,0.065850830078125,0.883297398686409,0.8688568472862244,0.0001
20,2958,202.79868,221,655360,301.0,154.88104248046875,190,-5.076301196683199,-0.005122882265845874,0.0070000812,364.39176612347364,0.2,0.078143310546875,0.868482694029808,0.8583101034164429,0.0001
21,3118,260.5572,220,688128,301.0,153.16175842285156,200,-5.03741587549448,-0.004881682607810944,0.007343027,935.6329275988043,0.2,0.078851318359375,0.6814645528793335,0.8519014716148376,0.0001
22,3277,245.1481,219,720896,301.0,158.5167236328125,210,-5.006249660206959,-0.004299382947584718,0.00796224,1543.000941838324,0.2,0.088739013671875,0.5214314162731171,0.845458984375,0.0001
23,3436,223.46822,219,753664,301.0,146.3496856689453,220,-4.970281569007784,-0.004069988718754303,0.0071863304,891.3502386137843,0.2,0.079339599609375,0.6080209016799927,0.8375689387321472,0.0001
24,3595,295.6194,218,786432,301.0,110.76905059814453,230,-4.943959395727143,-0.0045051532178831625,0.007868641,310.0679416827858,0.2,0.0908782958984375,0.7852641642093658,0.832400381565094,0.0001
25,3755,391.88364,218,819200,301.0,216.9554443359375,240,-4.918573284335435,-0.0035198196456349253,0.0076953582,1172.960540508479,0.2,0.08912353515625,0.48914510011672974,0.8284282088279724,0.0001
26,3916,405.5996,217,851968,301.0,361.41766357421875,250,-4.8945652741473165,-0.0015267305773249973,0.0065416093,2860.5619242861867,0.2,0.0615234375,0.1898072361946106,0.8220794796943665,0.0001
27,4076,423.67422,217,884736,301.0,115.37818145751953,260,-4.853346917964518,0.0005639232495326496,0.006686649,2323.8763981044294,0.2,0.071722412109375,0.14288043975830078,0.8133644461631775,0.0001
28,4236,293.1195,216,917504,301.0,171.70445251464844,270,-4.819333980279043,5.687229474915512e-05,0.0077977646,2923.7577148392797,0.2,0.082183837890625,0.14151906967163086,0.8076193332672119,0.0001
29,4397,350.20493,216,950272,301.0,167.52987670898438,280,-4.790292730880902,-0.002363845732986647,0.0074217436,1498.5196389183402,0.2,0.07884521484375,0.3210899829864502,0.8015729784965515,0.0001
30,4557,378.99286,215,983040,301.0,310.18408203125,290,-4.762107020802796,-0.000801440671432374,0.0077547804,1011.2207198217511,0.2,0.0914642333984375,0.3999110460281372,0.7961812615394592,0.0001
31,4718,419.4952,215,1015808,301.0,154.93988037109375,300,-4.730817786650732,-0.0009155945308066294,0.008324655,1653.6690615981818,0.2,0.0847412109375,0.2880839705467224,0.7901677489280701,0.0001
