rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/n_updates,train/std,train/clip_range,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
1452.7347,374,32768,622.7209302325581,1,87,,,,,,,,,,,,,
2182.1218,381,65536,659.6551724137931,2,171,35361.674575805664,0.0016356797568732873,2480,0.39446234703063965,0.2,16096.4384765625,0.0347212553024292,-1.946781899780035,0.010448203,0.0001,0.0896759033203125,,
2861.5938,387,98304,693.72,3,253,38169.90892944336,0.0006473060184362112,2490,0.39435940980911255,0.2,11083.6005859375,0.16454780101776123,-1.9455783870071173,0.007572911,0.0001,0.0576385498046875,,
3024.776,389,131072,704.04,4,336,35448.02770690918,0.00037007741593697574,2500,0.3942992687225342,0.2,12645.6240234375,0.1690240502357483,-1.9446899753063918,0.008575221,0.0001,0.0684112548828125,,
3491.306,387,163840,748.66,5,422,38297.559558105466,-0.0006184881636727369,2510,0.3942812979221344,0.2,13036.48828125,0.1771855354309082,-1.9442467203363776,0.0066149184,0.0001,0.050634765625,,
4045.1218,386,196608,796.17,6,508,33553.5875366211,0.0004901820571831195,2520,0.3942883312702179,0.2,12113.69921875,0.31463897228240967,-1.944206377491355,0.0061727026,0.0001,0.0465057373046875,,
4637.205,386,229376,838.94,7,593,37963.52787475586,0.0011252905740548158,2530,0.3942077159881592,0.2,12347.291015625,0.276145875453949,-1.943906607851386,0.008104916,0.0001,0.0602783203125,,
4509.7524,387,262144,816.42,8,677,35075.021392822266,0.00017534868675284088,2540,0.39415889978408813,0.2,12407.73046875,0.3232184052467346,-1.9432175643742085,0.0070818607,0.0001,0.051263427734375,,
4497.6772,387,294912,805.44,9,761,38257.10102844238,0.00021091332200739998,2550,0.39403653144836426,0.2,14298.5771484375,0.3059746026992798,-1.9423784965649247,0.006494998,0.0001,0.0489288330078125,,
4751.341,384,327680,820.31,10,851,35306.62241516113,0.00016319484930136242,2560,0.39401382207870483,0.2,15478.9482421875,0.3696984648704529,-1.9415877869352698,0.0069892853,0.0001,0.0522247314453125,,
4969.641,382,360448,835.57,11,942,34009.76373596191,0.00031589660338795513,2570,0.3939743638038635,0.2,12998.9677734375,0.38770872354507446,-1.9412804435938598,0.0069937343,0.0001,0.05748291015625,,
5138.322,382,393216,843.01,12,1028,32075.77293395996,-0.0002481222134520067,2580,0.39387014508247375,0.2,12686.26171875,0.44435322284698486,-1.9405545396730304,0.005653384,0.0001,0.0419403076171875,,
5700.817,381,425984,877.53,13,1116,31141.96081390381,-0.0005658243797370232,2590,0.39381885528564453,0.2,10271.283203125,0.4346579909324646,-1.9397397950291633,0.00672275,0.0001,0.0593048095703125,,
5997.879,381,458752,876.32,14,1203,32773.937739562985,-0.00010542231575527694,2600,0.39370298385620117,0.2,13385.8583984375,0.5024912655353546,-1.9389289479702712,0.0058085667,0.0001,0.0453094482421875,,
6189.8364,380,491520,885.66,15,1292,33758.518087768556,9.577495911798906e-05,2610,0.3937070965766907,0.2,10923.3076171875,0.4679381847381592,-1.9383223606273532,0.0060607763,0.0001,0.0457275390625,,
6490.602,378,524288,918.09,16,1383,36312.46918334961,0.0007076499565300765,2620,0.39365148544311523,0.2,12503.4111328125,0.41597771644592285,-1.9380557158961893,0.0060357787,0.0001,0.0469512939453125,,
6968.3613,376,557056,953.23,17,1477,35121.259930419925,2.2933235959499144e-05,2630,0.3936493992805481,0.2,13177.923828125,0.45399075746536255,-1.9377534713596105,0.0063168467,0.0001,0.0479766845703125,,
7346.899,375,589824,965.4,18,1571,34856.218698120116,-0.0007492574284697184,2640,0.3935815691947937,0.2,11047.7763671875,0.47251713275909424,-1.9374805906787516,0.005847669,0.0001,0.0417999267578125,,
7506.605,374,622592,968.11,19,1663,37200.99646301269,-0.0003935498829378048,2650,0.3935735821723938,0.2,12913.7822265625,0.4636404514312744,-1.9370527466759087,0.006056275,0.0001,0.04544677734375,,
7970.1387,373,655360,1000.75,20,1756,31656.380264282227,-0.00013624345119751525,2660,0.39359167218208313,0.2,8814.1728515625,0.4936842918395996,-1.937182630226016,0.006251865,0.0001,0.040631103515625,,
8220.698,372,688128,1018.23,21,1846,32111.41942138672,0.00048302648392564154,2670,0.3935856223106384,0.2,11017.94140625,0.5071978867053986,-1.9371736193075777,0.0055247145,0.0001,0.0350830078125,,
8236.332,371,720896,1013.49,22,1942,33534.31860656738,-0.00044582655173144305,2680,0.393539160490036,0.2,12367.6083984375,0.47354745864868164,-1.936939638853073,0.0049972427,0.0001,0.029840087890625,,
