time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/loss,train/entropy_loss,train/std,train/approx_kl,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
1,385.475,39,414,1422.4014,16384,,,,,,,,,,,,,
2,356.13953488372096,105,311,942.8863,32768,2480,19059.53515625,-1.9474658101797104,0.3946007192134857,0.014797957,0.2,0.0003,0.13990478515625,0.006079242601117585,60164.996826171875,0.07235848903656006,,
3,375.07,166,294,949.50476,49152,2490,20022.716796875,-1.9474499717354774,0.3945959806442261,0.010454202,0.2,0.0003,0.093023681640625,0.000273156858747825,55848.4740234375,0.2315351963043213,,
4,380.89,227,288,915.92236,65536,2500,13922.7978515625,-1.9473374634981155,0.3945806920528412,0.007829465,0.2,0.0003,0.05673828125,0.00046250312152551487,46032.20847167969,0.3838927149772644,,
5,380.79,287,284,922.6646,81920,2510,15856.3330078125,-1.9469307988882065,0.39451169967651367,0.006949794,0.2,0.0003,0.050396728515625,0.00013490252677001991,51281.80812988281,0.31822293996810913,,
6,392.91,347,282,1215.45,98304,2520,14112.326171875,-1.946156272292137,0.3944297432899475,0.0070098178,0.2,0.0003,0.054736328125,0.0015591555915307254,44288.283203125,0.38843613862991333,,
7,407.86,407,281,1264.3182,114688,2530,12967.048828125,-1.9453021928668022,0.394351065158844,0.0066674594,0.2,0.0003,0.046307373046875,-0.0007953573251143098,43498.78168945313,0.43798863887786865,,
8,406.56,467,280,1228.7427,131072,2540,12060.353515625,-1.9445577278733253,0.3942725658416748,0.0066889534,0.2,0.0003,0.04278564453125,-0.000195214145060163,41668.835229492186,0.48388129472732544,,
9,399.97,527,279,1134.2196,147456,2550,15336.1015625,-1.9438597396016122,0.39423468708992004,0.007900884,0.2,0.0003,0.052374267578125,0.001272695760417264,44451.8853515625,0.5696980357170105,,
10,417.49,587,278,1329.8844,163840,2560,13368.1689453125,-1.9435868203639983,0.39421993494033813,0.007471285,0.2,0.0003,0.06190185546875,-0.0004776743349793833,50100.52036132813,0.5065745115280151,,
11,428.92,646,278,1465.8254,180224,2570,15025.8046875,-1.9432233780622483,0.39414724707603455,0.007544002,0.2,0.0003,0.05625,0.0006568360950041097,43338.76867675781,0.5989451110363007,,
12,438.08,706,278,1584.0643,196608,2580,12650.439453125,-1.942627227306366,0.39412182569503784,0.0051700193,0.2,0.0003,0.028125,-0.0005389724945416674,41420.71821289063,0.6278997659683228,,
13,465.36,766,277,1790.7651,212992,2590,11977.9765625,-1.9425212398171425,0.3941173851490021,0.007394937,0.2,0.0003,0.055548095703125,-0.00025434557028347626,40627.75864257813,0.6309366822242737,,
14,458.68,826,277,1772.0526,229376,2600,10766.2685546875,-1.9424593299627304,0.3941211402416229,0.005968875,0.2,0.0003,0.04437255859375,0.0004497679168707691,39762.16064453125,0.6768635809421539,,
15,477.87,887,276,1866.8894,245760,2610,11911.962890625,-1.9424564242362976,0.3941109776496887,0.0076661212,0.2,0.0003,0.044451904296875,0.0006746593979187309,38959.25307617187,0.6941091418266296,,
16,469.1,947,276,1886.452,262144,2620,12594.0615234375,-1.942207157611847,0.39406701922416687,0.007603298,0.2,0.0003,0.055731201171875,0.0004632167358067818,37929.711694335936,0.6755808889865875,,
17,473.96,1006,276,1872.4708,278528,2630,14718.4794921875,-1.9419637084007264,0.3940732181072235,0.0062529957,0.2,0.0003,0.035308837890625,-0.000508947586058639,43803.04641113281,0.7002927362918854,,
18,468.87,1065,276,1880.269,294912,2640,13375.9306640625,-1.9418442040681838,0.3940228521823883,0.005399579,0.2,0.0003,0.03055419921875,-2.283530357090058e-05,41384.391918945315,0.7117859721183777,,
19,489.62,1126,276,1981.4868,311296,2650,10807.2607421875,-1.9414158314466476,0.39400461316108704,0.0053255726,0.2,0.0003,0.04803466796875,-0.0006657959907897748,38076.53432617187,0.7363757491111755,,
20,507.97,1185,276,2249.3872,327680,2660,12180.8681640625,-1.9414117082953453,0.39402106404304504,0.0053204456,0.2,0.0003,0.033599853515625,-4.0169247949961576e-05,34467.05268554688,0.7861277610063553,,
21,512.42,1247,275,2406.156,344064,2670,11594.791015625,-1.9416356474161147,0.3940487205982208,0.007449234,0.2,0.0003,0.04466552734375,-0.0003629174541856628,38640.132641601565,0.7239602506160736,,
22,506.89,1307,275,2447.4622,360448,2680,10910.1923828125,-1.9418587684631348,0.3940637707710266,0.0047449935,0.2,0.0003,0.02926025390625,0.0004046478497912176,38403.99890136719,0.6860805153846741,,
23,513.16,1367,275,2523.2083,376832,2690,10003.349609375,-1.9418147012591362,0.3940224349498749,0.0057822373,0.2,0.0003,0.03682861328125,-0.00018103441107086837,31636.45749511719,0.7661377042531967,,
24,527.5,1427,275,2722.0845,393216,2700,11490.767578125,-1.9416352808475494,0.3940543234348297,0.0060370276,0.2,0.0003,0.037213134765625,-0.0003605922778660897,38937.14223632812,0.7193616330623627,,
