rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
882.1428571428571,32768,1,369,88,2796.308,,,,,,,,,,,,,
866.3538461538461,65536,2,372,176,2459.3445,-1.8685226677916943e-06,0.3946154713630676,0.056939697265625,0.10612857341766357,0.2,0.0001,19822.2734375,0.0071605816,44966.62954711914,2480,-1.9475869342684746,,
903.42,98304,3,372,264,3019.355,0.0015500096371397376,0.39462098479270935,0.0680633544921875,0.14052826166152954,0.2,0.0001,20628.6015625,0.00836241,45182.64934082031,2490,-1.947692696005106,,
908.45,131072,4,370,353,3095.0576,0.0009228556002199185,0.3945661187171936,0.049346923828125,0.16109579801559448,0.2,0.0001,20976.71875,0.0070312405,45420.37522583008,2500,-1.9474485874176026,,
936.45,163840,5,366,447,3519.9026,0.0012812237822799944,0.39449891448020935,0.053717041015625,0.1862439513206482,0.2,0.0001,15266.5244140625,0.0075868014,43992.54419555664,2510,-1.9468294393271208,,
971.95,196608,6,364,538,3833.1943,-0.0006312346093181986,0.39446210861206055,0.03653564453125,0.29675018787384033,0.2,0.0001,17913.6875,0.006178053,44367.992846679685,2520,-1.9462743870913983,,
970.29,229376,7,363,630,4159.6714,-0.0004744674177345587,0.39442020654678345,0.0425445556640625,0.27816420793533325,0.2,0.0001,17214.83203125,0.006111635,45995.77280883789,2530,-1.9458214499056339,,
925.21,262144,8,362,723,4044.2698,-0.0007268989975273144,0.3943975567817688,0.0331298828125,0.3006892204284668,0.2,0.0001,21119.83984375,0.005143273,46256.89319458008,2540,-1.945478992164135,,
943.52,294912,9,361,816,4575.5923,0.0010720878261054167,0.3943480849266052,0.0331207275390625,0.32436174154281616,0.2,0.0001,17744.140625,0.0051708347,44196.83604736328,2550,-1.9451331600546837,,
988.83,327680,10,359,912,5212.1704,-0.0012748459012073,0.39432021975517273,0.0319305419921875,0.3344285488128662,0.2,0.0001,19500.70703125,0.005350409,43881.12963256836,2560,-1.944746609404683,,
1052.04,360448,11,357,1007,6292.882,0.0011915688126464374,0.39428311586380005,0.0484527587890625,0.3565862774848938,0.2,0.0001,18814.111328125,0.0063830656,45133.69594726562,2570,-1.944430223107338,,
1051.38,393216,12,357,1099,6616.951,2.6282430917490272e-05,0.39426669478416443,0.0304656982421875,0.45097285509109497,0.2,0.0001,15312.5,0.005409606,42688.149578857425,2580,-1.9440903961658478,,
1043.59,425984,13,356,1195,6344.834,0.0006796260677219834,0.39423513412475586,0.0356719970703125,0.37963324785232544,0.2,0.0001,20196.56640625,0.0054120505,44815.81536254883,2590,-1.9438511613756417,,
994.81,458752,14,354,1293,5932.4175,0.00011736495289369487,0.3942193388938904,0.033782958984375,0.30581456422805786,0.2,0.0001,18061.64453125,0.0055922577,43285.31712036133,2600,-1.9435995727777482,,
1012.13,491520,15,352,1394,6299.3594,-0.000876270180742722,0.39421209692955017,0.0462554931640625,0.41350096464157104,0.2,0.0001,16721.177734375,0.006452739,42076.759783935544,2610,-1.943495187535882,,
1042.51,524288,16,351,1490,7103.3745,0.0004520133705227636,0.39414167404174805,0.036651611328125,0.3688122034072876,0.2,0.0001,19077.75390625,0.0058152424,45949.65364990234,2620,-1.9431181274354459,,
1049.09,557056,17,351,1584,7251.3765,0.0002756106943706982,0.39406388998031616,0.0422576904296875,0.42641502618789673,0.2,0.0001,15723.88671875,0.0058517684,43283.214520263675,2630,-1.9423940423876047,,
999.39,589824,18,351,1677,6812.6265,9.472807869315148e-06,0.3940444588661194,0.0337615966796875,0.39595121145248413,0.2,0.0001,16949.287109375,0.0051336954,44875.924969482425,2640,-1.941828430444002,,
983.12,622592,19,351,1771,6603.4346,-0.0007417489112413022,0.39397871494293213,0.03084716796875,0.35453057289123535,0.2,0.0001,17384.046875,0.005456901,49184.703393554686,2650,-1.94141939394176,,
