rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
921.0,32768,344,3502.6733,1,95,,,,,,,,,,,,,
904.6825396825396,65536,354,3163.5593,2,184,20407.779296875,-1.9470697075128556,0.0001,0.0565144419670105,0.39452022314071655,0.009050921,2480,0.0869842529296875,43130.1548828125,0.2,0.002218400957281119,,
912.4795918367347,98304,353,3296.7542,3,277,14554.0419921875,-1.9459741163998843,0.0001,0.15576845407485962,0.3943498134613037,0.007157962,2490,0.0500518798828125,41575.11573181152,0.2,0.00014691385986225213,,
918.5,131072,342,3426.6965,4,382,18018.60546875,-1.9451093584299088,0.0001,0.15564250946044922,0.39436641335487366,0.008442603,2500,0.07113037109375,42170.015115356444,0.2,0.0008860055961122271,,
949.66,163840,335,3886.6877,5,488,17397.21875,-1.94507079962641,0.0001,0.19091415405273438,0.39432474970817566,0.006782388,2510,0.0508880615234375,43550.16950378418,0.2,0.0003947738598071737,,
970.3,196608,332,4137.4424,6,591,14353.853515625,-1.9442906184121966,0.0001,0.25480103492736816,0.3942040205001831,0.006824159,2520,0.0543792724609375,39059.9423034668,0.2,0.00047375059912155846,,
991.81,229376,330,4084.3826,7,693,14451.8515625,-1.9434632511809469,0.0001,0.3223593831062317,0.39416933059692383,0.006494236,2530,0.050872802734375,36565.18491821289,0.2,0.00026490337222639937,,
998.13,262144,332,3982.961,8,788,12726.7646484375,-1.9426514713093639,0.0001,0.2981641888618469,0.39403921365737915,0.006572551,2540,0.0517333984375,35844.748803710936,0.2,0.000438620787281252,,
1054.08,294912,332,4606.4927,9,888,13187.28125,-1.9418343255296349,0.0001,0.3603838086128235,0.394012451171875,0.006347797,2550,0.044873046875,38018.8994140625,0.2,0.0007423228929837933,,
1053.04,327680,331,5310.699,10,987,14321.73046875,-1.9415464285761117,0.0001,0.3114822506904602,0.3939773440361023,0.0067118946,2560,0.0484771728515625,35312.00692138672,0.2,0.00076695454736182,,
1022.1,360448,332,5096.824,11,1083,15867.083984375,-1.9410212686285377,0.0001,0.36673182249069214,0.39390096068382263,0.0047549885,2570,0.02728271484375,39508.29373474121,0.2,-0.0003039363688003505,,
968.55,393216,334,4929.2573,12,1177,13567.0947265625,-1.9400382889434695,0.0001,0.3337785005569458,0.3937872648239136,0.0054559414,2580,0.0357574462890625,38845.36808166504,0.2,-0.0014586706871341447,,
992.94,425984,333,5250.6455,13,1277,13797.1025390625,-1.9393003253266214,0.0001,0.3459024429321289,0.39376166462898254,0.0056049386,2590,0.0404510498046875,39629.758169555666,0.2,0.0004312827579269651,,
1037.57,458752,333,6102.583,14,1376,12749.978515625,-1.9390184747055172,0.0001,0.4303009510040283,0.39374393224716187,0.0066697984,2600,0.05203857421875,33691.98846435547,0.2,0.001800221568919369,,
1097.48,491520,333,7060.5215,15,1474,10184.7724609375,-1.938584341853857,0.0001,0.3566293716430664,0.3936798870563507,0.0061360793,2610,0.0430877685546875,34512.64978027344,0.2,-0.0003954840987717034,,
1104.87,524288,333,7234.7783,16,1572,11619.0107421875,-1.938009518943727,0.0001,0.42153286933898926,0.39363980293273926,0.0047047734,2620,0.0307861328125,35138.95054321289,0.2,-0.0004645662462280598,,
1071.78,557056,333,7133.4976,17,1671,14589.3447265625,-1.9374501880258321,0.0001,0.4318239092826843,0.39357781410217285,0.0056069545,2630,0.0408111572265625,37664.20458374023,0.2,-0.0006413698629330611,,
1089.4,589824,332,7210.955,18,1774,12778.708984375,-1.9370938893407583,0.0001,0.463104248046875,0.39357516169548035,0.0052895737,2640,0.0332733154296875,36471.20461730957,0.2,-0.0007568146327685099,,
1084.89,622592,332,7413.529,19,1872,13895.34765625,-1.9370754338800906,0.0001,0.5349363088607788,0.39357852935791016,0.0050853854,2650,0.0318023681640625,34032.48278198242,0.2,-0.0004051569772855146,,
1073.13,655360,332,7549.248,20,1970,16635.9453125,-1.937076197192073,0.0001,0.4342690706253052,0.39356493949890137,0.005502376,2660,0.03707275390625,40243.36657409668,0.2,-0.00041134873899864035,,
1077.82,688128,332,8021.3145,21,2068,15484.8115234375,-1.9368305211886763,0.0001,0.48548978567123413,0.39353147149086,0.00490736,2670,0.0299774169921875,40073.99675598145,0.2,0.00012772734989994206,,
1077.35,720896,332,8090.358,22,2169,11322.69921875,-1.9366205247119068,0.0001,0.5323827266693115,0.39352402091026306,0.004303504,2680,0.021966552734375,34421.59581298828,0.2,-8.372631054953672e-05,,
1105.49,753664,331,8601.305,23,2272,12226.8349609375,-1.9364017445594073,0.0001,0.4623146653175354,0.393484890460968,0.0059160865,2690,0.04193115234375,38004.36608276367,0.2,0.0005624480032565771,,
1073.39,786432,331,8321.466,24,2373,12939.1669921875,-1.9358105555176734,0.0001,0.4259665012359619,0.39340686798095703,0.005645779,2700,0.037078857421875,39469.13644104004,0.2,0.0003684773764689453,,
1046.17,819200,331,8162.576,25,2472,12404.8828125,-1.9352438932284712,0.0001,0.5069663524627686,0.39336925745010376,0.00515073,2710,0.0341644287109375,37917.279989624025,0.2,0.00035254759532108435,,
1031.44,851968,331,8143.674,26,2570,17330.904296875,-1.9349556488916277,0.0001,0.49948209524154663,0.3933538794517517,0.005883117,2720,0.041571044921875,42272.45060119629,0.2,0.000324252466816688,,
1070.26,884736,331,8862.23,27,2670,17172.16015625,-1.9345192570239305,0.0001,0.49865543842315674,0.3932849168777466,0.0054449583,2730,0.0372833251953125,40767.79805297851,0.2,1.666995412961114e-05,,
1097.26,917504,331,8805.122,28,2768,19478.705078125,-1.9340014884248375,0.0001,0.46888720989227295,0.3932560086250305,0.005443108,2740,0.0428985595703125,39136.89378967285,0.2,0.0005295916023897007,,
1100.97,950272,331,8880.763,29,2867,14334.7724609375,-1.9336488476023077,0.0001,0.4365113377571106,0.3932139575481415,0.00528166,2750,0.036297607421875,42172.43348388672,0.2,0.0001728811166685773,,
1093.5,983040,331,8875.914,30,2969,16147.193359375,-1.9332608710974455,0.0001,0.5222460627555847,0.3931812644004822,0.004449389,2760,0.027056884765625,40905.534158325194,0.2,0.0008221533153118799,,
1068.0,1015808,331,8773.602,31,3068,14547.4951171875,-1.932699571363628,0.0001,0.4945131540298462,0.39310774207115173,0.0056642927,2770,0.03685302734375,37668.46188049317,0.2,0.00011318851866235491,,
1047.91,1048576,330,8563.512,32,3168,17720.416015625,-1.9321586726233364,0.0001,0.5035126805305481,0.3930932879447937,0.005436006,2780,0.03460693359375,43128.770135498045,0.2,0.00039203135384013876,,
1035.32,1081344,330,8264.447,33,3268,12224.0595703125,-1.9315278567373753,0.0001,0.5123861134052277,0.392974853515625,0.006489426,2790,0.047711181640625,43167.23063659668,0.2,0.00022396937529265415,,
1012.97,1114112,330,8015.692,34,3369,11762.9208984375,-1.930650516040623,0.0001,0.5078218877315521,0.39292848110198975,0.004608335,2800,0.029681396484375,37729.770040893556,0.2,0.0005276959767797962,,
1041.78,1146880,330,8464.942,35,3468,15893.8896484375,-1.9301213482394814,0.0001,0.4404489994049072,0.3928719758987427,0.005374591,2810,0.03775634765625,42469.53290710449,0.2,0.00018080317749991082,,
1071.42,1179648,330,8971.708,36,3567,17929.39453125,-1.929613145440817,0.0001,0.5089916884899139,0.39282917976379395,0.0047882325,2820,0.034210205078125,39108.1680480957,0.2,0.0005543328075873433,,
1078.34,1212416,330,9150.859,37,3669,12637.50390625,-1.9289312276989221,0.0001,0.5246678292751312,0.392740935087204,0.005533153,2830,0.03448486328125,39518.707498168944,0.2,3.9333014501607974e-05,,
1068.54,1245184,329,9184.08,38,3773,11505.8330078125,-1.9284623282030224,0.0001,0.48719102144241333,0.39273667335510254,0.005467329,2840,0.03436279296875,40865.79819335938,0.2,0.0002558211803261656,,
1080.25,1277952,329,9233.287,39,3873,15641.5341796875,-1.9280635992065072,0.0001,0.5051138997077942,0.392654687166214,0.0057434905,2850,0.0408599853515625,39906.605792236325,0.2,0.00011345284910930786,,
