time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
296,301.0,179.7837,8192,27,1,,,,,,,,,,,,,
300,301.0,249.75862,16384,54,2,4421.082446289062,10,0.009520273,0.22308349609375,0.9991755485534668,4663.5283203125,0.002178349818859715,0.2,0.001,1.049041748046875e-05,-5.669539111852646,,
300,301.0,323.72638,24576,81,3,8494.782791137695,20,0.004586946,0.040625,0.9992023706436157,3968.264404296875,-0.0027744712147978134,0.2,0.001,0.017570137977600098,-5.671623170375824,,
301,301.0,420.69073,32768,108,4,16882.828079223633,30,0.003077243,0.0150390625,0.999183177947998,12855.3330078125,-0.002495707721755025,0.2,0.001,0.03712671995162964,-5.672249805927277,,
301,301.0,487.678,40960,135,5,15677.29868774414,40,0.004857786,0.0324951171875,0.9989112615585327,5740.07958984375,-0.003206129370664712,0.2,0.001,0.07615679502487183,-5.671245744824409,,
301,301.0,532.01306,49152,162,6,11506.791641235352,50,0.0029920784,0.00235595703125,0.9986976981163025,5295.0546875,-0.0013711609426536597,0.2,0.001,0.10119211673736572,-5.670127296447754,,
301,301.0,462.4137,57344,190,7,14643.962585449219,60,0.0024511917,0.00970458984375,0.9982019662857056,4955.3203125,-0.0015189948870101943,0.2,0.001,0.11114931106567383,-5.669120422005653,,
301,301.0,485.19867,65536,217,8,9472.37582092285,70,0.005646117,0.025634765625,0.9968224763870239,7069.67431640625,-0.0021997648022079376,0.2,0.001,0.1871507167816162,-5.6659590899944305,,
301,301.0,554.40106,73728,244,9,17038.18247680664,80,0.00947311,0.06854248046875,0.996737003326416,4277.595703125,0.0005513490788871423,0.2,0.001,0.13841986656188965,-5.662006932497024,,
301,301.0,596.53705,81920,271,10,15240.675964355469,90,0.0014173801,0.02486572265625,0.996213436126709,4199.68896484375,-0.0005957995337666944,0.2,0.001,0.1420690417289734,-5.661049869656563,,
301,301.0,660.2918,90112,298,11,16488.52751464844,100,0.0012672782,0.0083251953125,0.9957510232925415,6588.734375,0.0006018936677719466,0.2,0.001,0.164678156375885,-5.658870747685432,,
