time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_range,train/explained_variance,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/std,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
1,506,32768,64,-67.066475,301.0,,,,,,,,,,,,,
2,515,65536,127,-118.13766,301.0,0.2,8.046627044677734e-06,0.0046808235,2256.918875128031,48.209716796875,10,-5.666058701276779,0.001,0.009298061019035232,0.9944405555725098,0.235968017578125,,
3,523,98304,187,93.96896,301.0,0.2,0.060180723667144775,0.005958132,613.5229267925024,28.142995834350586,20,-5.6402258284389974,0.001,-0.00506332487493637,0.9871895909309387,0.0540130615234375,,
4,527,131072,248,66.08964,301.0,0.2,0.021514713764190674,0.0042868936,2669.897063499689,1023.3365478515625,30,-5.626576641947031,0.001,-0.0008297222033434082,0.9884425401687622,0.01884765625,,
5,529,163840,309,112.7546,301.0,0.2,0.02228677272796631,0.0055103377,1537.2271140813828,406.8831481933594,40,-5.611983107030392,0.001,-0.002439020545898529,0.9781184196472168,0.0396514892578125,,
6,531,196608,369,97.76795,301.0,0.2,-0.0182952880859375,0.0049810614,1576.3146638691426,491.5198974609375,50,-5.580621815845371,0.001,-0.0010570532302153878,0.9741420745849609,0.0358856201171875,,
7,532,229376,430,202.87646,300.75,0.2,0.005985081195831299,0.006075541,1260.7648013830185,36.912864685058594,60,-5.577882340550422,0.001,-0.0015823750152776483,0.978043258190155,0.0523956298828125,,
8,532,262144,492,350.89624,301.0,0.2,0.011483609676361084,0.0069800364,2545.508576154709,179.2056884765625,70,-5.58675446100533,0.001,-0.0012406434878357686,0.9757400155067444,0.073333740234375,,
9,533,294912,552,358.14978,301.0,0.2,-0.050153493881225586,0.005783057,3102.408684015274,506.23321533203125,80,-5.565987532958388,0.001,-0.0012764894614520016,0.9683736562728882,0.0366363525390625,,
10,534,327680,613,320.26407,301.0,0.2,-0.05709242820739746,0.008972267,2207.5979550004004,1208.9698486328125,90,-5.535881133377552,0.001,-0.0005894594127312302,0.967873215675354,0.0702392578125,,
11,535,360448,673,326.51526,301.0,0.2,-0.039568543434143066,0.007914876,2455.2619837760926,8050.60498046875,100,-5.527795446291566,0.001,-0.0011525939842613297,0.9618041515350342,0.0650177001953125,,
12,534,393216,735,381.71848,301.0,0.2,0.0077176690101623535,0.009667747,1876.8118696928025,923.2872924804688,110,-5.499081127718091,0.001,-0.0015095686652784935,0.9567058086395264,0.0849700927734375,,
13,535,425984,795,597.01904,301.0,0.2,-0.050188422203063965,0.009829316,2277.7249522209167,2325.0888671875,120,-5.476500346511602,0.001,1.2895498548459727e-05,0.9487060308456421,0.118865966796875,,
14,535,458752,857,548.34204,301.0,0.2,0.035786569118499756,0.010214593,4660.356475925446,309.4475402832031,130,-5.45645604878664,0.001,0.0009950747014954686,0.9440855383872986,0.10889892578125,,
15,535,491520,917,496.2388,300.71,0.2,0.006965160369873047,0.011603478,3883.01474237442,537.6488037109375,140,-5.43486801199615,0.001,0.0009149757654085989,0.9400522708892822,0.12974853515625,,
16,535,524288,979,532.2677,301.0,0.2,-0.06772828102111816,0.011439428,4786.293757510185,1557.4327392578125,150,-5.426679151877761,0.001,0.0007100774852005998,0.9375970959663391,0.1342926025390625,,
17,535,557056,1039,609.13556,301.0,0.2,0.0807303786277771,0.012230587,3379.7443500041963,664.5551147460938,160,-5.3935111302882435,0.001,-6.990721431066049e-05,0.9288967847824097,0.1508636474609375,,
18,536,589824,1099,639.6696,301.0,0.2,0.07058823108673096,0.012877775,3966.313018345833,1886.90234375,170,-5.359513868391514,0.001,0.0005929670434852597,0.9225784540176392,0.152691650390625,,
