Episode,Reward
1,-681.9066
2,-2752.9075
3,-605.41656
4,-1621.3573
5,-582.6996
6,-427.27954
7,-715.3409
8,-540.87805
9,-12872.432
10,-404.80634
11,-18808.045
12,-18852.305
13,-20845.582
14,-492.381
15,574.3964
16,-422.5157
17,-2777.701
18,-691.9491
19,-565.44073
20,-616.5885
21,-2644.0955
22,-11876.905
23,-709.98175
24,-426.98425
25,-545.43695
26,-406.0673
27,-19856.916
28,-17817.71
29,-20851.162
30,-484.08957
31,-460.63876
32,-419.46753
33,-683.70447
34,-2788.5186
35,-576.8115
36,-2642.4646
37,-624.4314
38,-11887.366
39,-708.64667
40,-536.5581
41,-430.50858
42,-399.37204
43,-19863.633
44,-17817.527
45,-21855.28
46,-473.26105
47,-461.25586
48,-419.62244
49,-2780.8247
50,-690.75146
51,-575.6399
52,-2642.48
53,-12885.552
54,-623.07385
55,-696.19073
56,-533.26917
57,-428.9276
58,-405.41733
59,-19856.445
60,-17816.441
61,-20846.994
62,-478.0159
63,-462.54984
64,-417.6953
65,-2789.3694
66,-679.017
67,-572.1318
68,-2643.5757
69,-11885.65
70,-613.1805
71,-705.97406
72,-535.3135
73,-420.30008
74,-405.16525
75,-18854.86
76,-18818.152
77,-20855.314
78,-488.78616
79,-462.38867
80,-419.3665
81,-2780.9236
82,-682.0206
83,-572.7642
84,-2643.424
85,-12876.696
86,-708.29004
87,-625.835
88,-535.86835
89,-428.9968
90,-396.70566
91,-18844.281
92,-20844.588
93,-17816.693
94,-476.48923
95,-462.78296
96,-409.81815
97,-427.82883
98,-405.26642
99,-17818.674
100,-460.60236
