time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,569,57,-227.28545,,,,,,,,,,,
2,301.0,65536,361,181,-141.86343,0.2,1e-05,0.12669677734375,10,0.008752191,91.61645742580295,0.9975776672363281,-0.013388484921779308,-5.669809444248676,47.177947998046875,-0.00048601627349853516
3,301.0,98304,322,304,-15.244852,0.2,1e-05,0.1307464599609375,20,0.009204412,89.65684492513537,0.9952738285064697,-0.015381442071247874,-5.662060074601323,50.35057067871094,0.1127428412437439
4,301.0,131072,306,427,131.13487,0.2,1e-05,0.1589935302734375,30,0.010660561,108.2630662381649,0.9924524426460266,-0.01839304976629137,-5.651267648488283,58.444820404052734,0.3391542434692383
5,301.0,163840,297,550,184.75967,0.2,1e-05,0.1425567626953125,40,0.009986069,1214.0864741697908,0.9893468022346497,-0.013431609488850426,-5.639097830932587,67.51414489746094,0.126400887966156
6,301.0,196608,291,673,139.00195,0.2,1e-05,0.0976318359375,50,0.007933235,2979.8079083144667,0.9861433506011963,-0.007437390906579822,-5.626520314719528,103.45403289794922,0.05177628993988037
7,301.0,229376,287,797,102.68247,0.2,1e-05,0.079351806640625,60,0.0072914492,2779.384368631244,0.9824126362800598,-0.0062153838618996815,-5.611660327017307,351.9600830078125,0.014617085456848145
8,301.0,262144,284,920,23.269524,0.2,1e-05,0.0540740966796875,70,0.0055789296,1432.222244131565,0.9794710874557495,-0.005202608495483219,-5.597686621081084,158.63180541992188,-0.0006216764450073242
9,301.0,294912,282,1043,-45.41819,0.2,1e-05,0.0312164306640625,80,0.0044343816,1263.0290661811828,0.9762969017028809,-0.0030890261783042662,-5.585484458506107,146.27098083496094,-0.0054514408111572266
10,301.0,327680,280,1166,-78.829865,0.2,1e-05,0.0272979736328125,90,0.004186879,476.3758665204048,0.9743645191192627,-0.00277392026000598,-5.575883644632995,282.63665771484375,0.14101141691207886
11,301.0,360448,279,1289,-124.36189,0.2,1e-05,0.0095458984375,100,0.0030442486,808.5101538747549,0.9735302329063416,-0.001132610173726789,-5.570158142596483,182.96031188964844,0.17183011770248413
12,301.0,393216,278,1412,-153.09381,0.2,1e-05,0.018499755859375,110,0.0036488147,1064.0663594126702,0.9723695516586304,-0.0020841724353431344,-5.566278104111552,165.26571655273438,0.29065829515457153
13,301.0,425984,277,1535,-160.34346,0.2,1e-05,0.013507080078125,120,0.0038898757,706.6298647791148,0.9715369939804077,-0.0010714153859225917,-5.5622660768218335,168.09918212890625,0.5918715298175812
14,301.0,458752,276,1661,-159.60046,0.2,1e-05,0.0107635498046875,130,0.0029417402,722.8976931035519,0.9715811014175415,-0.0011674659810068989,-5.560385540407151,186.40069580078125,0.7294136881828308
15,301.0,491520,275,1786,-70.30349,0.2,1e-05,0.009075927734375,140,0.0031868694,1197.8386081755161,0.9704891443252563,-0.0008699493103904388,-5.558142927754671,179.93959045410156,0.7283346056938171
16,301.0,524288,274,1910,-56.20536,0.2,1e-05,0.0137908935546875,150,0.003684932,997.6422514855861,0.9705418944358826,-0.0014790981926125824,-5.555819177627564,192.7001495361328,0.7911283522844315
17,301.0,557056,273,2036,-10.534785,0.2,1e-05,0.024822998046875,160,0.0040987357,435.4881065160036,0.9688527584075928,-0.0020911362037622895,-5.552657372970134,270.9294738769531,0.896217368543148
18,301.0,589824,272,2162,25.290596,0.2,1e-05,0.0274444580078125,170,0.0044640508,461.0594358175993,0.9671190977096558,-0.002692157167439291,-5.545917442440986,199.2379913330078,0.878146231174469
19,301.0,622592,272,2288,44.987984,0.2,1e-05,0.01639404296875,180,0.0040107924,931.2191079139709,0.9668480157852173,-0.001655754915873331,-5.541469908598811,199.00881958007812,0.777971163392067
20,301.0,655360,271,2412,64.10962,0.2,1e-05,0.019281005859375,190,0.0038097817,1819.9708816558123,0.9677852988243103,-0.0013061206353995659,-5.542736719362438,285.3666076660156,0.6431213915348053
21,301.0,688128,271,2536,68.57074,0.2,1e-05,0.0244171142578125,200,0.003974145,978.5041796624661,0.9669182300567627,-0.002414131701448241,-5.543015950825065,166.12130737304688,0.7300885021686554
22,301.0,720896,270,2661,108.43979,0.2,1e-05,0.018402099609375,210,0.0035891612,965.4777671337127,0.9649958610534668,-0.0017422979429397856,-5.536899192631244,281.5552978515625,0.7014096081256866
23,301.0,753664,270,2785,152.72647,0.2,1e-05,0.0173614501953125,220,0.0035621347,370.9415442556143,0.9641573429107666,-0.0016117294293508167,-5.531140057556331,182.08843994140625,0.8368525207042694
24,301.0,786432,270,2910,85.04991,0.2,1e-05,0.0188140869140625,230,0.003940534,1740.4191946774722,0.9631215333938599,-0.0012258647756198116,-5.5274746851064265,248.1311798095703,0.5307716429233551
25,301.0,819200,269,3035,167.6277,0.2,1e-05,0.01907958984375,240,0.003624983,945.5410658061504,0.9628496170043945,-0.001410078270851045,-5.524434403609485,183.80189514160156,0.6290441453456879
26,301.0,851968,269,3160,133.98616,0.2,1e-05,0.0375640869140625,250,0.0051648403,1196.3800108879805,0.9615092873573303,-0.003536185322718666,-5.521256197430193,174.69920349121094,0.5368692874908447
27,301.0,884736,269,3284,151.95457,0.2,1e-05,0.0210174560546875,260,0.00450749,1203.3823477208614,0.9606384038925171,-0.0015499970031214616,-5.5166752838529645,155.19403076171875,0.524655669927597
28,301.0,917504,269,3410,172.78099,0.2,1e-05,0.0150054931640625,270,0.0038066518,1261.1264966905117,0.9599015116691589,-0.0011439409709510073,-5.512994118127972,189.9316864013672,0.48701584339141846
29,301.0,950272,268,3535,134.01315,0.2,1e-05,0.0263916015625,280,0.004212486,1485.4691409111024,0.9590453505516052,-0.0019534938849574248,-5.509677454829216,203.0742950439453,0.4574461579322815
