time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/std,train/value_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
326,100,32768,1,324.8478260869565,3829.5632,,,,,,,,,,,,,
241,270,65536,2,296.46,3251.096,17438.9296875,0.39443665742874146,63007.11094722748,0.28142231702804565,0.0001,0.2,0.004191945321986168,0.015925663,2480,-1.946584555436857,0.174053955078125,,
222,441,98304,3,302.56,3266.9,28782.931640625,0.3941901922225952,59270.25922031402,0.4519954323768616,0.0001,0.2,0.0026074800804508414,0.012925875,2490,-1.944657106907107,0.136749267578125,,
214,611,131072,4,312.62,3722.792,30840.697265625,0.3940977156162262,56007.83216590881,0.5911820828914642,0.0001,0.2,0.0018898774595527356,0.010996679,2500,-1.942925500147976,0.1141204833984375,,
209,781,163840,5,329.14,4352.758,18711.576171875,0.39393743872642517,52950.24516649246,0.6409325897693634,0.0001,0.2,0.0008812608100242869,0.0095381765,2510,-1.941667029587552,0.09683837890625,,
206,950,196608,6,341.4,4888.8,10897.181640625,0.3939438462257385,47255.14291791916,0.6704882681369781,0.0001,0.2,0.001361604332009847,0.010418561,2520,-1.9407333756564185,0.1084930419921875,,
204,1121,229376,7,348.44,5215.1,11751.7724609375,0.39384278655052185,47099.1833313942,0.6740847826004028,0.0001,0.2,0.0010135547638128628,0.009250723,2530,-1.9402177314972504,0.085894775390625,,
202,1293,262144,8,358.32,5587.0,8361.5361328125,0.39381760358810425,45798.025276756285,0.7488694787025452,0.0001,0.2,0.0011737735231463376,0.011012825,2540,-1.9395245051244274,0.116064453125,,
201,1462,294912,9,366.36,6134.1,37849.15625,0.39375069737434387,40912.016546535495,0.7488946914672852,0.0001,0.2,0.0011149705705065572,0.009278528,2550,-1.939214748260565,0.0895904541015625,,
200,1634,327680,10,349.82,5801.6,15699.6416015625,0.39366570115089417,43868.31020469665,0.772480696439743,0.0001,0.2,0.0013896103046135977,0.007942556,2560,-1.938496103999205,0.071514892578125,,
199,1806,360448,11,345.85,5640.1987,8592.64453125,0.3935708999633789,43843.37401742935,0.7872024327516556,0.0001,0.2,0.0011602317267261242,0.009242678,2570,-1.9375823789043352,0.08624267578125,,
198,1977,393216,12,363.42,6048.9,9518.060546875,0.3934266269207001,45055.15806512833,0.757213905453682,0.0001,0.2,0.0017726074024722038,0.008904825,2580,-1.9363960888236762,0.0814483642578125,,
198,2148,425984,13,345.58,6034.7,30118.26953125,0.3932645618915558,46812.962755012515,0.7742209583520889,0.0001,0.2,0.00162661791246137,0.008406031,2590,-1.934876410709694,0.071514892578125,,
197,2320,458752,14,371.12,6513.9,39107.34765625,0.39311516284942627,50152.11120576858,0.753025695681572,0.0001,0.2,-0.00011439565405453322,0.00835469,2600,-1.9332647456554697,0.078363037109375,,
197,2491,491520,15,357.2,6296.8,28702.115234375,0.393050879240036,39560.809385681154,0.7767248153686523,0.0001,0.2,0.0006452373237607389,0.008491773,2610,-1.932073264545761,0.0829376220703125,,
196,2664,524288,16,373.62,6605.8,9920.2001953125,0.39296096563339233,44197.832921695706,0.7760581374168396,0.0001,0.2,0.0014244095582171211,0.007946517,2620,-1.9312964729499071,0.07239990234375,,
196,2837,557056,17,386.72,6836.8,7287.1083984375,0.3929404020309448,40642.62356834412,0.8111103177070618,0.0001,0.2,0.001942949360068269,0.008061044,2630,-1.930807289853692,0.072882080078125,,
195,3011,589824,18,395.4,6786.7,6193.19091796875,0.3929067850112915,35302.158713436125,0.8297146856784821,0.0001,0.2,0.0004913852804293128,0.0076198466,2640,-1.9305716214701534,0.0716094970703125,,
195,3186,622592,19,388.53,6742.4,5869.95947265625,0.39265021681785583,38628.27381057739,0.8305872976779938,0.0001,0.2,0.001966702755453298,0.00980905,2650,-1.929148591007106,0.0939697265625,,
195,3360,655360,20,378.48,6601.2,7232.5283203125,0.3924892842769623,31307.59775905609,0.8582895398139954,0.0001,0.2,0.0011024719810393436,0.00856493,2660,-1.9269363012630492,0.08497314453125,,
194,3533,688128,21,371.66,6486.0,4501.75146484375,0.39242419600486755,33157.42739877701,0.8505700677633286,0.0001,0.2,0.000969088451756761,0.0079307,2670,-1.9256045684684069,0.0724212646484375,,
194,3707,720896,22,383.94,6646.6,5729.01513671875,0.3923100531101227,46039.303676986696,0.8111102879047394,0.0001,0.2,0.0010341989268681574,0.0084266905,2680,-1.9247989231487737,0.0760223388671875,,
194,3879,753664,23,370.17,6808.6,9341.4140625,0.39214587211608887,39571.13614091873,0.8298174291849136,0.0001,0.2,0.0004388269071569084,0.008708898,2690,-1.9234336651396007,0.082196044921875,,
194,4053,786432,24,384.57,6865.2,4387.1982421875,0.39208951592445374,37311.29113368988,0.8268399089574814,0.0001,0.2,0.001122157613303898,0.008476019,2700,-1.922314638295211,0.07994384765625,,
193,4227,819200,25,369.1,6723.7,10067.484375,0.3919430375099182,35553.682903671266,0.8502437919378281,0.0001,0.2,0.0008785118998503094,0.008268811,2710,-1.9213216030271725,0.0805938720703125,,
193,4399,851968,26,361.93,6474.5,7051.87060546875,0.3918319642543793,40851.3266204834,0.8199730962514877,0.0001,0.2,0.0011289157622286438,0.0077202735,2720,-1.919785111444071,0.070550537109375,,
193,4574,884736,27,375.32,6760.7,16739.771484375,0.39168205857276917,40622.166067504884,0.799670472741127,0.0001,0.2,0.00011288223679457587,0.0075993026,2730,-1.9184370261151344,0.0674560546875,,
193,4751,917504,28,423.13,7860.6,10014.439453125,0.39142906665802,35279.57617263794,0.8293803632259369,0.0001,0.2,0.00026036520134766763,0.006612641,2740,-1.9164202576503158,0.056524658203125,,
192,4927,950272,29,398.4,7318.8,6232.05322265625,0.3912034332752228,33135.993174171446,0.8366640657186508,0.0001,0.2,0.0010235757652026223,0.006689136,2750,-1.9140149544924498,0.064227294921875,,
192,5101,983040,30,409.98,7625.0,11873.158203125,0.39110124111175537,41292.76895751953,0.8020094335079193,0.0001,0.2,0.0018876096163239708,0.008732248,2760,-1.9121827540453524,0.084197998046875,,
