time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_fraction,train/n_updates,eval/mean_ep_length,eval/mean_reward
123,1,4641.5366,264,870.2142857142857,32768,,,,,,,,,,,,,
259,2,5198.0874,252,919.2903225806451,65536,0.0001,0.06976687908172607,16802.5234375,47556.02624511719,-1.9474491447210311,0.2,0.008357157,0.0019306507012515795,0.39460134506225586,0.062054443359375,2480,,
385,3,4966.4746,254,920.0918367346939,98304,0.0001,0.17875903844833374,19825.5078125,49807.515380859375,-1.9475182846188546,0.2,0.005606697,-3.164443769492209e-05,0.39460477232933044,0.03148193359375,2490,,
505,4,5513.6455,259,958.89,131072,0.0001,0.30669325590133667,21289.572265625,45050.81912841797,-1.9472607746720314,0.2,0.005961816,0.0008889637771062553,0.3945385813713074,0.0455291748046875,2500,,
628,5,5687.7163,260,950.76,163840,0.0001,0.262056827545166,19625.322265625,44626.4583618164,-1.9468600928783417,0.2,0.0052335393,3.6057922261534256e-05,0.3945454955101013,0.0291351318359375,2510,,
750,6,6197.5864,261,962.73,196608,0.0001,0.26261794567108154,22216.95703125,47067.91469726562,-1.9468709908425808,0.2,0.005946597,-9.045732222148217e-05,0.39452746510505676,0.03179931640625,2520,,
877,7,6095.227,261,970.85,229376,0.0001,0.2946924567222595,19350.228515625,48487.377197265625,-1.9467937000095845,0.2,0.004878677,0.00027316085106576793,0.39452946186065674,0.0218536376953125,2530,,
999,8,6067.698,262,992.4,262144,0.0001,0.23851698637008667,40420.046875,117913.24323730469,-1.9466699056327343,0.2,0.0054256516,-0.0012036253094265704,0.394501268863678,0.024176025390625,2540,,
1122,9,6270.3867,262,1008.44,294912,0.0001,0.4125354290008545,16935.31640625,41739.08049316406,-1.946409320831299,0.2,0.0056850873,-0.00010064526722999289,0.39448457956314087,0.030523681640625,2550,,
1249,10,6965.44,262,1029.5,327680,0.0001,0.41671836376190186,17131.9921875,43009.104528808595,-1.94612088277936,0.2,0.004690958,8.4667975170305e-05,0.39444196224212646,0.0257537841796875,2560,,
1379,11,7747.38,261,1046.45,360448,0.0001,0.47846758365631104,16022.7119140625,43659.06092529297,-1.9457042790949344,0.2,0.0057624727,-2.488932623236906e-05,0.3944006860256195,0.0337615966796875,2570,,
1505,12,8500.785,261,1069.91,393216,0.0001,0.36837148666381836,16081.0341796875,45590.172839355466,-1.9452663332223892,0.2,0.0050365906,0.00022426588839152828,0.39435675740242004,0.02618408203125,2580,,
1633,13,8859.311,260,1066.46,425984,0.0001,0.3567619323730469,18618.126953125,46710.382983398435,-1.9449263505637646,0.2,0.0056317877,-0.0005447660114441533,0.39433804154396057,0.030267333984375,2590,,
1762,14,9128.305,260,1083.75,458752,0.0001,0.3974166512489319,17221.22265625,46006.68452148438,-1.9447365671396255,0.2,0.0058778487,-0.0004360258817541762,0.3943163752555847,0.041949462890625,2600,,
1892,15,9959.039,259,1140.11,491520,0.0001,0.6037106513977051,16743.408203125,43804.47891845703,-1.9444242998957635,0.2,0.0047695525,2.787899211398326e-06,0.39427289366722107,0.0288330078125,2610,,
2022,16,9939.761,259,1159.47,524288,0.0001,0.6210891902446747,24005.619140625,51336.38828125,-1.9440996438264846,0.2,0.004516201,-0.0006489398085250287,0.3942573666572571,0.0201568603515625,2620,,
2152,17,10022.179,258,1170.04,557056,0.0001,0.5982205867767334,18753.107421875,61805.932397460936,-1.9439772076904773,0.2,0.004447345,-0.0007378729893389391,0.394252747297287,0.02181396484375,2630,,
2282,18,10044.659,258,1155.23,589824,0.0001,0.6101560592651367,16808.94921875,43755.855712890625,-1.9438773654401302,0.2,0.004401161,0.000750418013194576,0.3942376375198364,0.0194488525390625,2640,,
2411,19,9924.843,258,1134.06,622592,0.0001,0.6048370897769928,19993.650390625,43855.96844482422,-1.943842128664255,0.2,0.0050669527,0.00022008616469975094,0.3942470848560333,0.0283355712890625,2650,,
2542,20,9748.402,257,1114.29,655360,0.0001,0.429169237613678,58851.18359375,99203.14929199219,-1.9439704291522504,0.2,0.004608264,-0.00047984008233470377,0.3942573666572571,0.0234039306640625,2660,,
2671,21,10239.951,257,1148.47,688128,0.0001,0.6385347545146942,17290.3203125,43333.49735107422,-1.943879411369562,0.2,0.0058004367,0.0007136589963920414,0.3942285180091858,0.0361175537109375,2670,,
2802,22,10956.249,257,1164.02,720896,0.0001,0.5972649157047272,16434.927734375,42885.22330322266,-1.9436542682349682,0.2,0.0047571156,0.0004435957409441471,0.3942226767539978,0.023028564453125,2680,,
2931,23,10875.875,257,1160.83,753664,0.0001,0.5184463858604431,18702.966796875,46977.5703125,-1.943465919047594,0.2,0.0052817455,-0.00014377987463376485,0.3941870927810669,0.035968017578125,2690,,
3061,24,10989.07,256,1149.62,786432,0.0001,0.487201452255249,16794.248046875,48190.740893554685,-1.943147848546505,0.2,0.0041053956,-0.00037364268100645857,0.39416760206222534,0.017572021484375,2700,,
3191,25,10852.122,256,1134.93,819200,0.0001,0.495683491230011,17050.32421875,46440.37153320313,-1.9429684825241567,0.2,0.005185349,0.0002038668633758789,0.3941466510295868,0.029168701171875,2710,,
3322,26,10488.996,256,1125.03,851968,0.0001,0.5487629473209381,16143.1015625,45788.41334228516,-1.9427158303558827,0.2,0.0056565097,0.0003727579860424157,0.39412134885787964,0.0324615478515625,2720,,
3452,27,10224.778,256,1104.13,884736,0.0001,0.578712522983551,19708.634765625,47445.93028564453,-1.9424639463424682,0.2,0.005310412,-0.0004238220604747767,0.3940924406051636,0.03111572265625,2730,,
