time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/std,eval/mean_reward,eval/mean_ep_length
58,1,32768,301.0,-216.82971,558,,,,,,,,,,,,,
131,2,65536,301.0,-125.79709,497,-0.01022497431968077,6.669759750366211e-05,0.008298082,0.2,-5.668670943006873,99.15394198894501,0.14932861328125,10,44.621620178222656,0.001,0.9952804446220398,,
207,3,98304,301.0,11.421832,474,-0.015912989256867148,0.13619756698608398,0.010226299,0.2,-5.647239756956696,94.71614058613777,0.1291961669921875,20,46.73968505859375,0.001,0.9911329746246338,,
282,4,131072,301.0,166.85129,464,-0.013997168362675439,0.19957536458969116,0.01085351,0.2,-5.632430512458086,381.87463410496713,0.1334075927734375,30,58.25718688964844,0.001,0.9866427183151245,,
357,5,163840,301.0,136.5441,457,-0.006900151671834465,0.11423903703689575,0.008167116,0.2,-5.616026493534446,2356.201175367832,0.0921875,40,937.9105224609375,0.001,0.9841865301132202,,
433,6,196608,301.0,90.82918,453,-0.005982382295769639,0.06160777807235718,0.008034214,0.2,-5.594351428747177,1638.4492604255677,0.0867401123046875,50,598.2525024414062,0.001,0.975452721118927,,
508,7,229376,301.0,96.85215,450,-0.003873491752347036,0.01252901554107666,0.006543136,0.2,-5.548564000427723,1370.0872032880784,0.07147216796875,60,1198.582763671875,0.001,0.9651557803153992,,
584,8,262144,301.0,37.56678,448,-0.0026131950868148123,0.0660017728805542,0.004970971,0.2,-5.530572968348861,1457.157601439953,0.045697021484375,70,182.17880249023438,0.001,0.9641156792640686,,
659,9,294912,301.0,-15.967868,447,-0.002133615895309049,0.2513137459754944,0.005238753,0.2,-5.506497592478991,562.6934875965119,0.035675048828125,80,101.18372344970703,0.001,0.9570459723472595,,
735,10,327680,301.0,-17.790379,445,-0.0016962788768978498,0.43645650148391724,0.0040162588,0.2,-5.499502843245864,773.4571781277657,0.0334991455078125,90,155.71499633789062,0.001,0.9574986696243286,,
810,11,360448,301.0,-8.47078,444,-0.002452552165777888,0.6697770953178406,0.00526183,0.2,-5.465397559851408,565.0050730228425,0.0476898193359375,100,121.70671844482422,0.001,0.9480994939804077,,
886,12,393216,301.0,-51.404736,443,-0.0011305877234917717,0.7365865111351013,0.00380558,0.2,-5.4351373493671415,589.8566784381867,0.045599365234375,110,142.72438049316406,0.001,0.9361401200294495,,
963,13,425984,301.0,-47.86661,442,-0.001790525678825361,0.8631182909011841,0.0048161596,0.2,-5.392545936629176,344.8510286688805,0.034771728515625,120,145.8834228515625,0.001,0.9298297166824341,,
1040,14,458752,301.0,26.6213,440,-0.0017105570728745078,0.7131420373916626,0.005878051,0.2,-5.3652163747698065,1235.9747211933136,0.0415618896484375,130,232.21287536621094,0.001,0.9219263792037964,,
