time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-227.09758,56,301.0,32768,579,,,,,,,,,,,,,
2,-140.84805,130,301.0,65536,500,89.27153282016516,0.0001,0.1146484375,-5.659319331683219,36.134254455566406,-0.00019085407257080078,0.2,10,0.008199734,-0.012256015425828081,0.9949450492858887,,
3,21.469337,205,301.0,98304,477,102.34320548027753,0.0001,0.1338836669921875,-5.648576521687209,39.3117561340332,0.266859233379364,0.2,20,0.009838533,-0.01609837442065327,0.9909953474998474,,
4,164.55595,280,301.0,131072,466,127.90434247255325,0.0001,0.15615234375,-5.630032956972718,62.24736785888672,0.3963828682899475,0.2,30,0.011035336,-0.01839855857760995,0.985979437828064,,
5,132.59036,355,301.0,163840,460,2595.2145896315574,0.0001,0.1082977294921875,-5.610572257079184,1603.32421875,0.08343464136123657,0.2,40,0.007898329,-0.006586298092224751,0.9816361665725708,,
6,70.30939,430,301.0,196608,456,2892.452888906002,0.0001,0.08865966796875,-5.584951885230839,1433.9149169921875,0.03542435169219971,0.2,50,0.007377014,-0.005338849628060416,0.9744380712509155,,
7,-2.547441,506,301.0,229376,453,1408.0991882383823,0.0001,0.069683837890625,-5.540088170953095,135.43618774414062,-0.01523888111114502,0.2,60,0.006426437,-0.004607537909987513,0.9628776907920837,,
8,-27.771902,581,301.0,262144,450,285.0225598871708,0.0001,0.0519256591796875,-5.510341135598719,100.35185241699219,-0.019899368286132812,0.2,70,0.0055234074,-0.0040081989552163575,0.9575114846229553,,
9,-28.604965,657,301.0,294912,448,801.854267603159,0.0001,0.0354339599609375,-5.491357694379985,113.78108215332031,0.32359594106674194,0.2,80,0.0044213864,-0.002591976771464033,0.9525355100631714,,
10,-109.97273,733,301.0,327680,446,1157.320621728897,0.0001,0.01094970703125,-5.481007242016494,127.77294921875,0.47375982999801636,0.2,90,0.0036763034,-0.0006978157216963154,0.9528641700744629,,
11,-133.57304,809,301.0,360448,445,898.1779686331749,0.0001,0.02998046875,-5.483430143818259,175.46412658691406,0.6719594597816467,0.2,100,0.00396347,-0.0017176877645397326,0.9520208835601807,,
12,-49.480515,885,301.0,393216,444,376.6540407896042,0.0001,0.024755859375,-5.472829008847475,164.5211944580078,0.8452746868133545,0.2,110,0.003555951,-0.0016147846185504023,0.950955867767334,,
13,-13.580962,961,301.0,425984,442,910.6418195068836,0.0001,0.0293212890625,-5.473479779809713,2268.2958984375,0.7603542357683182,0.2,120,0.0041187676,-0.0024485221674694913,0.950838029384613,,
14,26.812918,1038,301.0,458752,441,673.684642469883,0.0001,0.0299774169921875,-5.4758682796731595,208.31076049804688,0.8193271905183792,0.2,130,0.0049368055,-0.0025730005618243013,0.9522677659988403,,
