time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-216.96114,56,301.0,32768,582,,,,,,,,,,,,,
2,51.410877,114,301.0,65536,572,97.5380112528801,0.01,0.5510040283203125,-5.732493270933628,51.180564880371094,0.00024372339248657227,0.2,10,0.10442018,0.053177584153309,1.001915454864502,,
3,14.681302,173,301.0,98304,566,154.09748442173003,0.01,0.5898223876953125,-5.7163271062076095,69.43550109863281,0.0,0.2,20,0.19305795,0.06619130264571141,1.0003023147583008,,
4,10.165457,232,301.0,131072,563,383.161270570755,0.01,0.6269927978515625,-5.72917754650116,199.92051696777344,0.0,0.2,30,0.11038725,0.10530280530656455,1.0045770406723022,,
5,-254.75137,291,301.0,163840,562,189.46981422901155,0.01,0.5903076171875,-5.740331855416298,93.7466049194336,0.0,0.2,40,0.23725376,0.08027832073858007,1.0278995037078857,,
6,-1766.6223,351,163.67,196608,559,1084.8096389770508,0.01,0.991156005859375,-5.8843577116727825,549.8614501953125,0.0,0.2,50,52.176956,0.33619422350457173,1.0633465051651,,
7,-1781.6709,410,139.83,229376,558,42338.10598449707,0.01,0.7705169677734375,-6.044830967485905,18064.302734375,-1.1920928955078125e-07,0.2,60,23.482092,0.20931279919332155,1.118830919265747,,
8,-1814.7136,470,144.79,262144,557,38377.57107849121,0.01,0.8060882568359375,-6.308982245624065,21305.634765625,0.0,0.2,70,50.38674,0.2317768294331472,1.1900699138641357,,
9,-1792.0875,530,139.88,294912,556,25736.907708740233,0.01,0.851568603515625,-6.581779585778714,12749.533203125,5.960464477539063e-08,0.2,80,44.91603,0.239817983393732,1.2736691236495972,,
10,-1362.1233,590,296.97,327680,555,20532.043682861327,0.01,0.8837127685546875,-6.44084684252739,7727.7724609375,0.0,0.2,90,99.547516,0.25087358484579453,1.2226216793060303,,
11,-1745.0342,650,128.72,360448,553,8644.276578521729,0.01,0.9450469970703125,-6.536375664174557,4575.44140625,0.0,0.2,100,79.81435,0.18116371407377302,1.2571897506713867,,
12,-1852.5228,710,139.89,393216,553,19644.673497009277,0.01,0.8918426513671875,-6.014587553590536,9120.9248046875,0.0,0.2,110,140.22571,0.2548931920000541,1.1242570877075195,,
13,-1812.0685,769,139.87,425984,553,17200.555865478516,0.01,0.9260894775390625,-5.903216273337603,9966.103515625,0.0,0.2,120,485.9867,0.24938267057550548,1.1032733917236328,,
14,-1776.591,828,140.78,458752,553,14868.972970581055,0.01,0.95150146484375,-6.033671543002129,11696.6533203125,-1.1920928955078125e-07,0.2,130,367.2785,0.26065999846578053,1.1395753622055054,,
15,-1880.8264,888,145.64,491520,553,10369.726428985596,0.01,0.9633026123046875,-6.106917739659548,4452.09423828125,0.0,0.2,140,640.7471,0.27349996398043,1.127055048942566,,
16,-1767.5223,947,124.08,524288,553,10871.477150726318,0.01,0.970367431640625,-6.4681158170104025,3709.1953125,0.0,0.2,150,411.5633,0.26336713496275477,1.2338265180587769,,
17,-1697.2208,1007,124.06,557056,553,10482.12622756958,0.01,0.96490478515625,-6.6829502657055855,5470.1328125,0.0,0.2,160,122.05072,0.26950719830347225,1.3146309852600098,,
18,-1717.0078,1066,124.03,589824,552,8861.31229095459,0.01,0.9756317138671875,-6.834980164468289,4858.32568359375,0.0,0.2,170,355.65436,0.27764194462797603,1.3646174669265747,,
19,-1737.5933,1126,124.1,622592,552,7597.342854309082,0.01,0.9909576416015625,-7.507317201793194,6663.91455078125,0.0,0.2,180,463.30023,0.28898307309500526,1.5981497764587402,,
20,-1781.7471,1186,139.82,655360,552,7594.113945007324,0.01,0.9819854736328125,-8.200015693157912,3262.5751953125,5.960464477539063e-08,0.2,190,763.8717,0.2913747776117816,1.9786407947540283,,
