time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
300,1,1646592,7494.69,27,1080.52,,,,,,,,,,,
234,2,1654784,7459.245,69,1058.11,4480,12430.50390625,0.2,0.3880618214607239,-1.8795735962688922,38725.53955078125,0.45899033546447754,0.06146240234375,0.0057798447,0.0003,-0.001672427491575945
221,3,1662976,7363.6743,111,1056.6,4490,5248.82421875,0.2,0.38799360394477844,-1.879142652451992,27008.325714111328,0.5115964412689209,0.05911865234375,0.0074951453,0.0003,-0.0013114704292092939
215,4,1671168,6719.08,151,1009.35,4500,4944.63330078125,0.2,0.38799548149108887,-1.8787127412855624,21268.562567138673,0.7748182266950607,0.0349609375,0.005319768,0.0003,-0.0016520674238563516
209,5,1679360,7027.2188,195,1025.71,4510,6127.81201171875,0.2,0.3879871368408203,-1.8787182189524174,28969.548626708984,0.4714128375053406,0.06739501953125,0.0071100863,0.0003,-0.0010389015478722285
208,6,1687552,7332.975,236,1026.94,4520,14869.556640625,0.2,0.38799694180488586,-1.8787204779684543,58205.38854980469,0.5610114634037018,0.04180908203125,0.005818806,0.0003,-0.0009137655455560889
207,7,1695744,7046.812,276,1014.95,4530,4809.728515625,0.2,0.3879076838493347,-1.8784175649285317,24171.973889160156,0.8694469481706619,0.0460693359375,0.005843389,0.0003,-0.0006488530932983849
206,8,1703936,7055.175,317,986.06,4540,5591.3115234375,0.2,0.3878806233406067,-1.8777631759643554,19063.984497070312,0.8817333728075027,0.05245361328125,0.0065712105,0.0003,-8.94535260158591e-05
207,9,1712128,6689.3433,355,916.72,4550,10304.4228515625,0.2,0.38794317841529846,-1.8779146037995815,34121.663897705075,0.6013438999652863,0.03160400390625,0.005495189,0.0003,-0.0008136764816299546
206,10,1720320,6348.9,396,867.67,4560,9020.5712890625,0.2,0.3879294991493225,-1.8782070130109787,34822.546069335935,0.625188559293747,0.03992919921875,0.0049155597,0.0003,-0.00027967571950284766
206,11,1728512,6502.9424,436,875.25,4570,9044.990234375,0.2,0.3878937065601349,-1.8779749020934104,30366.568286132813,0.5597350895404816,0.02493896484375,0.004594501,0.0003,-0.0004752974513394292
206,12,1736704,6578.7695,476,897.76,4580,5253.4482421875,0.2,0.38779905438423157,-1.8773174956440926,23765.028704833985,0.509293794631958,0.037060546875,0.005701915,0.0003,-0.0013740428272285498
206,13,1744896,6415.9624,515,883.66,4590,7651.16552734375,0.2,0.38774001598358154,-1.876498082280159,29654.383837890626,0.5785036981105804,0.045654296875,0.0059411777,0.0003,-0.0016907914679904934
206,14,1753088,6170.7583,555,859.86,4600,9198.583984375,0.2,0.3876841962337494,-1.875878243148327,27681.70333251953,0.6306376755237579,0.045703125,0.0059161647,0.0003,-0.0004961234029906336
205,15,1761280,6433.4194,597,906.54,4610,7766.68212890625,0.2,0.38768869638442993,-1.8755889296531678,24860.460705566406,0.7388238906860352,0.07364501953125,0.007840535,0.0003,-0.0002536877669626847
205,16,1769472,6187.8535,636,881.8,4620,5272.4580078125,0.2,0.3877103626728058,-1.8756891794502735,19572.230517578126,0.8292403966188431,0.05565185546875,0.0056168297,0.0003,0.0010039731008873788
205,17,1777664,6243.744,676,870.73,4630,7091.03466796875,0.2,0.3877197504043579,-1.8758944377303124,28944.96206665039,0.44404542446136475,0.03895263671875,0.0050076675,0.0003,-0.002031952533434378
205,18,1785856,6507.666,718,885.61,4640,8140.51025390625,0.2,0.387743204832077,-1.8760493248701096,25796.786669921876,0.7844879627227783,0.0432861328125,0.006071599,0.0003,-0.001961363398731919
204,19,1794048,6388.381,759,882.53,4650,11317.11328125,0.2,0.38773974776268005,-1.8761267691850663,35953.430603027344,0.7677408009767532,0.0567626953125,0.0066494346,0.0003,-0.00028953179134987294
204,20,1802240,6579.4263,800,907.87,4660,7459.40087890625,0.2,0.3876902461051941,-1.8758486673235892,26319.688671875,0.7274374961853027,0.05032958984375,0.0059345355,0.0003,-0.0001263367579667829
204,21,1810432,6897.942,842,926.9,4670,4943.31494140625,0.2,0.38764098286628723,-1.8753336563706398,23342.20458984375,0.6924372315406799,0.03837890625,0.0052019777,0.0003,-0.001710034288407769
202,22,1818624,7001.1187,889,976.58,4680,19291.40234375,0.2,0.3876146376132965,-1.8749180354177952,81345.40355834962,0.5141532123088837,0.0918212890625,0.010768434,0.0003,0.0031898728790110908
202,23,1826816,6775.527,930,979.48,4690,4573.57470703125,0.2,0.38764747977256775,-1.8749172151088715,20991.58724975586,0.8041877746582031,0.05435791015625,0.0071638115,0.0003,0.0012976463767699897
202,24,1835008,6393.982,969,973.6,4700,4866.5732421875,0.2,0.38765913248062134,-1.8751790672540665,21624.76319580078,0.7053194046020508,0.03748779296875,0.0052846763,0.0003,-0.0011285268876235933
202,25,1843200,6696.253,1010,1006.09,4710,28403.2109375,0.2,0.38766977190971375,-1.8752785377204417,123739.43916015625,0.331121027469635,0.03798828125,0.0054774205,0.0003,0.0013917975447839126
