rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/n_updates,train/std,train/clip_range,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
1644.1962,351,32768,628.2954545454545,1,93,,,,,,,,,,,,,
2126.892,367,65536,655.5333333333333,2,178,35651.594338989256,3.67044147424167e-05,2480,0.3944830298423767,0.2,9580.5869140625,0.041650235652923584,-1.9469387402758003,0.009105822,0.0001,0.0878173828125,,
2492.561,375,98304,679.42,3,261,34872.128646850586,0.00033106674054579345,2490,0.39449137449264526,0.2,12784.9052734375,0.1786230206489563,-1.9463810751214623,0.0066670184,0.0001,0.054290771484375,,
2435.8105,367,131072,662.02,4,356,35400.285607910155,0.0011416583358368371,2500,0.39452338218688965,0.2,13345.099609375,0.13626253604888916,-1.9465868888422846,0.0062491708,0.0001,0.0479888916015625,,
3146.6853,362,163840,707.4,5,451,38911.22912597656,0.0010748925880761818,2510,0.39441701769828796,0.2,15717.84375,0.22078800201416016,-1.9462444907054306,0.008419813,0.0001,0.065643310546875,,
4225.804,359,196608,790.77,6,546,36037.8998046875,-0.0001073185179848224,2520,0.3943230211734772,0.2,15488.587890625,0.22343343496322632,-1.945241648517549,0.006904957,0.0001,0.0503631591796875,,
5217.42,357,229376,858.08,7,640,40742.35115966797,-0.0003460983763943659,2530,0.39416640996932983,0.2,19860.73828125,0.18013203144073486,-1.9439563881605864,0.0076224874,0.0001,0.0629241943359375,,
4911.4277,357,262144,838.07,8,733,38116.575903320314,0.0003444554582529236,2540,0.39412590861320496,0.2,10592.9208984375,0.2946764826774597,-1.9428681828081609,0.0065637208,0.0001,0.049603271484375,,
5217.9146,356,294912,844.11,9,826,64291.97854614258,0.0005294404083542759,2550,0.3940841555595398,0.2,63102.91015625,0.15216946601867676,-1.9424575198441745,0.0068983324,0.0001,0.0488006591796875,,
5794.9336,356,327680,876.3,10,919,35657.25660095215,-0.0003998185817181366,2560,0.3939661979675293,0.2,10724.630859375,0.3388902544975281,-1.9416284818202256,0.006200367,0.0001,0.0430908203125,,
6626.2417,354,360448,919.61,11,1016,34777.14510192871,0.000547697448564577,2570,0.3939248323440552,0.2,12207.2763671875,0.3848058581352234,-1.940831063501537,0.0068635484,0.0001,0.0473724365234375,,
6771.917,354,393216,936.09,12,1108,34010.21656494141,7.094453503668774e-05,2580,0.3938547670841217,0.2,11306.41015625,0.454131543636322,-1.9403031934052706,0.0060316343,0.0001,0.0393890380859375,,
6867.505,354,425984,950.53,13,1200,34515.19541625977,0.0007682010324060684,2590,0.3937842547893524,0.2,12490.7666015625,0.4117361903190613,-1.9395726721733808,0.0066206967,0.0001,0.0516937255859375,,
