rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-231.17131,301.0,1,32768,60,544,,,,,,,,,,,
-160.33792,301.0,2,65536,148,441,0.1218170166015625,0.2,10,84.3230207040906,42.86296081542969,0.00829945,0.00017309188842773438,-0.010923571058174274,0.9954531192779541,0.001,-5.65960104893893
-10.910715,301.0,3,98304,239,410,0.1322540283203125,0.2,20,99.97862713485956,49.688133239746094,0.010130755,0.21366959810256958,-0.01618100484615752,0.9918930530548096,0.001,-5.651951619423926
115.17678,301.0,4,131072,330,396,0.1638092041015625,0.2,30,116.41315137445926,57.7408332824707,0.011010316,0.37727415561676025,-0.019220847904489347,0.9859135746955872,0.001,-5.630792939662934
189.00755,301.0,5,163840,421,388,0.129931640625,0.2,40,1541.878051137924,439.77337646484375,0.009364676,0.13141053915023804,-0.010050053048098561,0.9736384153366089,0.001,-5.59355668630451
72.27569,301.0,6,196608,512,383,0.113238525390625,0.2,50,2988.0673137068748,171.679931640625,0.009414921,0.06949454545974731,-0.0062652905323830055,0.9672471284866333,0.001,-5.541149904765189
6.8775816,301.0,7,229376,603,380,0.081622314453125,0.2,60,1398.8424599647522,213.53269958496094,0.0059175673,0.009863555431365967,-0.00349555497386973,0.9580990672111511,0.001,-5.505678621679545
3.449029,301.0,8,262144,695,377,0.09886474609375,0.2,70,672.7715071558953,206.85781860351562,0.0063396553,-0.027277588844299316,0.0006749064722498588,0.9452138543128967,0.001,-5.4688330449163916
-19.62785,301.0,9,294912,786,374,0.068768310546875,0.2,80,1282.9105947852136,263.1360778808594,0.004320857,0.0,-0.0001350837174868502,0.9330593943595886,0.001,-5.431210899353028
-17.588211,301.0,10,327680,879,372,0.05067138671875,0.2,90,420.1803279042244,184.39852905273438,0.0053609037,5.960464477539063e-08,-0.0010611623708427942,0.9282594919204712,0.001,-5.37671778909862
-68.754776,301.0,11,360448,972,370,0.0475982666015625,0.2,100,795.0058596968651,1714.912353515625,0.006284006,1.7881393432617188e-07,-0.0014729134385561339,0.9183101058006287,0.001,-5.3365811876952645
-127.036026,301.0,12,393216,1065,369,0.047174072265625,0.2,110,1178.1723141670227,1877.138916015625,0.0040870383,0.0,0.00021769128738924337,0.9107758402824402,0.001,-5.307794677279889
-143.33536,301.0,13,425984,1157,368,0.043743896484375,0.2,120,1339.3072481870652,311.78558349609375,0.0050701527,0.0,-4.6023649883863985e-05,0.8931635618209839,0.001,-5.266644714213908
-233.95967,301.0,14,458752,1249,367,0.0445953369140625,0.2,130,1731.7389490127564,388.6300048828125,0.0065764356,5.960464477539063e-08,0.0007273606196122273,0.8875168561935425,0.001,-5.200179083272815
-218.24402,301.0,15,491520,1341,366,0.0257080078125,0.2,140,425.76403217315675,128.30674743652344,0.0036384962,0.0,-0.0008991454221359163,0.8847455978393555,0.001,-5.184013633430004
-255.82834,301.0,16,524288,1432,365,0.01112060546875,0.2,150,1575.1986947536468,152.16116333007812,0.002960952,0.4425218105316162,-0.0012171662230230141,0.8835312724113464,0.001,-5.181749265827238
-221.80399,301.0,17,557056,1523,365,0.0260040283203125,0.2,160,406.13637350797654,194.86907958984375,0.004296383,0.8440062999725342,-0.001979515516632091,0.8808961510658264,0.001,-5.174375145696104
-164.9772,301.0,18,589824,1614,365,0.0342864990234375,0.2,170,490.4037585616112,212.92620849609375,0.0033540353,0.8705323934555054,-0.001150825576223724,0.8844389915466309,0.001,-5.173628761246801
-98.157394,301.0,19,622592,1706,364,0.050628662109375,0.2,180,776.4613420367241,260.00927734375,0.0063782353,0.8340837508440018,-0.0013894733567212825,0.8808075189590454,0.001,-5.175315999798476
-72.912476,301.0,20,655360,1797,364,0.05860595703125,0.2,190,798.5682636976242,292.6845397949219,0.0049794763,0.846812054514885,-0.0015748445975987124,0.8746829032897949,0.001,-5.139285013265908
-30.615746,301.0,21,688128,1897,362,0.0565765380859375,0.2,200,467.7077749609947,241.81378173828125,0.0062457966,0.8739932179450989,-0.0013608558268060733,0.869242787361145,0.001,-5.1094838012009856
13.980352,301.0,22,720896,1993,361,0.05999755859375,0.2,210,410.86495448946954,172.15208435058594,0.0055898353,0.8773453012108803,-0.0020014832181459497,0.8746092915534973,0.001,-5.11901497617364
88.283844,301.0,23,753664,2088,360,0.05635986328125,0.2,220,407.1824600994587,190.01187133789062,0.006472042,0.8595897406339645,-0.0009212896216922673,0.8690372109413147,0.001,-5.119317295774818
102.44566,301.0,24,786432,2180,360,0.076446533203125,0.2,230,1286.138561207056,342.70404052734375,0.0063844034,0.5960150957107544,-0.0013808534802137729,0.8626853227615356,0.001,-5.070803073979914
74.2261,301.0,25,819200,2274,360,0.0928314208984375,0.2,240,640.2819423019886,173.9562225341797,0.009010293,0.7536226660013199,-0.003270865581362159,0.8546998500823975,0.001,-5.053291253000498
167.56056,301.0,26,851968,2368,359,0.10611572265625,0.2,250,328.41687499284745,161.93397521972656,0.009326769,0.8550241440534592,-0.0030626066829427144,0.8443054556846619,0.001,-5.020954977348447
