time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
553,301.0,59,3084.678,1,32768,,,,,,,,,,,
432,301.0,151,3300.671,2,65536,4694.29541015625,22049.191943740843,0.5071014404296875,0.07229276,630,0.26643234491348267,-4.375582996942103,0.2,0.7230114936828613,0.03720335586508554,0.001
403,301.0,243,3898.9998,3,98304,3039.850341796875,23070.94717082977,0.4056182861328125,0.04776406,640,0.3110748529434204,-4.370616989023984,0.2,0.7223442792892456,0.022861988907698104,0.001
391,301.0,335,3698.3232,4,131072,6466.56494140625,24453.505419540405,0.360888671875,0.037413217,650,0.285608172416687,-4.357689163647592,0.2,0.7188787460327148,0.0181619384199621,0.001
384,301.0,426,4127.35,5,163840,9007.1591796875,21220.385548496248,0.3438262939453125,0.0367084,660,0.3696688413619995,-4.35490436386317,0.2,0.719943106174469,0.014862251735166865,0.001
378,301.0,519,3778.2556,6,196608,5752.4951171875,22267.49536342621,0.35177001953125,0.03803296,670,0.34771621227264404,-4.34413697309792,0.2,0.7163651585578918,0.015775132326871243,0.001
375,301.0,610,4393.212,7,229376,5625.52978515625,20728.750990867615,0.357281494140625,0.03754959,680,0.315834105014801,-4.3249160217121245,0.2,0.7133257985115051,0.017902710798716727,0.001
373,301.0,701,4882.616,8,262144,4722.77685546875,22707.61461105347,0.3247406005859375,0.032295007,690,0.369057297706604,-4.312127286195755,0.2,0.7109770774841309,0.012766515561088454,0.001
371,301.0,793,4455.0234,9,294912,3929.42724609375,27524.30647277832,0.34820556640625,0.03643295,700,0.26797914505004883,-4.302173933945596,0.2,0.709865927696228,0.018246063164860972,0.001
370,301.0,884,4502.1616,10,327680,4123.84130859375,23875.197729301453,0.33587646484375,0.034726974,710,0.35247135162353516,-4.292020991630852,0.2,0.7075514793395996,0.013899870290515537,0.001
369,301.0,976,4485.3945,11,360448,3786.328369140625,23122.896449279786,0.340283203125,0.03478135,720,0.35181981325149536,-4.274491625279188,0.2,0.7033427953720093,0.01807669483459904,0.001
