rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-202.53172,301.0,1,32768,57,569,,,,,,,,,,,
-132.0498,301.0,2,65536,118,551,0.0924896240234375,0.2,10,112.57556276321411,43.609500885009766,0.00834065,0.00021892786026000977,-0.011375792914623161,0.9989678859710693,1e-05,-5.67392649948597
-28.576818,301.0,3,98304,180,545,0.0809722900390625,0.2,20,104.20239229202271,48.798282623291016,0.009244736,0.008159101009368896,-0.011337099142838269,0.9982624053955078,1e-05,-5.670999201387167
143.39005,301.0,4,131072,241,542,0.1136474609375,0.2,30,114.27410572767258,54.89556884765625,0.008831209,0.0024028420448303223,-0.013694727349138703,0.997081995010376,1e-05,-5.666635662317276
148.63785,301.0,5,163840,302,541,0.002093505859375,0.2,40,2092.843914747238,932.8163452148438,0.0032716435,0.0033933520317077637,-0.0015950226036693493,0.9971069097518921,1e-05,-5.6640701986849304
95.92526,301.0,6,196608,364,540,0.0019195556640625,0.2,50,4060.5441215991973,4454.0419921875,0.0030177583,0.0048062801361083984,-0.0015530436387962254,0.9970979690551758,1e-05,-5.6641471110284325
42.448532,301.0,7,229376,425,539,0.04661865234375,0.2,60,1899.3303235054016,1751.04052734375,0.0067177312,0.008326292037963867,-0.0036563312954967842,0.9967846870422363,1e-05,-5.663557684421539
51.54291,301.0,8,262144,486,538,0.06689453125,0.2,70,507.80450451374054,977.7355346679688,0.0063300543,0.0033367276191711426,-0.006318508359981934,0.9961504936218262,1e-05,-5.661655688285828
34.091663,301.0,9,294912,548,538,0.0582672119140625,0.2,80,300.88157925605776,159.0772705078125,0.005726705,-0.015036582946777344,-0.006310814803509856,0.9947022199630737,1e-05,-5.657763575762511
21.784706,301.0,10,327680,609,537,0.0367828369140625,0.2,90,651.7891076087951,181.6481475830078,0.004751792,-0.002880573272705078,-0.0032827026885570375,0.9943256378173828,1e-05,-5.653713611513377
1.5119199,301.0,11,360448,670,537,6.103515625e-06,0.2,100,2356.6210614204406,861.9422607421875,0.0011143028,0.014319837093353271,-0.0005474070449054125,0.9943698048591614,1e-05,-5.653065641969443
-47.081093,301.0,12,393216,731,537,0.0,0.2,110,1584.1177689552308,225.9402618408203,0.0009919575,0.11965435743331909,-0.000493014933908853,0.9943990707397461,1e-05,-5.653204537183046
-101.94859,301.0,13,425984,793,536,0.0001129150390625,0.2,120,1319.933862400055,1166.742919921875,0.0016639619,0.2746119499206543,-0.000772116876396467,0.9943640232086182,1e-05,-5.653209576010704
-109.0408,301.0,14,458752,855,536,0.000244140625,0.2,130,1787.4053520679474,272.3468933105469,0.0020007952,0.32325953245162964,-0.000935238053170906,0.9943907856941223,1e-05,-5.653171080350876
-116.10669,301.0,15,491520,916,536,3.0517578125e-06,0.2,140,886.1560335159302,347.0458679199219,0.0009981957,0.5320026278495789,-0.0002856737782167329,0.9943780303001404,1e-05,-5.653225854039192
-68.30521,301.0,16,524288,978,535,0.0002288818359375,0.2,150,1202.8289594650269,901.18115234375,0.0019806428,0.4909658432006836,-0.0005602157752946368,0.9942902326583862,1e-05,-5.653023196011782
-78.39942,301.0,17,557056,1039,535,0.0020050048828125,0.2,160,1383.7422008514404,568.3040161132812,0.0028868273,0.4442939758300781,-0.001085659577915976,0.9942315816879272,1e-05,-5.65274840220809
-132.30142,301.0,18,589824,1100,535,0.00538330078125,0.2,170,841.7378242015839,336.52740478515625,0.003634046,0.5784741342067719,-0.0010395519371741101,0.994097888469696,1e-05,-5.652410963177681
-133.73122,301.0,19,622592,1162,535,0.0057373046875,0.2,180,591.9051917552948,295.948974609375,0.0030599996,0.6909660995006561,-0.001039127905278292,0.9934529662132263,1e-05,-5.650898166000843
-128.11511,301.0,20,655360,1223,535,0.0063323974609375,0.2,190,971.7104640007019,442.8449401855469,0.0032636719,0.6026782989501953,-0.0007746122049866244,0.9932968616485596,1e-05,-5.649228366464376
-91.614235,301.0,21,688128,1284,535,0.002178955078125,0.2,200,873.7132692337036,329.4585876464844,0.002992425,0.6249081790447235,-0.00048461605474585666,0.9930585622787476,1e-05,-5.648448586463928
-17.565893,301.0,22,720896,1346,535,0.0069976806640625,0.2,210,1471.4987572669984,317.9263916015625,0.0041848384,0.5059546232223511,-0.0011477810954602318,0.9928855895996094,1e-05,-5.647655782848597
-40.766327,301.0,23,753664,1407,535,0.004302978515625,0.2,220,1339.5209439277648,342.3141174316406,0.0034438323,0.5249190628528595,-0.0006285212903094362,0.9927188158035278,1e-05,-5.646931421011686
-29.817873,301.0,24,786432,1468,535,0.019219970703125,0.2,230,763.5663198947907,248.5366973876953,0.0039715115,0.6699262261390686,-0.0015933965548356355,0.9922946095466614,1e-05,-5.645742834359408
39.437614,301.0,25,819200,1530,535,0.0179595947265625,0.2,240,490.59677624702454,238.58737182617188,0.003851154,0.7615291774272919,-0.0020194140814055574,0.9919097423553467,1e-05,-5.644230417907238
106.95578,301.0,26,851968,1591,535,0.0067718505859375,0.2,250,718.0270284175873,205.2294158935547,0.0031791853,0.668764054775238,-0.0009098027610889403,0.991794228553772,1e-05,-5.643175525963306
164.30902,301.0,27,884736,1653,535,0.0107666015625,0.2,260,1218.905509519577,1094.9459228515625,0.0039884616,0.5470336377620697,-0.0011510843416544958,0.9914467334747314,1e-05,-5.642091755568981
165.11885,301.0,28,917504,1714,535,1.8310546875e-05,0.2,270,1894.4641497135162,473.53375244140625,0.0009575783,0.39811956882476807,-0.0001812718472137931,0.9915081262588501,1e-05,-5.641437526792288
145.23944,301.0,29,950272,1775,535,0.0065185546875,0.2,280,989.9772540092468,827.159912109375,0.003386296,0.5397118926048279,-0.001139262211654568,0.99127596616745,1e-05,-5.641240949183702
