time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/explained_variance,train/loss,train/learning_rate,train/value_loss
1,32768,574,56,301.0,-230.10991,,,,,,,,,,,
2,65536,414,158,301.0,-996.7283,0.9968231201171875,-6.067168140225112,90.10176,10,0.32113729702232374,1.1063653230667114,0.2,-0.0009826421737670898,54.78559494018555,0.01,99.2114259108901
3,98304,385,254,301.0,-513.7417,0.9840576171875,-6.5650026451796295,123.57706,20,0.32689283216313925,1.2547043561935425,0.2,-1.1920928955078125e-07,237.7161407470703,0.01,438.22731746435164
4,131072,373,350,301.0,-496.3006,0.99666748046875,-7.046997458674014,427.76062,30,0.1980927415090264,1.424400806427002,0.2,0.0,133.67881774902344,0.01,214.0886984616518
5,163840,367,446,301.0,-496.27,0.99847412109375,-7.913879971206188,492.53552,40,0.22288546979834792,1.8188012838363647,0.2,5.960464477539063e-08,24.401227951049805,0.01,217.65061100125314
6,196608,362,542,301.0,-496.56625,0.9994384765625,-8.591576601937414,326.2046,50,0.22277321501023833,2.1496808528900146,0.2,0.0,126.97054290771484,0.01,253.65933213233947
7,229376,359,637,301.0,-496.34436,0.9996002197265625,-8.002146524377167,522.01,60,0.2114354809255019,1.7923519611358643,0.2,0.0,268.3846740722656,0.01,245.79170512706042
8,262144,357,733,301.0,-496.6784,0.999566650390625,-8.006300852820278,529.7459,70,0.22241555009240982,1.8590879440307617,0.2,0.0,142.27308654785156,0.01,309.2065913021564
9,294912,353,834,301.0,-496.44583,0.9995819091796875,-8.407512507773935,94.461464,80,0.22246224822301883,2.006957769393921,0.2,0.0,222.6117706298828,0.01,336.03698332607746
10,327680,352,930,301.0,-496.2635,0.9996002197265625,-9.34001965969801,519.3944,90,0.22249494712341403,2.570984363555908,0.2,-1.1920928955078125e-07,175.68991088867188,0.01,347.77852563261985
11,360448,351,1026,301.0,-496.8529,0.999517822265625,-9.881413090974092,399.8635,100,0.22231242641428253,2.9368863105773926,0.2,0.0,297.6784973144531,0.01,353.82644024789334
12,393216,350,1121,301.0,-496.51172,0.9990509033203125,-10.285677588731051,419.79242,110,0.21047478313557805,3.4366941452026367,0.2,1.1920928955078125e-07,88.64230346679688,0.01,323.12855456918476
13,425984,349,1217,301.0,-496.2606,0.9995269775390625,-10.431785487383603,251.64615,120,0.22230963396868902,3.5228028297424316,0.2,5.960464477539063e-08,190.44857788085938,0.01,387.18884926736354
14,458752,349,1313,301.0,-496.53055,0.9995269775390625,-9.268457171320915,606.0939,130,0.22205894242033536,2.6474995613098145,0.2,0.0,278.65380859375,0.01,397.07375972270967
15,491520,348,1410,301.0,-496.86505,0.9996002197265625,-10.463604132086038,596.2938,140,0.2221940649436874,3.539978504180908,0.2,0.0,136.833984375,0.01,405.37026641070844
16,524288,348,1506,301.0,-496.20517,0.99915771484375,-11.379803580790758,192.87091,150,0.2224243249380379,4.2793684005737305,0.2,-1.1920928955078125e-07,256.5582580566406,0.01,410.62506403625014
17,557056,347,1602,301.0,-496.75098,0.9992584228515625,-11.347306522727013,537.448,160,0.2108040041533968,4.29179048538208,0.2,0.0,299.2675476074219,0.01,367.7521027192473
18,589824,346,1701,301.0,-496.52133,0.998211669921875,-11.518830897286534,98.04864,170,0.22232319669565187,4.414776802062988,0.2,0.0,339.9042053222656,0.01,432.35473698079585
19,622592,345,1802,301.0,-496.5518,0.9981292724609375,-11.892699550837278,90.81543,180,0.221844245977627,4.757653713226318,0.2,-1.1920928955078125e-07,241.0325927734375,0.01,433.3841246664524
20,655360,344,1902,301.0,-496.7419,0.9994110107421875,-13.000335735455156,77.80515,190,0.2222702321916586,6.58583402633667,0.2,-1.1920928955078125e-07,396.7466735839844,0.01,424.8851307749748
21,688128,344,1998,301.0,-496.3888,0.998046875,-14.084512795135378,21.610329,200,0.22203379850907368,9.241601943969727,0.2,0.0,173.9488983154297,0.01,435.37010501772164
22,720896,343,2096,301.0,-495.35144,0.996295166015625,-15.825845751166344,61.891006,210,0.20991430526701152,15.314373970031738,0.2,0.0,141.46170043945312,0.01,374.6115380063653
23,753664,343,2191,301.0,-496.91614,0.99716796875,-16.293214358389378,20.60845,220,0.22150618474242947,16.14084815979004,0.2,1.1920928955078125e-07,215.410888671875,0.01,444.7188241481781
