time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
1,-21.196869,431,75,301.0,32768,,,,,,,,,,,,,
2,-60.635708,400,163,301.0,65536,10,3020.7734003484247,876.2623901367188,-0.0010140291265997802,0.001,0.0838287353515625,1.0048904418945312,0.0047297394,-5.688533683866263,0.2,1.5735626220703125e-05,,
3,-12.85438,390,251,301.0,98304,20,996.8296048671007,86.82205200195312,-0.002657001672514525,0.001,0.0449310302734375,1.006609559059143,0.0054322807,-5.700066001713276,0.2,0.030967533588409424,,
4,-15.687555,385,339,301.0,131072,30,1691.4999579071998,55.1195068359375,-0.002694442616757442,0.001,0.0505767822265625,1.0003471374511719,0.0059477747,-5.693303959816694,0.2,0.05696427822113037,,
5,107.73166,382,428,301.0,163840,40,410.5483700335026,30.2830867767334,-0.006585103315501328,0.001,0.093914794921875,0.99521404504776,0.00922866,-5.665187544748187,0.2,0.1236264705657959,,
6,295.6855,379,517,301.0,196608,50,1305.3109789192677,668.5151977539062,-0.003241758205786027,0.001,0.084222412109375,0.9927346706390381,0.009908359,-5.655966948345304,0.2,-0.00787496566772461,,
7,407.29797,378,606,301.0,229376,60,3565.3542996525766,406.9638671875,0.0007632069915416651,0.001,0.0670654296875,0.9886178970336914,0.007688522,-5.641803030669689,0.2,-0.03760659694671631,,
8,392.70883,376,695,301.0,262144,70,3008.140235865116,1105.314453125,-0.0008355235768249258,0.001,0.07919921875,0.9815229773521423,0.008189216,-5.614743988215923,0.2,-0.045963287353515625,,
9,262.05853,375,785,301.0,294912,80,3682.1208350658417,1360.2220458984375,-0.0012204598219796026,0.001,0.0591522216796875,0.9759734869003296,0.0074486453,-5.590911134332418,0.2,-0.07969307899475098,,
10,255.32611,374,875,301.0,327680,90,1724.9319257855416,351.858154296875,-0.0006294551935752679,0.001,0.0955078125,0.9646763801574707,0.010195476,-5.544599351659417,0.2,0.014799833297729492,,
11,351.1334,373,964,301.0,360448,100,2822.8266758561135,1055.0604248046875,-0.0014352026153574115,0.001,0.1237579345703125,0.9584460258483887,0.01132343,-5.51309354044497,0.2,-0.002991914749145508,,
12,467.1147,372,1054,301.0,393216,110,2599.3625823736193,217.5543975830078,0.0007723275983153143,0.001,0.1079010009765625,0.9619033336639404,0.010682514,-5.511020787060261,0.2,-0.03457057476043701,,
13,462.57828,372,1143,301.0,425984,120,3612.966794800758,1307.3138427734375,0.0004299941695535381,0.001,0.1416351318359375,0.9555608630180359,0.012694342,-5.501367523148656,0.2,-0.0036966800689697266,,
14,445.3046,371,1233,301.0,458752,130,3528.4569095134734,289.88250732421875,-0.0008131574637445738,0.001,0.131634521484375,0.9565951824188232,0.012357257,-5.491036047786475,0.2,-0.044849395751953125,,
15,503.846,371,1322,301.0,491520,140,2288.377908706665,332.9686279296875,-0.00144878949786289,0.001,0.1284637451171875,0.9464354515075684,0.012214009,-5.466769373044372,0.2,-0.0471421480178833,,
16,464.35828,371,1412,301.0,524288,150,3111.871889281273,1027.897705078125,0.0015090502530711093,0.001,0.1642547607421875,0.9439709186553955,0.014160526,-5.4428828995674845,0.2,-0.04275059700012207,,
17,543.5485,370,1502,301.0,557056,160,2001.161083817482,304.39801025390625,0.0007185234509051952,0.001,0.1454132080078125,0.9475350379943848,0.013763844,-5.447493468970061,0.2,-0.08009815216064453,,
18,552.0459,370,1592,298.54,589824,170,2900.0370886325836,226.85606384277344,0.002335542731634632,0.001,0.1819091796875,0.9421893358230591,0.016642038,-5.45021780282259,0.2,0.009833574295043945,,
19,797.3881,370,1681,301.0,622592,180,3161.0809350728987,276.3539123535156,0.002084407605798333,0.001,0.2051544189453125,0.9416952729225159,0.017746922,-5.420600796863437,0.2,-0.004892587661743164,,
20,583.1082,369,1772,301.0,655360,190,4513.968925333023,1432.9393310546875,0.004720933074895584,0.001,0.1856201171875,0.9358574748039246,0.016046751,-5.4156718537211415,0.2,0.054655253887176514,,
21,745.77155,369,1861,301.0,688128,200,4390.315635704994,1201.9346923828125,0.001480592366624478,0.001,0.183642578125,0.9285624027252197,0.016179482,-5.3869425162672995,0.2,0.08724021911621094,,
22,657.94336,369,1951,301.0,720896,210,4080.9012798547747,1342.899169921875,0.0014298890408099396,0.001,0.190411376953125,0.918007493019104,0.017392702,-5.345895589143038,0.2,0.0645439624786377,,
23,603.8932,369,2041,301.0,753664,220,4101.704791378975,290.59771728515625,0.0005436172579720733,0.001,0.171435546875,0.9115684032440186,0.015076684,-5.309908938035369,0.2,0.07770055532455444,,
24,824.2162,368,2132,301.0,786432,230,3342.1196855783464,1189.416259765625,0.0007458935926479171,0.001,0.201177978515625,0.9048478603363037,0.019020192,-5.281929506734014,0.2,0.02573847770690918,,
25,862.83954,368,2223,299.7,819200,240,4370.727880787849,400.09466552734375,0.0016721610807508113,0.001,0.22171630859375,0.895881175994873,0.01889325,-5.243363758921623,0.2,0.06762772798538208,,
26,864.36633,367,2315,301.0,851968,250,4970.888012313842,1086.1197509765625,0.0024533178474484886,0.001,0.2075592041015625,0.8902614712715149,0.018380228,-5.213509542122483,0.2,-0.01118779182434082,,
27,634.5147,367,2405,301.0,884736,260,5370.279328727722,2371.672119140625,0.002287595032248646,0.001,0.2078582763671875,0.888394296169281,0.01793091,-5.197555026784539,0.2,0.008533298969268799,,
28,966.97095,367,2495,301.0,917504,270,93296.62784895897,782.7250366210938,0.0030397769158298617,0.001,0.20223388671875,0.8806684017181396,0.017295057,-5.165238181129098,0.2,0.016180217266082764,,
29,836.20825,367,2584,301.0,950272,280,6494.30427236557,2459.22802734375,0.0008426919298472058,0.001,0.1937896728515625,0.8773665428161621,0.017307818,-5.148786668106913,0.2,0.12180107831954956,,
30,903.80444,367,2675,301.0,983040,290,4421.197508525848,654.5680541992188,0.0010829263935193012,0.001,0.2187042236328125,0.8698548078536987,0.01960877,-5.117782906070351,0.2,-0.029969215393066406,,
31,951.8498,367,2764,301.0,1015808,300,4283.085975456238,721.8746337890625,0.0013558138141888775,0.001,0.2144744873046875,0.8682765364646912,0.018709963,-5.105520526692271,0.2,0.00822991132736206,,
32,1181.2938,367,2854,301.0,1048576,310,5092.876946163177,1100.0880126953125,0.00030553208489436656,0.001,0.2039703369140625,0.8608931303024292,0.01814679,-5.076756481453776,0.2,0.05407059192657471,,
33,1104.714,367,2944,301.0,1081344,320,6584.580298471451,2311.305908203125,0.0010026139125329792,0.001,0.214398193359375,0.8528590798377991,0.01893586,-5.043038766086101,0.2,0.0391843318939209,,
34,1344.3684,367,3034,301.0,1114112,330,6883.745808315277,1313.8360595703125,0.002845731832712772,0.001,0.2168487548828125,0.846182644367218,0.018902533,-5.012368580326438,0.2,0.07608294486999512,,
35,1301.8573,367,3124,300.74,1146880,340,6355.608011484146,1003.3248291015625,0.0032376241844758622,0.001,0.222991943359375,0.8416275382041931,0.019442923,-4.982552269101143,0.2,0.09171056747436523,,
36,1314.9039,366,3214,300.83,1179648,350,8585.964219093323,3382.386962890625,0.0024898824171032175,0.001,0.2263702392578125,0.8397588729858398,0.018741114,-4.969649893790484,0.2,0.09329533576965332,,
37,1373.6453,366,3304,301.0,1212416,360,9264.697248458862,6877.6025390625,0.0019781248876824973,0.001,0.200360107421875,0.8288027048110962,0.017184015,-4.937291169166565,0.2,0.1614760160446167,,
38,1602.9415,366,3393,301.0,1245184,370,10289.796947669984,1026.5885009765625,0.0022065024318180804,0.001,0.211346435546875,0.8250550031661987,0.019627798,-4.901629879325628,0.2,0.2961187958717346,,
39,1717.9536,366,3483,301.0,1277952,380,9567.562130260467,1086.5584716796875,0.0026151836029384866,0.001,0.205908203125,0.8235097527503967,0.01908039,-4.891037851199508,0.2,0.11077219247817993,,
40,1587.9559,366,3573,298.68,1310720,390,9301.704494190217,1294.6319580078125,0.002074917884510796,0.001,0.2009857177734375,0.8191879987716675,0.018663842,-4.876168399304151,0.2,0.1509649157524109,,
