time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
1572864,-691.3797,146,48,10762,583.29,0.001,12940.134469354152,-4.182123814336956,0.015693290874628472,0.6891211271286011,0.2,0.3422149658203125,0.026324648,0.18129843473434448,1700,1070.9822998046875,,
1600000,,,,,,0.001,13275.97653092146,-4.124463722854853,0.0110227831760767,0.6816489696502686,0.2,0.27608642578125,0.024375157,0.14527004957199097,1710,20536.345703125,-781.0209350585938,111.83
1605632,-688.5455,145,49,11056,543.15,,,,,,,,,,,,,
1638400,-801.66296,145,50,11291,549.33,0.001,14108.138131332398,-4.097152034938335,0.00744473429970185,0.6870620250701904,0.2,0.1874725341796875,0.119664714,0.12552815675735474,1720,9262.060546875,,
1671168,-1060.1924,144,51,11531,112.77,0.001,10026.558380806446,-4.202569419518113,0.11039987348372052,0.7065016031265259,0.2,0.689495849609375,61.10463,0.12910979986190796,1730,5691.98095703125,,
1703936,-1214.1151,144,52,11773,119.37,0.001,31536.58727207184,-4.261049481667579,0.26190733166313296,0.7085661888122559,0.2,0.9975799560546875,28.368788,0.1680154800415039,1740,17805.94921875,,
1736704,-1585.1713,144,53,12029,126.82,0.001,34485.77298707962,-4.327008500136435,0.2603977876973659,0.7202939391136169,0.2,0.9976715087890625,600.0991,0.37513822317123413,1750,17318.533203125,,
1769472,-1147.5763,144,54,12282,113.2,0.001,7850.69032330513,-4.358648341707886,0.30688708572342877,0.7269412279129028,0.2,0.9991973876953125,181.5327,0.5900744199752808,1760,1668.9813232421875,,
1802240,-1162.3145,143,55,12532,114.87,0.001,19985.487240719794,-4.425774175114929,0.25200437452185726,0.7389695644378662,0.2,0.9965423583984375,107.457245,0.734567254781723,1770,5053.61328125,,
1835008,-1087.5701,143,56,12790,113.96,0.001,34847.88180232048,-4.4446098489686845,0.24110341996092757,0.741267740726471,0.2,0.9975738525390625,88.688675,0.6687756776809692,1780,27700.115234375,,
1867776,-1078.7736,143,57,13046,112.94,0.001,23958.618065214156,-4.33019349751994,0.2517909290596435,0.7201484441757202,0.2,0.9997772216796875,795.9586,-0.0018066167831420898,1790,6543.646484375,,
1900544,-1383.7549,142,58,13319,345.68,0.001,29307.869565153123,-4.352146988362074,0.2544858672936243,0.7230492830276489,0.2,0.9990631103515625,199.76971,0.3583623170852661,1800,11617.9140625,,
1933312,-1643.908,142,59,13580,585.86,0.001,3526.2923038363456,-4.342218563705683,0.19792503979570028,0.720556378364563,0.2,0.9993438720703125,79.06517,5.960464477539063e-08,1810,1892.7425537109375,,
1966080,-1577.8331,142,60,13844,601.0,0.001,2909.250316992402,-4.352785275503993,0.20897953364110436,0.7228044271469116,0.2,0.99959716796875,134.53973,0.0,1820,185.0214080810547,,
1998848,-1486.3895,141,61,14102,601.0,0.001,4387.417835491896,-4.3833793419413265,0.21126688888980424,0.7299246191978455,0.2,0.9995574951171875,287.63666,0.0015163421630859375,1830,3609.022216796875,,
2031616,-1539.2035,141,62,14362,601.0,0.001,1957.7777343451976,-4.423443290777504,0.21632102282019333,0.7359989881515503,0.2,0.99954833984375,494.83783,-1.1920928955078125e-07,1840,918.4104614257812,,
