time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
32768,-589.82947,208,1,157,590.8367346938776,,,,,,,,,,,,,
65536,-475.26874,174,2,375,586.3030303030303,0.001,21650.394423675538,-3.9014796350616963,0.09191535137242682,0.6482486724853516,0.2,0.660760498046875,0.15071627,0.2259993553161621,1240,3617.967041015625,,
98304,-271.62823,165,3,593,585.51,0.001,10913.421560811996,-3.9420853136107326,0.03403884945491882,0.6534175872802734,0.2,0.5089508056640625,0.07496154,0.567402571439743,1250,2935.633056640625,,
131072,-166.643,161,4,811,595.08,0.001,8555.110714697837,-3.97165120029822,0.024931149284657294,0.65842205286026,0.2,0.463226318359375,0.063348934,0.48749130964279175,1260,1787.7784423828125,,
163840,-402.9841,159,5,1029,601.0,0.001,6157.556974852085,-3.990174421528354,0.020380682655127203,0.6618468165397644,0.2,0.44654541015625,0.057786807,0.3809879422187805,1270,1681.7158203125,,
196608,-679.9788,157,6,1247,592.77,0.001,4077.5680861115457,-4.018228612700478,0.01810209612494873,0.6695690155029297,0.2,0.451123046875,0.059873793,0.4302974343299866,1280,1534.7364501953125,,
229376,-806.9561,156,7,1466,598.14,0.001,3578.7744829893113,-4.049276177957654,0.018520951139953466,0.6717468500137329,0.2,0.457342529296875,0.06640578,0.38665497303009033,1290,1466.3609619140625,,
262144,-817.83954,155,8,1686,593.54,0.001,3126.8252451717854,-4.06785283498466,0.021933569217526382,0.6769971251487732,0.2,0.4746734619140625,0.070284575,0.5084760189056396,1300,625.8478393554688,,
294912,-707.98517,154,9,1906,583.22,0.001,4044.091314122081,-4.107123253121972,0.02567708033063809,0.6808408498764038,0.2,0.4932342529296875,0.07479678,0.367534339427948,1310,286.2120056152344,,
327680,-770.53174,154,10,2127,590.53,0.001,3250.972907918692,-4.109648605715483,0.020488662268462576,0.6853359937667847,0.2,0.4607269287109375,0.06654126,0.26700228452682495,1320,196.1365203857422,,
360448,-972.36725,153,11,2348,600.45,0.001,2928.580745714903,-4.175955297332257,0.021888510757321455,0.694299578666687,0.2,0.472259521484375,0.086250775,0.2825368046760559,1330,809.65576171875,,
393216,-1343.4368,152,12,2570,555.71,0.001,2615.7637822031975,-4.220205804519355,0.03365230371607595,0.6933354735374451,0.2,0.543170166015625,0.10084074,0.3918082118034363,1340,428.6379089355469,,
425984,-1591.7742,152,13,2796,491.25,0.001,8833.238658964634,-4.205418240558356,0.018764001105455463,0.6942346692085266,0.2,0.479949951171875,0.06005176,0.3508341312408447,1350,2174.744873046875,,
458752,-1595.7122,151,14,3020,508.81,0.001,5598.059733438492,-4.215747985243797,0.01325943926169657,0.6987448334693909,0.2,0.400567626953125,0.05680996,0.46739107370376587,1360,1213.9754638671875,,
491520,-963.0318,151,15,3245,562.68,0.001,7391.629182577133,-4.215565773565322,0.007797103571078878,0.6979906558990479,0.2,0.3521392822265625,0.040450364,0.5941733121871948,1370,1442.3726806640625,,
524288,-818.78033,151,16,3468,592.89,0.001,5682.177691483497,-4.20828770166263,0.008128164937033944,0.6976271867752075,0.2,0.35975341796875,0.039407007,0.4127348065376282,1380,1564.348876953125,,
557056,-803.4111,150,17,3691,580.88,0.001,3410.3000480145215,-4.206726568285376,0.010504900278988316,0.7012115120887756,0.2,0.3774566650390625,0.045550134,0.45505690574645996,1390,483.9007263183594,,
589824,-466.58734,150,18,3913,579.15,0.001,4755.558302509785,-4.222734987549484,0.008730135567043362,0.6988791823387146,0.2,0.3571746826171875,0.04291735,0.36690521240234375,1400,655.1492919921875,,
622592,-723.6688,150,19,4136,592.89,0.001,6358.439926242829,-4.20261237276718,0.01133202563287341,0.700063943862915,0.2,0.3874420166015625,0.04671687,0.2891847491264343,1410,425.87957763671875,,
655360,-1026.9,150,20,4359,582.83,0.001,5334.494167864323,-4.223251578398049,0.00982944982818026,0.7024919986724854,0.2,0.381842041015625,0.043945473,0.41429173946380615,1420,760.923095703125,,
688128,-905.5299,150,21,4582,588.42,0.001,5029.864614373446,-4.2353611323051155,0.011013991209347295,0.7056214809417725,0.2,0.3909454345703125,0.05363214,0.3773289918899536,1430,1011.96337890625,,
720896,-824.0747,150,22,4805,587.26,0.001,4946.1262333452705,-4.232322734594345,0.009867563941907066,0.7036271095275879,0.2,0.3846832275390625,0.049040258,0.4090213179588318,1440,2655.468017578125,,
753664,-872.4105,149,23,5028,593.47,0.001,5052.8423931062225,-4.254453591722995,0.014123114388689828,0.7029076814651489,0.2,0.4018890380859375,0.048985895,0.2827659845352173,1450,911.3687744140625,,
786432,-851.7455,149,24,5252,601.0,0.001,4854.347410130501,-4.230326499696821,0.013508439177030596,0.7012686729431152,0.2,0.41309814453125,0.051236555,0.2855997681617737,1460,1016.6015014648438,,
819200,-887.0084,149,25,5476,595.08,0.001,3624.368759524822,-4.214869190938771,0.014911161336260647,0.7008522152900696,0.2,0.4308502197265625,0.053584993,0.2192298173904419,1470,1243.8521728515625,,
851968,-870.4007,149,26,5700,585.74,0.001,4922.329518079758,-4.210661915689707,0.009928121302709769,0.6971806287765503,0.2,0.3774169921875,0.043769374,0.2713131308555603,1480,865.1555786132812,,
884736,-960.9578,149,27,5926,588.25,0.001,4656.974900013209,-4.206040348671377,0.012681423327057928,0.6991206407546997,0.2,0.4041900634765625,0.044679172,0.1703670620918274,1490,583.2101440429688,,
917504,-993.6346,149,28,6152,575.72,0.001,4888.396993881464,-4.218864880967885,0.012884581287585207,0.7041131258010864,0.2,0.3785736083984375,0.03911577,0.11332786083221436,1500,953.1846923828125,,
950272,-1094.5155,148,29,6382,573.78,0.001,7409.546823072434,-4.244724655523896,0.00969108230619895,0.7025129795074463,0.2,0.3481414794921875,0.036554582,0.10925900936126709,1510,1225.27978515625,,
983040,-1226.2755,148,30,6611,582.78,0.001,6541.14316816926,-4.249822048842907,0.00837352255780388,0.7064996957778931,0.2,0.3360260009765625,0.032637645,0.13883095979690552,1520,6318.0615234375,,
1015808,-1227.3115,148,31,6839,572.92,0.001,7793.910889327526,-4.253451429773122,0.005177511616147967,0.7076236605644226,0.2,0.2805389404296875,0.02608658,0.15422087907791138,1530,2264.07373046875,,
1048576,-1559.0256,148,32,7067,538.04,0.001,6750.224227774143,-4.260552799236029,0.0031646283550799126,0.710306704044342,0.2,0.2289886474609375,0.020468824,0.30976587533950806,1540,4141.0439453125,,
1081344,-1298.4973,148,33,7296,556.42,0.001,8345.044143354893,-4.284575348161161,0.002393854879665014,0.7091073393821716,0.2,0.217510986328125,0.020184206,0.3484920263290405,1550,5240.31640625,,
1114112,-986.9406,148,34,7526,589.13,0.001,9163.485211741925,-4.268312499206513,0.001483104882618136,0.7077767848968506,0.2,0.1975677490234375,0.017214226,0.3221404552459717,1560,1207.5284423828125,,
1146880,-884.0588,147,35,7756,587.47,0.001,7731.245032382011,-4.258213696721941,0.004537321990028431,0.7019160389900208,0.2,0.219366455078125,0.019869542,0.2598456144332886,1570,2745.269287109375,,
1179648,-963.56836,147,36,7986,591.33,0.001,8654.688502621651,-4.229797024745494,0.003861223433568739,0.7011736035346985,0.2,0.215460205078125,0.017035391,0.21674275398254395,1580,1857.497802734375,,
1212416,-983.16583,147,37,8217,569.91,0.001,8353.292981052398,-4.198062540963292,0.0003770471144662224,0.6977337598800659,0.2,0.208355712890625,0.018065942,0.3239942789077759,1590,1270.2484130859375,,
1245184,-859.1552,147,38,8449,569.85,0.001,10853.047000098228,-4.1975806908681985,0.0004890217648608087,0.6974241137504578,0.2,0.2074371337890625,0.018363448,0.313102662563324,1600,4059.3681640625,,
1277952,-740.11584,147,39,8680,591.1,0.001,8115.0897242307665,-4.189163951668888,0.0021359087801783973,0.695559561252594,0.2,0.216119384765625,0.018428486,0.3824758529663086,1610,950.9957885742188,,
1310720,-757.37354,147,40,8909,584.27,0.001,9724.693906092643,-4.156337901763618,-0.00033621784821207256,0.6871870756149292,0.2,0.213946533203125,0.019101704,0.38975173234939575,1620,3286.3857421875,,
1343488,-755.34686,147,41,9138,584.93,0.001,6918.495895695686,-4.132692522369325,0.000437433436354695,0.6850835084915161,0.2,0.234283447265625,0.021215737,0.4335039258003235,1630,946.3071899414062,,
1376256,-544.7165,146,42,9366,594.33,0.001,9061.61777613163,-4.125751617737114,0.002761856112147143,0.6839905977249146,0.2,0.246551513671875,0.023901843,0.3454706072807312,1640,2664.83935546875,,
1409024,-702.37854,146,43,9595,585.45,0.001,8945.256778216362,-4.103108427487314,0.0020645836702897213,0.6823567152023315,0.2,0.2559814453125,0.025964495,0.4019092321395874,1650,1027.1793212890625,,
1441792,-739.0307,146,44,9825,578.26,0.001,8110.953832423687,-4.119701982755214,0.0067280164809517375,0.6858704686164856,0.2,0.3112213134765625,0.03024486,0.4248164892196655,1660,1305.735107421875,,
1474560,-769.99805,146,45,10057,589.76,0.001,9619.423476696014,-4.142483906168491,0.0040377337919721866,0.6883178353309631,0.2,0.259466552734375,0.024780188,0.3565317988395691,1670,1245.914794921875,,
1507328,-848.6473,146,46,10289,599.54,0.001,8414.132302331924,-4.161417098995298,0.010705112212644963,0.6905097365379333,0.2,0.314581298828125,0.032887746,0.3494298458099365,1680,792.3092041015625,,
1540096,-739.1747,146,47,10526,591.33,0.001,8463.315904259682,-4.1662668628618125,0.012588957725733962,0.6926316022872925,0.2,0.324432373046875,0.031619467,0.3133963942527771,1690,3780.404052734375,,
