time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
105,6861.465,1,8192,831.1666666666666,77,,,,,,,,,,,
231,7428.137,2,16384,855.0666666666667,70,0.0001,0.5653023421764374,34513.36467285156,0.0054855207,3480,-0.0007434390819980763,0.39378559589385986,0.2,-1.9389460206031799,0.02520751953125,11979.7236328125
352,8200.049,3,24576,916.1666666666666,69,0.0001,0.4382951259613037,53978.78850097656,0.004351545,3490,-0.000316296293749474,0.39378949999809265,0.2,-1.9390450060367583,0.0255126953125,19615.474609375
472,9086.09,4,32768,972.8387096774194,69,0.0001,0.6663259863853455,39670.56496582031,0.0028483872,3500,-0.0007260660582687706,0.39380165934562683,0.2,-1.9391034483909606,0.0078857421875,13149.982421875
591,9148.598,5,40960,991.8205128205128,69,0.0001,0.5062083899974823,38340.13720703125,0.004299731,3510,0.0005650115956086666,0.39382272958755493,0.2,-1.9392707839608192,0.0186767578125,13762.9189453125
722,9523.239,6,49152,1023.0222222222222,68,0.0001,0.5235773921012878,42027.9603515625,0.0054697245,3520,-0.0005492986849276349,0.39380961656570435,0.2,-1.9393649011850358,0.02535400390625,15313.490234375
834,9914.195,7,57344,1049.4528301886792,68,0.0001,0.6813922226428986,41804.19641113281,0.0034047342,3530,-0.0006989097979385406,0.39379003643989563,0.2,-1.9391792193055153,0.01107177734375,11770.6689453125
939,8964.926,8,65536,1007.063492063492,69,0.0001,0.6589275896549225,35049.39206542969,0.0046423096,3540,-0.0003976976324338466,0.3937973380088806,0.2,-1.9391155704855918,0.02166748046875,11267.390625
1059,9101.301,9,73728,1015.7536231884058,69,0.0001,0.3223308324813843,256992.8904296875,0.005375825,3550,-0.004427961868350394,0.39381399750709534,0.2,-1.9392417207360269,0.03822021484375,124515.34375
1173,9221.038,10,81920,1018.5384615384615,69,0.0001,0.7159423232078552,39049.57917480469,0.0025707767,3560,0.00015545844507869333,0.39381709694862366,0.2,-1.9393714681267737,0.00902099609375,13318.1240234375
1284,8627.457,11,90112,1011.9651162790698,70,0.0001,0.8039064258337021,41492.21674804688,0.0036623902,3570,0.00019707232859218494,0.393794447183609,0.2,-1.9392856314778328,0.01798095703125,11892.8466796875
1400,8567.812,12,98304,999.659793814433,70,0.0001,0.5834336280822754,41207.572094726565,0.0041344175,3580,-0.0010704886793973857,0.39380204677581787,0.2,-1.9391557469964027,0.01795654296875,15634.30859375
1529,8999.019,13,106496,1024.89,69,0.0001,0.6324038803577423,49824.446948242185,0.0035150305,3590,0.00015121303149499,0.39379194378852844,0.2,-1.939199560880661,0.00986328125,18242.46875
1637,8739.116,14,114688,1009.85,70,0.0001,0.7099030911922455,33568.54575195313,0.004035028,3600,-0.0003367370503838174,0.393780916929245,0.2,-1.939065045118332,0.015283203125,10968.9833984375
1757,8917.831,15,122880,1027.41,69,0.0001,0.5436204075813293,40779.03071289063,0.0033837412,3610,-0.0002819679823005572,0.39377379417419434,0.2,-1.9389500677585603,0.00987548828125,19257.076171875
1870,8564.908,16,131072,1001.78,70,0.0001,0.5362038612365723,41834.17270507813,0.0031826508,3620,-0.001075083890464157,0.39378586411476135,0.2,-1.9389721781015397,0.0129638671875,12441.181640625
1999,8726.462,17,139264,1009.22,69,0.0001,0.5841673314571381,46389.24331054687,0.004228404,3630,0.0002624248154461384,0.39375489950180054,0.2,-1.9389366582036018,0.0156494140625,14598.02734375
2105,8098.2207,18,147456,960.25,70,0.0001,0.622453510761261,41526.970922851564,0.004167451,3640,-0.0015006878078565934,0.3937299847602844,0.2,-1.938605973124504,0.01434326171875,13274.9580078125
2219,8072.9062,19,155648,967.59,70,0.0001,0.532968282699585,39893.80356445313,0.0027033675,3650,-0.0001830413588322699,0.3937235176563263,0.2,-1.9384231656789779,0.00567626953125,11518.26171875
2337,8564.793,20,163840,990.97,70,0.0001,0.699194073677063,42975.1201171875,0.005861973,3660,-0.0002985960280057043,0.39372530579566956,0.2,-1.9384039670228959,0.0333984375,16530.23828125
2450,8050.2363,21,172032,955.31,70,0.0001,0.5749618113040924,41747.750268554686,0.0030760304,3670,2.033201599260792e-05,0.3937186300754547,0.2,-1.9383921891450882,0.0072998046875,16989.857421875
2564,8330.515,22,180224,950.8,70,0.0001,0.4394468069076538,46438.65512695313,0.0031648008,3680,-0.00037433871111716146,0.3937353491783142,0.2,-1.9384114682674407,0.0147216796875,14273.1259765625
2692,8935.936,23,188416,995.21,69,0.0001,0.5880541205406189,40864.57670898437,0.0060414667,3690,-0.0005030028725741432,0.3937601149082184,0.2,-1.9386299148201942,0.02900390625,20234.068359375
2821,9418.53,24,196608,1037.22,69,0.0001,0.7096011936664581,31248.206640625,0.0029569394,3700,0.0019392868955037557,0.39374616742134094,0.2,-1.938743384182453,0.01048583984375,11699.8681640625
2943,9371.524,25,204800,1046.47,69,0.0001,0.7203122675418854,35168.775219726565,0.0061316337,3710,0.0024803894353681243,0.3937385678291321,0.2,-1.9385811641812325,0.049658203125,11239.7060546875
