rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/approx_kl
674.93,327,1,3125.731,24,212992,,,,,,,,,,,
680.26,246,2,3211.7341,66,221184,0.390884667634964,-1.9111139085143805,0.0003,13258.048511886596,-0.0008123656527459389,0.0923828125,2730,0.4099521040916443,0.2,2963.404052734375,0.008746823
707.45,218,3,3455.876,112,229376,0.39058998227119446,-1.9081885047256946,0.0003,14031.684028625488,-0.0004764743396663107,0.08214111328125,2740,0.3038319945335388,0.2,2401.977783203125,0.009051489
712.26,208,4,3467.6477,156,237568,0.3905293941497803,-1.906436658091843,0.0003,11230.640729904175,0.0003574073070922168,0.08489990234375,2750,0.394692063331604,0.2,2457.83837890625,0.008817576
743.88,202,5,3737.7537,202,245760,0.3901710510253906,-1.9044844785705208,0.0003,11442.931103515624,-0.00026582637037790845,0.110888671875,2760,0.27727603912353516,0.2,2019.683837890625,0.0109851025
763.21,200,6,3981.586,244,253952,0.39010119438171387,-1.9019784236326813,0.0003,14864.400082778931,0.0010258256446832093,0.1131591796875,2770,0.4399353861808777,0.2,1791.5062255859375,0.010679335
790.55,199,7,4168.877,287,262144,0.3900642395019531,-1.9016523461788892,0.0003,14290.54345703125,3.9959585956239606e-05,0.0811767578125,2780,0.3859292268753052,0.2,4283.4169921875,0.008739023
791.93,199,8,4010.817,328,270336,0.3901015520095825,-1.9014875266700983,0.0003,11687.101516342163,-0.0013779636972685693,0.08824462890625,2790,0.3971031904220581,0.2,1815.764892578125,0.009142036
827.63,197,9,4205.377,373,278528,0.39010941982269287,-1.9018772972747684,0.0003,14078.623863601684,0.0009779599618923384,0.067431640625,2800,0.44335848093032837,0.2,3820.0732421875,0.0069976393
846.17,196,10,4482.2627,417,286720,0.3897402286529541,-1.9001189660280944,0.0003,14223.52527809143,0.0008071100910456153,0.0826904296875,2810,0.4416124224662781,0.2,1817.7418212890625,0.008651078
848.28,196,11,4518.1855,459,294912,0.3895302414894104,-1.8969784252345563,0.0003,14053.721973800659,-0.001117431013881287,0.057421875,2820,0.4663982391357422,0.2,3758.51953125,0.006626482
851.91,195,12,4494.951,501,303104,0.3895169794559479,-1.895783931016922,0.0003,12446.54821395874,0.00017396560870110988,0.0893310546875,2830,0.4999927282333374,0.2,2633.796875,0.0077625858
857.25,195,13,4517.1567,543,311296,0.38964614272117615,-1.8962077092379332,0.0003,12765.066344070434,-0.002459333849765244,0.09422607421875,2840,0.49354541301727295,0.2,1891.107421875,0.008452828
842.79,195,14,4579.6343,587,319488,0.3897205889225006,-1.8972312390804291,0.0003,13382.295375823975,-0.0001659976249356987,0.06087646484375,2850,0.5322774648666382,0.2,2143.811279296875,0.006425839
859.17,194,15,4910.181,630,327680,0.38931745290756226,-1.8956679997965693,0.0003,13023.043982696534,-0.00016011604602681473,0.0777587890625,2860,0.453396201133728,0.2,2324.419189453125,0.008080594
832.95,194,16,4599.7456,672,335872,0.3893796503543854,-1.893507145345211,0.0003,12118.746252441406,-0.000271524833078729,0.0727294921875,2870,0.6246413588523865,0.2,2852.14013671875,0.007487501
812.6,194,17,4516.6577,715,344064,0.38945257663726807,-1.893971597775817,0.0003,12148.0982421875,-0.0003174991721607512,0.06553955078125,2880,0.5552080273628235,0.2,2083.679931640625,0.0063624214
824.21,194,18,4754.228,759,352256,0.38927793502807617,-1.8933784637600184,0.0003,17227.11812133789,-0.004176078904492897,0.114990234375,2890,0.6849345862865448,0.2,3273.80419921875,0.010281253
860.59,193,19,5004.5293,802,360448,0.38899099826812744,-1.891367908194661,0.0003,11239.921616744996,-0.0020183913824439515,0.0977783203125,2900,0.8125929981470108,0.2,2711.7607421875,0.008992857
848.26,194,20,4747.9653,844,368640,0.3886985778808594,-1.8879876099526882,0.0003,15355.041619110107,-0.002514379850981641,0.09364013671875,2910,0.5339438617229462,0.2,2847.832275390625,0.009737138
832.23,194,21,4742.831,884,376832,0.3889245390892029,-1.8875736869871615,0.0003,10756.781378936768,-0.0020742061187775107,0.06695556640625,2920,0.6714251935482025,0.2,1562.19921875,0.0072760773
837.3,194,22,4600.1973,926,385024,0.38902178406715393,-1.8890774197876454,0.0003,14194.415649032593,0.00023667512759857346,0.082177734375,2930,0.4752461314201355,0.2,2497.0478515625,0.008316465
822.26,194,23,4407.8994,968,393216,0.38914284110069275,-1.890275259129703,0.0003,10436.733431243896,-0.001508656351143145,0.096728515625,2940,0.539973795413971,0.2,2041.4227294921875,0.00932488
822.02,194,24,4257.629,1013,401408,0.3889181613922119,-1.8898649932816625,0.0003,10924.32790031433,-0.0001870487099949969,0.10606689453125,2950,0.6256332397460938,0.2,2473.305908203125,0.010284636
833.98,194,25,4026.4016,1055,409600,0.3888562321662903,-1.8883911745622755,0.0003,13393.010367202758,-0.0017664166300164652,0.090869140625,2960,0.8220389485359192,0.2,2960.82177734375,0.008238358
