time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/clip_fraction,train/std,train/policy_gradient_loss,train/n_updates,train/loss,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,eval/mean_ep_length,eval/mean_reward
120,301.0,64,6514,224.35541,786432,0.5530452728271484,8.138020833333333e-06,0.9978357553482056,-0.0006123405357357115,630,243.2750701904297,0.0012046109,1202.3365490198134,1e-06,-5.667379129926363,0.2,,
120,301.0,65,6613,245.2864,798720,0.31683653593063354,0.0,0.9978325963020325,-0.00040727062720786,640,245.16464233398438,0.0006967969,3420.220643003782,1e-06,-5.667035230497519,0.2,,
120,301.0,66,6705,213.39926,811008,0.3722875714302063,0.00026041666666666666,0.9978783130645752,-0.0007261124529274336,650,271.8470458984375,0.0018642728,2712.7662703275682,1e-06,-5.667185352991025,0.2,,
121,301.0,67,6796,249.13263,823296,0.7663962095975876,0.0003662109375,0.9978828430175781,-0.0008753218845716522,660,251.36363220214844,0.0021819386,529.2048359592756,1e-06,-5.667219232395292,0.2,,
121,301.0,68,6904,212.55658,835584,0.5201960504055023,0.0,0.9978455305099487,-0.00029044532481445156,670,216.00437927246094,0.0007285971,2006.520851445198,1e-06,-5.6671388238668445,0.2,,
121,301.0,69,7006,176.63177,847872,0.6357792019844055,0.0,0.9979104995727539,-0.00041819838515948503,680,212.37696838378906,0.0009291848,1312.287766647339,1e-06,-5.667261728396018,0.2,,
121,301.0,70,7106,219.2957,860160,0.6737278699874878,0.004060872395833333,0.9978865385055542,-0.0019743526085221675,690,465.1597900390625,0.0036275021,1251.5696972290675,1e-06,-5.667352052778005,0.2,,
121,301.0,71,7205,235.03297,872448,0.5051744878292084,0.0055908203125,0.9979696273803711,-0.002280069613091958,700,240.31578063964844,0.0040702433,2036.0855744083722,1e-06,-5.66746757303675,0.2,,
121,301.0,72,7302,260.6261,884736,0.5019902586936951,0.0027750651041666668,0.9979492425918579,-0.001347314493371717,710,221.52215576171875,0.003092316,1334.3860606471696,1e-06,-5.667605663090944,0.2,,
121,301.0,73,7399,238.37802,897024,0.5332227349281311,0.0,0.9979939460754395,-0.00029228824763170754,720,212.71780395507812,0.00067125744,1971.03031766812,1e-06,-5.667617123822371,0.2,,
121,301.0,74,7513,278.33655,909312,0.46354252099990845,0.0001953125,0.9979702830314636,-0.0006693346858810401,730,310.1444091796875,0.0015174681,2776.7424763758977,1e-06,-5.667636043702562,0.2,,
121,301.0,75,7606,274.63254,921600,0.5135738849639893,0.000439453125,0.9980353713035583,-0.001290456164376034,740,204.26634216308594,0.0021982177,1987.5836191892624,1e-06,-5.6677525520324705,0.2,,
121,301.0,76,7697,304.2715,933888,0.41911256313323975,8.138020833333333e-06,0.9980459213256836,-0.0006109306665166514,750,337.31378173828125,0.001442328,3019.2113983392715,1e-06,-5.667870071157813,0.2,,
121,301.0,77,7786,308.45367,946176,0.21079379320144653,0.0034261067708333333,0.9981362819671631,-0.0018464364372145308,760,211.34542846679688,0.003542307,4296.30377749602,1e-06,-5.668135194232066,0.2,,
121,301.0,78,7874,272.91583,958464,0.6074185371398926,0.016015625,0.9982019066810608,-0.003836107193092175,770,294.21173095703125,0.0054236,1376.6319209218025,1e-06,-5.66839616385599,0.2,,
121,301.0,79,7962,305.87985,970752,0.3233757019042969,0.0,0.9981788396835327,-0.0001544760698986162,780,217.8095703125,0.00039997525,3592.78482931455,1e-06,-5.668472568442424,0.2,,
121,301.0,80,8065,313.7625,983040,0.4095902442932129,8.138020833333333e-06,0.9982433915138245,-0.0005711701540955498,790,240.96961975097656,0.001215276,2895.5344469189645,1e-06,-5.668550380691886,0.2,,
121,301.0,81,8172,325.8779,995328,0.5623451769351959,0.0053141276041666664,0.9981858134269714,-0.002358149799874809,800,234.03797912597656,0.0038071678,1234.21428617239,1e-06,-5.668621347968777,0.2,,
121,301.0,82,8283,272.47208,1007616,0.3264390826225281,0.0030924479166666665,0.9981944561004639,-0.00217622274964621,810,240.86868286132812,0.003390815,2940.026513485114,1e-06,-5.6684997018426655,0.2,,
