time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/loss,train/n_updates,train/value_loss,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
353,92,32768,2441.5627,878.1428571428571,1,,,,,,,,,,,,,
324,202,65536,2660.2402,908.2698412698413,2,0.13712158203125,11310.50390625,2480,34892.290462112425,0.394481360912323,0.0001,0.002807781620958849,0.012224733829498291,0.2,-1.9468950839713215,0.013075143,,
305,321,98304,2690.2065,920.5,3,0.0916778564453125,8360.734375,2490,32280.079223442077,0.3944527208805084,0.0001,0.0014824832975136814,0.13712865114212036,0.2,-1.9462732271291316,0.009518196,,
298,439,131072,3066.0938,944.96,4,0.0709320068359375,10038.1376953125,2500,29498.611692047118,0.3943747878074646,0.0001,0.0015592939084854152,0.1719793677330017,0.2,-1.9456283183768392,0.008397269,,
292,559,163840,3927.949,1002.44,5,0.077227783203125,15328.48046875,2510,29156.271925735473,0.39426231384277344,0.0001,0.0005539205329114338,0.17636919021606445,0.2,-1.944636167632416,0.008141909,,
288,681,196608,4417.7,1034.48,6,0.059088134765625,7207.93701171875,2520,29280.189907836913,0.39427655935287476,0.0001,0.0009578326538758119,0.32691001892089844,0.2,-1.9441024289932103,0.0072098644,,
286,800,229376,4947.644,1066.02,7,0.0605255126953125,8470.9228515625,2530,25863.373165512086,0.3939597010612488,0.0001,0.0009563297415297711,0.3438934087753296,0.2,-1.9426228943280877,0.0069429195,,
283,923,262144,5331.377,1101.8,8,0.0749725341796875,6871.81787109375,2540,29073.83391151428,0.39384451508522034,0.0001,0.0015893537047304562,0.26211345195770264,0.2,-1.9402882800903172,0.008074189,,
282,1044,294912,5847.697,1111.9,9,0.0606475830078125,6987.4423828125,2550,28746.0018535614,0.39364415407180786,0.0001,0.00018240428817080102,0.3299422860145569,0.2,-1.9388016083743422,0.0072486326,,
280,1166,327680,6354.4136,1120.86,10,0.0684600830078125,6439.248046875,2560,32155.618576812743,0.3936256170272827,0.0001,0.00037574378211502335,0.3268369436264038,0.2,-1.937638243054971,0.0070454497,,
279,1289,360448,6421.933,1095.76,11,0.0763214111328125,7939.23095703125,2570,29557.767802810667,0.3935829997062683,0.0001,0.0012433053874701728,0.2990570664405823,0.2,-1.9374016984831541,0.00786261,,
278,1409,393216,6613.0107,1092.38,12,0.0758453369140625,6609.5087890625,2580,28426.28423309326,0.39336705207824707,0.0001,0.0005945769345998997,0.4762369394302368,0.2,-1.936210476513952,0.0076345047,,
278,1530,425984,6726.535,1099.37,13,0.0656707763671875,8628.1298828125,2590,29833.228138351442,0.3932057321071625,0.0001,0.0009445041252547526,0.40259313583374023,0.2,-1.934316369332373,0.0075688628,,
277,1653,458752,6724.141,1088.76,14,0.0802581787109375,7889.2470703125,2600,29015.7125125885,0.3932511806488037,0.0001,0.001322969625289261,0.39929378032684326,0.2,-1.9335926061030477,0.008042656,,
