time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_range,train/explained_variance,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/std,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
1,524,32768,62,-141.93654,301.0,,,,,,,,,,,,,
2,511,65536,128,-51.295567,301.0,0.2,-1.0371208190917969e-05,0.004524459,1086.8781568706036,45.606266021728516,10,-5.680434871837496,0.001,-0.0008482510398607701,1.0001819133758545,0.0537445068359375,,
3,493,98304,199,41.678932,301.0,0.2,0.03590196371078491,0.006749469,702.9695578783751,637.212890625,20,-5.670209413394332,0.001,-0.004223981097129581,0.9968498945236206,0.0474334716796875,,
4,493,131072,265,93.01541,301.0,0.2,0.02805936336517334,0.0050246343,1615.2271003842354,138.81582641601562,30,-5.657527636736631,0.001,-0.0018551084755017654,0.993048906326294,0.031939697265625,,
5,493,163840,332,124.59986,301.0,0.2,-0.013785719871520996,0.0053437883,2160.526139450073,476.4057312011719,40,-5.6522076115012165,0.001,-0.0013808027553750435,0.9966669082641602,0.0250823974609375,,
6,489,196608,401,217.56339,301.0,0.2,-0.021214962005615234,0.0066969628,2758.2547748327256,88.84739685058594,50,-5.664810649678111,0.001,-0.0007910473190349876,0.9959299564361572,0.0389129638671875,,
7,483,229376,474,197.236,301.0,0.2,-0.013075113296508789,0.0075035756,1882.453805541992,600.9300537109375,60,-5.6593144703656435,0.001,-0.0016663927330228035,0.9989312887191772,0.06646728515625,,
8,482,262144,543,64.406715,301.0,0.2,-0.1806013584136963,0.006807399,2416.309345757961,794.7941284179688,70,-5.677553359791636,0.001,-0.00011195572387805442,1.0013447999954224,0.06002197265625,,
9,480,294912,613,233.03168,301.0,0.2,-0.011010050773620605,0.009222386,63537.48774149418,212589.171875,80,-5.678650311380625,0.001,0.00036188074827805396,1.002279281616211,0.11474609375,,
10,480,327680,682,464.3864,301.0,0.2,-0.01983499526977539,0.009272877,1421.540222489834,1356.83544921875,90,-5.65644806176424,0.001,-0.001032593470517895,0.9929566383361816,0.094696044921875,,
11,477,360448,754,375.92438,301.0,0.2,-0.013742923736572266,0.009579812,3588.5738736629487,954.6410522460938,100,-5.628270048648119,0.001,-0.0006496054091257974,0.9860479235649109,0.1185333251953125,,
12,476,393216,824,438.3275,301.0,0.2,-0.032918691635131836,0.0123236645,2770.954759860039,261.4127197265625,110,-5.601245344430208,0.001,0.0005801748700832831,0.978441596031189,0.1270263671875,,
13,475,425984,896,390.50415,301.0,0.2,-0.04453778266906738,0.011860342,2898.836270403862,320.3252258300781,120,-5.573182500526309,0.001,-0.001192164668282203,0.9711352586746216,0.1236328125,,
14,474,458752,965,494.8292,301.0,0.2,0.004302799701690674,0.010788682,2238.4688787579535,1184.640869140625,130,-5.525414521619678,0.001,-0.0010149861744139343,0.9576548337936401,0.109930419921875,,
