rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
941.4347826086956,32768,325,3899.6047,1,100,,,,,,,,,,,,,
1007.0877192982456,65536,329,4265.9644,2,199,10485.6240234375,-1.9467850318178535,0.0001,0.05406475067138672,0.3944697082042694,0.009728953,2480,0.090106201171875,44486.43798828125,0.2,0.002279437343895552,,
966.9032258064516,98304,330,3875.6465,3,297,14117.142578125,-1.9465846806764602,0.0001,0.1832975149154663,0.3945581018924713,0.0082827415,2490,0.065850830078125,41411.12652282715,0.2,0.0015983740358933574,,
958.7,131072,333,3854.26,4,392,18937.306640625,-1.9469047889113427,0.0001,0.1965576410293579,0.39452850818634033,0.008462683,2500,0.0711761474609375,44390.18475341797,0.2,0.0010803042103361804,,
932.45,163840,334,3681.7666,5,490,15539.3974609375,-1.9467023672536015,0.0001,0.22402775287628174,0.3945215940475464,0.006598315,2510,0.047003173828125,44170.121563720706,0.2,0.0009215443358698394,,
926.37,196608,335,3843.2424,6,585,17684.75,-1.946706053800881,0.0001,0.11145895719528198,0.3945302665233612,0.00710919,2520,0.058013916015625,42127.52211914062,0.2,0.0012041454127029283,,
917.54,229376,335,3749.1428,7,683,12763.5302734375,-1.9465933756902813,0.0001,0.27342259883880615,0.3945011794567108,0.008035481,2530,0.06563720703125,38738.141903686526,0.2,-0.00020668406468757894,,
932.19,262144,334,4228.5166,8,782,14243.9892578125,-1.9457374691963196,0.0001,0.32267725467681885,0.39437317848205566,0.0051644994,2540,0.029913330078125,39450.03648376465,0.2,4.3920159987465014e-05,,
969.33,294912,335,4499.1055,9,880,15648.896484375,-1.9449939349666239,0.0001,0.3019893765449524,0.39436107873916626,0.0059979195,2550,0.042059326171875,36911.851974487305,0.2,-0.0008161114714312134,,
1014.83,327680,334,5076.669,10,980,12824.61328125,-1.9446559915319086,0.0001,0.3689521551132202,0.39429181814193726,0.0062042987,2560,0.0438232421875,36176.661337280275,0.2,0.0006464335478085559,,
1005.27,360448,332,5157.352,11,1084,13570.75390625,-1.9438675038516522,0.0001,0.37212949991226196,0.3942052125930786,0.006094313,2570,0.04371337890625,40611.74807434082,0.2,-0.0009865999407338677,,
1027.66,393216,331,5687.188,12,1187,15185.8349609375,-1.943201693147421,0.0001,0.349562406539917,0.3941552937030792,0.0055790283,2580,0.0363861083984375,41428.81778259277,0.2,0.0002150895190425217,,
1034.32,425984,329,6236.148,13,1293,12637.91015625,-1.9425133904442191,0.0001,0.42615336179733276,0.3940703272819519,0.0066985292,2590,0.04501953125,40069.73244934082,0.2,-7.464037262252531e-05,,
1038.12,458752,328,6489.395,14,1395,13858.8134765625,-1.9418356772512197,0.0001,0.4735215902328491,0.394022136926651,0.006379677,2600,0.050482177734375,38723.66865539551,0.2,-0.0005026872810049099,,
1050.32,491520,327,6854.2227,15,1499,12367.0830078125,-1.941341091506183,0.0001,0.4435080289840698,0.39396384358406067,0.005847159,2610,0.0460113525390625,39279.4386505127,0.2,0.00013788797441520727,,
1059.52,524288,326,6658.158,16,1608,13041.9248046875,-1.940641886740923,0.0001,0.4367647171020508,0.39388689398765564,0.006055598,2620,0.04298095703125,37670.9446105957,0.2,0.0003134794693323784,,
1101.34,557056,325,7034.0537,17,1712,15571.427734375,-1.9400938272476196,0.0001,0.34261083602905273,0.3938528299331665,0.007111474,2630,0.0536346435546875,96394.10708618164,0.2,-2.2028036255505867e-05,,
1118.36,589824,324,7541.1523,18,1819,10569.6884765625,-1.9395701199769975,0.0001,0.48440754413604736,0.3937736451625824,0.00631137,2640,0.04656982421875,36292.263540649416,0.2,-0.00019595103076426313,,
1089.72,622592,323,7823.181,19,1921,15411.40234375,-1.9386607687920332,0.0001,0.6013085842132568,0.3936704397201538,0.005767281,2650,0.044818115234375,37562.91942749023,0.2,0.00027028312488255326,,
1060.61,655360,323,7950.8086,20,2028,13055.81640625,-1.937894837744534,0.0001,0.4409763216972351,0.3936186134815216,0.0055751163,2660,0.0376678466796875,39708.53161926269,0.2,-6.671477094641887e-05,,
1052.63,688128,322,7878.0464,21,2132,14649.51171875,-1.937332514487207,0.0001,0.47687506675720215,0.39355984330177307,0.0047827894,2670,0.0285919189453125,37910.99844970703,0.2,-0.00011645600243355147,,
1041.02,720896,321,7902.375,22,2239,16058.9482421875,-1.936909055709839,0.0001,0.47250694036483765,0.3935311734676361,0.0060840314,2680,0.04091796875,38815.61374511719,0.2,4.8569196951575575e-05,,
