time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-229.8241,570,32768,301.0,,,,,,,,,,,
2,120,-228.05414,543,65536,301.0,115.48217010498047,10,-5.675840312987566,-0.0017001661458380113,0.0003121341,241.07862207889556,0.2,0.0,-0.0008249282836914062,1.0000416040420532,1e-06
3,184,-193.07574,532,98304,301.0,91.35197448730469,20,-5.676128036528826,-0.002297460495719861,0.00048411777,201.25138568878174,0.2,0.0,-0.0011898279190063477,1.0001451969146729,1e-06
4,247,-160.16951,528,131072,301.0,74.80345916748047,30,-5.676496937125921,-0.002688040009525139,0.0007454636,168.54009149074554,0.2,0.0,-0.0015048980712890625,1.000227689743042,1e-06
5,311,-101.524765,526,163840,301.0,60.27708435058594,40,-5.676865342259407,-0.004259412273131602,0.0015613949,136.29963572025298,0.2,7.01904296875e-05,-0.0015735626220703125,1.00032377243042,1e-06
6,374,-11.942704,525,196608,301.0,62.87338638305664,50,-5.676940830051899,-0.00691419320901332,0.00404433,119.61567873954773,0.2,0.004864501953125,-0.0010607242584228516,1.0002306699752808,1e-06
7,437,118.08996,524,229376,301.0,60.84020233154297,60,-5.6761088572442535,-0.011252929946931545,0.0083981585,123.58792600631713,0.2,0.04864501953125,-0.0006175041198730469,0.9999200701713562,1e-06
8,500,117.88072,523,262144,301.0,152.8235321044922,70,-5.675421403348446,0.0002116182139616285,1.2652514e-05,1026.5600471496582,0.2,0.0,-2.384185791015625e-06,0.9999192357063293,1e-06
9,564,98.79241,522,294912,301.0,89.06997680664062,80,-5.675412165373563,2.3660291753913042e-05,9.1367474e-07,1576.5725005626678,0.2,0.0,5.131959915161133e-05,0.9999102354049683,1e-06
10,627,62.062466,522,327680,301.0,174.58255004882812,90,-5.675414115190506,-0.00044103800537413916,0.00015522956,1286.0558843135834,0.2,0.0,0.00013184547424316406,0.9999181032180786,1e-06
11,690,91.187996,521,360448,301.0,756.2379760742188,100,-5.67539414986968,-0.001161269704971346,0.0009026082,1012.3240791559219,0.2,0.0,0.00024020671844482422,0.9998928308486938,1e-06
12,753,71.68791,521,393216,301.0,462.98651123046875,110,-5.675286254286766,-0.001318752206816498,0.001524651,1278.183393263817,0.2,5.4931640625e-05,0.00021123886108398438,0.9998658895492554,1e-06
13,817,87.21712,521,425984,301.0,217.62831115722656,120,-5.67527102380991,-0.0022876439385072444,0.0030387428,718.3771669864655,0.2,0.0015533447265625,0.00027549266815185547,0.9999008178710938,1e-06
14,880,43.441944,520,458752,301.0,1119.4237060546875,130,-5.675363489985466,-0.0017399755422957241,0.0027544159,1080.7047807693482,0.2,0.0010467529296875,0.00018554925918579102,0.9998906254768372,1e-06
15,945,0.73666304,519,491520,301.0,114.57134246826172,140,-5.67517928108573,-0.0032009334388931167,0.0051673823,537.8608298778533,0.2,0.0211181640625,0.00022172927856445312,0.9997986555099487,1e-06
16,1009,29.979475,519,524288,301.0,198.07904052734375,150,-5.67493986338377,-0.0008081850229245902,0.00068542286,619.358599948883,0.2,0.0,0.00024503469467163086,0.9997992515563965,1e-06
17,1072,6.313111,519,557056,301.0,625.3109130859375,160,-5.674940649420023,-0.0002779245596684632,0.00060567085,953.0637757778168,0.2,0.0,0.00022840499877929688,0.9997879862785339,1e-06
18,1135,-3.20836,519,589824,301.0,214.4429168701172,170,-5.674891435354948,-0.0006406315463209466,0.0010126452,958.1644383907318,0.2,3.0517578125e-06,0.0004538893699645996,0.9997869729995728,1e-06
19,1198,-43.881905,519,622592,301.0,700.18896484375,180,-5.67486821487546,-0.00014200432947291118,0.00010491531,1063.577490758896,0.2,0.0,0.0007600188255310059,0.9997693300247192,1e-06
20,1262,-36.584,519,655360,301.0,596.4885864257812,190,-5.67478825300932,-2.7909442451345967e-05,1.7897244e-05,1091.618551683426,0.2,0.0,0.0012850761413574219,0.9997431039810181,1e-06
21,1325,-44.80907,519,688128,301.0,969.1069946289062,200,-5.674752836674452,-0.00013195249703130686,0.00011625017,1048.3116601467132,0.2,0.0,0.00154191255569458,0.9997605085372925,1e-06
22,1388,-91.424835,519,720896,301.0,225.69195556640625,210,-5.6747549071908,-0.00031444081314475626,0.00047722727,767.8125557899475,0.2,0.0,0.00271528959274292,0.9997364282608032,1e-06
23,1452,-85.49333,518,753664,301.0,279.118896484375,220,-5.674747524410487,-0.0003058635593333747,0.00060453103,538.391856098175,0.2,0.0,0.004154026508331299,0.9997763633728027,1e-06
24,1516,-126.55292,518,786432,301.0,319.5549621582031,230,-5.674810802936554,-0.00028775000100722536,0.000500279,1494.6583878517151,0.2,0.0,0.0013064146041870117,0.9997446537017822,1e-06
25,1580,-143.76016,518,819200,301.0,347.3038635253906,240,-5.67468833103776,-0.00021687590297005954,0.00020831215,982.2237219810486,0.2,0.0,0.0014612674713134766,0.9997236728668213,1e-06
26,1644,-155.63602,518,851968,301.0,355.5032653808594,250,-5.6746679581701756,-7.314421627597767e-05,9.599625e-05,1007.9439804077149,0.2,0.0,0.0008155107498168945,0.9997372627258301,1e-06
27,1708,-187.89473,517,884736,301.0,1366.822021484375,260,-5.674731726199388,-0.00011294304613329587,0.00010425061,1336.696637916565,0.2,0.0,0.0003968477249145508,0.9997528195381165,1e-06
28,1771,-196.73088,517,917504,301.0,370.4303283691406,270,-5.674783253669739,-0.00018043714662780986,0.00015674824,1024.1514554023743,0.2,0.0,0.0003172755241394043,0.9997632503509521,1e-06
29,1834,-211.19887,517,950272,301.0,409.4689636230469,280,-5.674750811606645,-0.0001677828442552709,0.00012351567,796.9123297691345,0.2,0.0,0.000317990779876709,0.9997347593307495,1e-06
30,1897,-226.81241,517,983040,301.0,422.8036804199219,290,-5.67467138916254,-0.00010905799013016804,0.00011013589,875.672013950348,0.2,0.0,0.00020229816436767578,0.9997261166572571,1e-06
31,1960,-232.79437,518,1015808,301.0,402.4000549316406,300,-5.67466123253107,-0.000229557515876877,0.00017513215,858.1726156234741,0.2,0.0,0.0001455545425415039,0.9997274875640869,1e-06
