rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
560.4038461538462,288,32768,1,113,1196.3029,,,,,,,,,,,,,
571.22,285,65536,2,229,1206.1128,0.10778975486755371,0.09160121,5403.5947265625,0.6442353129386902,0.56455078125,0.05752847908588592,1240,0.2,25179.225435256958,0.001,-3.8829679215326904,,
592.33,285,98304,3,344,1110.029,0.39695435762405396,0.053481154,4370.8720703125,0.6453931331634521,0.4405059814453125,0.02523670975024288,1250,0.2,13116.32013759613,0.001,-3.9007086392492054,,
596.05,285,131072,4,459,1169.6707,0.31253522634506226,0.054189395,1722.12841796875,0.6486502885818481,0.434295654296875,0.024137437613171643,1260,0.2,9149.615388393402,0.001,-3.917952249571681,,
585.34,284,163840,5,576,1095.0051,0.42269861698150635,0.04665227,1169.3953857421875,0.6494436860084534,0.40400390625,0.020320594132863336,1270,0.2,7467.910775852203,0.001,-3.924468198604882,,
575.13,284,196608,6,692,826.0069,0.32222646474838257,0.04635948,1189.190673828125,0.6486994624137878,0.40814208984375,0.017359967662923737,1280,0.2,6969.859547233582,0.001,-3.9241834416985513,,
585.65,283,229376,7,807,1051.1536,0.27636581659317017,0.040147472,1456.84326171875,0.6501172184944153,0.36766357421875,0.01371735054126475,1290,0.2,6381.8439060211185,0.001,-3.9252902168780563,,
595.61,284,262144,8,922,948.1334,0.26586633920669556,0.04443138,750.1531372070312,0.6496216654777527,0.3877777099609375,0.0143131475077098,1300,0.2,6153.054423999786,0.001,-3.9290579902008176,,
596.03,284,294912,9,1038,912.4124,0.3252553343772888,0.042518,1275.0626220703125,0.6495253443717957,0.368585205078125,0.012386260598213994,1310,0.2,4586.9060111999515,0.001,-3.924376864545047,,
596.03,282,327680,10,1161,990.27704,0.40897953510284424,0.03730415,932.41748046875,0.6489315032958984,0.3494049072265625,0.01046548316735425,1320,0.2,4083.293756198883,0.001,-3.9208567393943667,,
590.7,281,360448,11,1282,876.6297,0.35665595531463623,0.038137563,1162.628662109375,0.6473373174667358,0.3352752685546875,0.009028144471085398,1330,0.2,3956.9872584819796,0.001,-3.911922442726791,,
595.66,280,393216,12,1402,855.97516,0.3810589909553528,0.036223263,1198.343505859375,0.6479592323303223,0.33846435546875,0.008933363663891214,1340,0.2,4073.6591193675995,0.001,-3.91741027738899,,
