time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
111,3538.8418,1,8192,643.3333333333334,73,,,,,,,,,,,
232,5562.9956,2,16384,884.5833333333334,70,0.0001,0.5130803287029266,21347.219371032716,0.004390088,4230,-0.0016108190842714976,0.3885881304740906,0.2,-1.886134847998619,0.0336181640625,7102.60009765625
352,7086.7593,3,24576,985.8636363636364,69,0.0001,0.5554236471652985,16465.340634536744,0.0051321173,4240,-0.001071833815512946,0.38857412338256836,0.2,-1.885919863730669,0.03118896484375,3535.69580078125
473,8002.385,4,32768,996.4193548387096,69,0.0001,0.5768519341945648,23195.26108932495,0.0055767647,4250,-0.0019648446304927347,0.38857561349868774,0.2,-1.8858571531251074,0.03939208984375,10422.810546875
592,7009.393,5,40960,909.1395348837209,69,0.0001,0.38917601108551025,23001.691471099854,0.0051774746,4260,-0.001301437965594232,0.38859114050865173,0.2,-1.8859775118529796,0.0402587890625,4137.4775390625
707,7061.0864,6,49152,920.7450980392157,69,0.0001,0.4279283285140991,30739.110932159423,0.0036802706,4270,-9.74966780631803e-05,0.3885498046875,0.2,-1.8858687840402126,0.0196044921875,7425.35791015625
816,7353.2393,7,57344,953.0877192982456,70,0.0001,0.5815040171146393,20034.49701461792,0.0047986405,4280,-0.0006316880742815556,0.3885253071784973,0.2,-1.8855323411524296,0.03277587890625,3885.753173828125
927,7916.326,8,65536,993.8923076923077,70,0.0001,0.5190868675708771,19925.153028106688,0.0051220525,4290,-0.0019493692361720605,0.3885132670402527,0.2,-1.885349184088409,0.03076171875,4823.60888671875
1049,7603.5483,9,73728,980.8648648648649,70,0.0001,0.678391695022583,15304.167058944702,0.0052972515,4300,-0.0006479141137788247,0.38846394419670105,0.2,-1.8850874038413168,0.0393798828125,3262.44580078125
1169,7363.872,10,81920,950.5783132530121,70,0.0001,0.5633347034454346,18589.18440475464,0.0059768315,4310,-0.0018019707764324266,0.38844209909439087,0.2,-1.884714507125318,0.04014892578125,3605.50439453125
1289,7442.6284,11,90112,956.258064516129,69,0.0001,0.681900143623352,17939.470599365235,0.0043997196,4320,-0.0019128337522488436,0.38840851187705994,0.2,-1.8844417247921228,0.02850341796875,6603.52001953125
1404,7358.5,12,98304,948.71,70,0.0001,0.6094489693641663,16505.261084747315,0.0058870083,4330,-0.002379304693386075,0.38841646909713745,0.2,-1.884249584749341,0.04298095703125,4571.58447265625
1513,7682.8125,13,106496,962.03,70,0.0001,0.38689881563186646,28420.46491546631,0.0059911706,4340,-0.002725913315953221,0.38837653398513794,0.2,-1.8841140415519475,0.04078369140625,11686.7744140625
1632,7421.6646,14,114688,934.33,70,0.0001,0.6134033799171448,21766.528398132323,0.0052107186,4350,-0.001188283512237831,0.3883815407752991,0.2,-1.8838838331401349,0.042041015625,6513.65087890625
1745,7242.8154,15,122880,925.79,70,0.0001,0.4479174017906189,28366.039724731447,0.0044332994,4360,-0.0019990585373307113,0.3883819580078125,0.2,-1.8839266706258058,0.02911376953125,9014.814453125
1869,7728.158,16,131072,977.06,70,0.0001,0.4539920687675476,21265.738793182372,0.005854383,4370,-0.00033949374374060427,0.3883477449417114,0.2,-1.8837479684501885,0.04053955078125,7328.4658203125
2002,8493.204,17,139264,1030.92,69,0.0001,0.7064568102359772,16047.62826385498,0.005222415,4380,-0.0006314533220574958,0.38832223415374756,0.2,-1.8834373069927097,0.03170166015625,7122.81689453125
2139,8749.591,18,147456,1043.24,68,0.0001,0.553358644247055,17975.67094268799,0.0061938,4390,-0.001497541803837521,0.38830286264419556,0.2,-1.8832021499052645,0.04801025390625,3361.739013671875
2252,8986.867,19,155648,1071.96,69,0.0001,0.5097375512123108,21532.892141723634,0.0045727515,4400,-0.0008992310253233881,0.3883816599845886,0.2,-1.8834801284596323,0.02716064453125,5749.650390625
2368,8497.437,20,163840,1029.68,69,0.0001,0.5528952777385712,21747.908906555174,0.0057750084,4410,-0.002245335038242047,0.38835608959198,0.2,-1.883749308809638,0.0418701171875,4259.974609375
2485,8369.074,21,172032,1024.78,69,0.0001,0.46739429235458374,30158.978361511232,0.0044861273,4420,-0.0009201250397381955,0.38830631971359253,0.2,-1.8834025640040637,0.02392578125,8934.0556640625
2617,8638.352,22,180224,1034.34,68,0.0001,0.2205439805984497,28950.713185119628,0.0036805598,4430,-0.000719395439773507,0.38830941915512085,0.2,-1.8830859933048487,0.01630859375,7832.82666015625
2751,9162.956,23,188416,1100.81,68,0.0001,0.43564939498901367,25032.307021331788,0.005327414,4440,-0.0017055074273230274,0.38824769854545593,0.2,-1.8828498454764486,0.03929443359375,9305.779296875
2866,9151.025,24,196608,1112.72,68,0.0001,0.43940305709838867,21605.384423065185,0.0050212815,4450,-0.0007654179498786107,0.38822612166404724,0.2,-1.882382877729833,0.032568359375,6265.51416015625
2990,9822.047,25,204800,1166.89,68,0.0001,0.4232892394065857,18719.409392547608,0.004688148,4460,-0.0006550043883180479,0.38820475339889526,0.2,-1.8821655774489046,0.02965087890625,2438.174560546875
