rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,train/approx_kl,train/n_updates,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
2512.747,99,32768,847.4137931034483,328,1,,,,,,,,,,,,,
2992.7522,193,65536,898.2461538461539,338,2,0.008661905,2480,0.0001,49280.5650390625,0.001143121898348909,18423.609375,0.2,0.04924899339675903,0.3945568799972534,-1.947253606840968,0.07264404296875,,
3393.945,288,98304,926.1894736842105,340,3,0.008367448,2490,0.0001,50665.71568603515,0.0014351997055200628,23191.712890625,0.2,0.12141686677932739,0.39452624320983887,-1.9468645129352808,0.06746826171875,,
3599.8916,380,131072,940.83,344,4,0.0063311253,2500,0.0001,46115.57051391601,0.0004258266177203041,18743.9765625,0.2,0.14051848649978638,0.39449843764305115,-1.9465635232627392,0.03865966796875,,
3730.5874,471,163840,960.17,347,5,0.008001147,2510,0.0001,44512.36497192383,0.0006097651123127435,14970.595703125,0.2,0.2003769874572754,0.3944551944732666,-1.9462175585329533,0.064990234375,,
3564.1084,561,196608,931.48,349,6,0.0070893303,2520,0.0001,47202.566290283205,0.0004173053166596219,19764.150390625,0.2,0.21804338693618774,0.39444613456726074,-1.9459573782980442,0.05108642578125,,
3821.2498,655,229376,964.71,350,7,0.00563516,2530,0.0001,45777.157543945315,-0.0006383740277669858,17016.748046875,0.2,0.2522898316383362,0.3944394588470459,-1.9458475802093744,0.0300933837890625,,
4143.0527,748,262144,996.36,350,8,0.0059971353,2540,0.0001,44192.53837890625,0.0006455830734921619,18459.939453125,0.2,0.37658053636550903,0.39440083503723145,-1.945665616542101,0.0368255615234375,,
4936.115,841,294912,1049.81,350,9,0.0054647895,2550,0.0001,43853.86123046875,-0.00022117648259154521,14400.154296875,0.2,0.34650248289108276,0.39442604780197144,-1.945545544102788,0.0303375244140625,,
5048.1626,935,327680,1063.28,350,10,0.006437435,2560,0.0001,43242.49848022461,0.000622758429381065,18354.669921875,0.2,0.309265673160553,0.3943828344345093,-1.9454675495624543,0.048529052734375,,
5617.4424,1030,360448,1087.2,349,11,0.005834178,2570,0.0001,42697.98524169922,0.0007906493345217313,15172.955078125,0.2,0.33736586570739746,0.3943432569503784,-1.9450272098183632,0.0370391845703125,,
5665.91,1123,393216,1084.02,350,12,0.005365042,2580,0.0001,47645.15834960937,0.0005123967697727494,18111.966796875,0.2,0.2877613306045532,0.3942553400993347,-1.9444054983556271,0.0307220458984375,,
5860.2686,1218,425984,1063.95,349,13,0.006333013,2590,0.0001,48412.68587646484,-0.00030299082209239714,18118.392578125,0.2,0.24624180793762207,0.39425429701805115,-1.9439392223954202,0.038214111328125,,
6049.087,1314,458752,1062.86,349,14,0.0059293234,2600,0.0001,44162.023266601565,-0.0002441558171994984,17221.412109375,0.2,0.43122023344039917,0.39424997568130493,-1.9438767161220312,0.0484405517578125,,
6581.832,1409,491520,1077.11,348,15,0.006183178,2610,0.0001,44719.96381835938,-0.0007170957760536112,14150.029296875,0.2,0.35564136505126953,0.3942262530326843,-1.9437383476644754,0.0403961181640625,,
6996.132,1508,524288,1080.12,347,16,0.0053391,2620,0.0001,47184.222692871095,-0.00019003204579348676,16635.4296875,0.2,0.3489416241645813,0.39418554306030273,-1.9434215288609267,0.0313507080078125,,
