rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,train/approx_kl,train/n_updates,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
6599.149,1606,557056,1055.96,346,17,0.0053239977,2630,0.0001,47332.691186523436,-0.0005184871341043617,18407.3671875,0.2,0.4170665144920349,0.3941475749015808,-1.9430413879454136,0.0322021484375,,
7294.6377,1702,589824,1079.79,346,18,0.005519079,2640,0.0001,186638.06455078124,0.0005127115950017469,46222.37109375,0.2,0.25972527265548706,0.3941836953163147,-1.943011501431465,0.0317779541015625,,
7024.081,1796,622592,1047.65,346,19,0.005785519,2650,0.0001,51596.535192871095,0.00025146991392830385,16938.138671875,0.2,0.3648902177810669,0.39413025975227356,-1.9429753683507442,0.0342315673828125,,
8249.182,1893,655360,1090.97,346,20,0.004898198,2660,0.0001,51332.20207519531,-6.566024967469275e-06,19180.6484375,0.2,0.3052869439125061,0.3941335082054138,-1.942684657499194,0.027703857421875,,
8152.344,1988,688128,1097.0,346,21,0.005742943,2670,0.0001,48881.211517333984,0.0002776192588498816,19105.64453125,0.2,0.39518386125564575,0.394065797328949,-1.9423634581267835,0.0392181396484375,,
7965.7476,2081,720896,1108.76,346,22,0.0058201877,2680,0.0001,44251.761737060544,-0.0002442353517835727,16522.046875,0.2,0.35691243410110474,0.3940586447715759,-1.9419402312487364,0.036334228515625,,
7961.05,2177,753664,1122.81,346,23,0.0049833087,2690,0.0001,43171.480297851565,0.0012660388645599596,14328.57421875,0.2,0.41246461868286133,0.39400365948677063,-1.9416222292929888,0.0299163818359375,,
7364.791,2270,786432,1080.69,346,24,0.005513155,2700,0.0001,46053.75673217773,-2.4952043895609675e-05,15819.8466796875,0.2,0.3820592761039734,0.3939627408981323,-1.9411592785269023,0.0337371826171875,,
7878.6914,2364,819200,1089.48,346,25,0.0050864173,2710,0.0001,50429.67777709961,-7.144204610085581e-05,18846.412109375,0.2,0.29439711570739746,0.3939390182495117,-1.9408250603824855,0.0293914794921875,,
8022.846,2461,851968,1073.03,346,26,0.0054820557,2720,0.0001,51323.03610229492,0.0003002006735187024,23298.216796875,0.2,0.43127506971359253,0.39386531710624695,-1.9403568398207427,0.0301300048828125,,
8599.719,2559,884736,1103.93,345,27,0.004957135,2730,0.0001,45350.32416992188,-0.00029766067091259175,18675.4453125,0.2,0.5039163529872894,0.3938419818878174,-1.9398568630218507,0.0297821044921875,,
8938.399,2654,917504,1135.21,345,28,0.005051537,2740,0.0001,54027.84311523438,-0.0008370448354980909,20943.228515625,0.2,0.38448888063430786,0.3938297629356384,-1.9396817605942487,0.0279876708984375,,
9260.132,2751,950272,1178.77,345,29,0.0052037775,2750,0.0001,51088.47779541016,0.0005248312765615993,20238.37109375,0.2,0.43878114223480225,0.3938024342060089,-1.9394913204014301,0.0308868408203125,,
9656.666,2851,983040,1225.08,344,30,0.0049134055,2760,0.0001,47121.92909545898,0.0008100006187305552,16419.154296875,0.2,0.44040071964263916,0.3937798738479614,-1.9392049483954907,0.0234466552734375,,
9697.911,2946,1015808,1247.84,344,31,0.0050375224,2770,0.0001,43322.92432250977,0.0004908750564936781,15544.7578125,0.2,0.5184607803821564,0.39378589391708374,-1.939105337113142,0.03253173828125,,
9520.992,3042,1048576,1232.13,344,32,0.0044161687,2780,0.0001,51312.985522460935,0.00041284178987552875,17302.220703125,0.2,0.42329102754592896,0.3937448561191559,-1.9389385383576154,0.020465087890625,,
9084.968,3137,1081344,1174.51,344,33,0.00497395,2790,0.0001,47173.94736328125,0.0005416880325356032,18008.275390625,0.2,0.43931037187576294,0.39370250701904297,-1.9384922228753567,0.027545166015625,,
9089.25,3234,1114112,1158.21,344,34,0.0062030703,2800,0.0001,49538.43091430664,0.0002642085080879042,17029.7421875,0.2,0.39028435945510864,0.3936627507209778,-1.93805496878922,0.0396240234375,,
9364.696,3335,1146880,1176.95,343,35,0.005289163,2810,0.0001,48362.195251464844,-0.00046220611184253355,16816.353515625,0.2,0.5050300359725952,0.39365363121032715,-1.9377799730747938,0.0318359375,,
9824.895,3432,1179648,1204.88,343,36,0.0039855605,2820,0.0001,45477.12723388672,-0.0009669710983871482,19363.16796875,0.2,0.5047751665115356,0.3936220407485962,-1.9375748559832573,0.0243408203125,,
9884.159,3529,1212416,1207.91,343,37,0.005029169,2830,0.0001,47828.15388183594,-6.512999934784602e-05,17028.091796875,0.2,0.4709923267364502,0.39358752965927124,-1.9372494012117385,0.0325164794921875,,
9734.781,3623,1245184,1178.72,343,38,0.004685387,2840,0.0001,44732.47810058594,0.000736567653802922,14457.6787109375,0.2,0.4970499277114868,0.39360636472702026,-1.9371771264821291,0.0275482177734375,,
9569.197,3719,1277952,1153.82,343,39,0.0049352073,2850,0.0001,45064.05786743164,0.0003225796299375361,16151.998046875,0.2,0.5144168436527252,0.39359909296035767,-1.9372234478592874,0.0308746337890625,,
8644.813,3815,1310720,1152.66,343,40,0.0061333524,2860,0.0001,45061.9771484375,-0.0001262921628949698,16624.544921875,0.2,0.5625407099723816,0.3935779333114624,-1.9370643835514785,0.0379608154296875,,
8962.432,3911,1343488,1172.34,343,41,0.0050159106,2870,0.0001,273219.8500732422,0.0014325019692478236,123638.359375,0.2,0.2572285532951355,0.3935495615005493,-1.9368199903517962,0.028912353515625,,
9270.494,4011,1376256,1176.82,343,42,0.0049263984,2880,0.0001,49267.405438232425,9.287466673413291e-06,18212.0234375,0.2,0.5705502927303314,0.39350661635398865,-1.9364707361906768,0.0275299072265625,,
9694.988,4107,1409024,1138.06,343,43,0.004289411,2890,0.0001,41901.61986083984,0.0005738512685638852,13182.3935546875,0.2,0.560612827539444,0.393463671207428,-1.9360365230590104,0.0225006103515625,,
9377.065,4199,1441792,1093.89,343,44,0.005476539,2900,0.0001,47504.70477294922,-3.837816548184492e-05,15744.5712890625,0.2,0.566927582025528,0.39341768622398376,-1.9355960968881845,0.0365264892578125,,
8556.299,4298,1474560,1071.77,343,45,0.004682001,2910,0.0001,52200.262963867186,0.00011002393694070634,23978.859375,0.2,0.47587746381759644,0.3934010863304138,-1.9352542471140624,0.0257171630859375,,
8740.218,4393,1507328,1082.55,343,46,0.0051444815,2920,0.0001,210291.43606567383,0.0004779381495609414,67018.0546875,0.2,0.4122472405433655,0.39337897300720215,-1.9350613318383694,0.032147216796875,,
9674.833,4491,1540096,1169.75,342,47,0.0046061636,2930,0.0001,52596.41352539063,0.0003981614303484093,19252.0234375,0.2,0.5965524613857269,0.3933323919773102,-1.9347187418490648,0.0240020751953125,,
10397.153,4588,1572864,1198.05,342,48,0.0047028125,2940,0.0001,41639.763610839844,-0.000669669082708424,15359.7744140625,0.2,0.6107028126716614,0.39336347579956055,-1.9346176147460938,0.024005126953125,,
,,1600000,,,,0.006342616,2950,0.0001,40533.21553955078,0.00045358502175076867,14735.119140625,0.2,0.6113390922546387,0.3933611512184143,-1.9347982730716466,0.0406982421875,2105.0146484375,1365.94
9409.14,5154,1605632,1191.04,311,49,,,,,,,,,,,,,
9073.472,5248,1638400,1206.42,312,50,0.0051327646,2960,0.0001,190895.5513671875,0.0008698743011336773,124948.5859375,0.2,0.38638168573379517,0.3933687210083008,-1.934805467352271,0.0293701171875,,
8760.168,5344,1671168,1180.51,312,51,0.0051792394,2970,0.0001,47938.15552978516,0.00047016135868034327,16119.865234375,0.2,0.4809401035308838,0.3933093845844269,-1.9346061155200005,0.031243896484375,,
8733.122,5440,1703936,1167.94,313,52,0.0060394322,2980,0.0001,41388.04624023438,-0.00013392441032920033,15255.3603515625,0.2,0.6959755420684814,0.39326614141464233,-1.9340729873627425,0.042462158203125,,
9957.978,5537,1736704,1188.48,313,53,0.0049224584,2990,0.0001,46687.007000732425,0.0005837952518049861,18977.265625,0.2,0.5651642680168152,0.39327043294906616,-1.933823139220476,0.027099609375,,
10630.456,5634,1769472,1222.1,314,54,0.0051072594,3000,0.0001,40462.90514526367,0.0005805679938930552,15315.9912109375,0.2,0.6644332110881805,0.3932466506958008,-1.9337590750306846,0.0316986083984375,,
11183.595,5732,1802240,1235.37,314,55,0.0045643672,3010,0.0001,41218.7405456543,0.00048441576582263223,14665.1572265625,0.2,0.6458946764469147,0.39315444231033325,-1.9332184873521328,0.0228424072265625,,
10837.861,5826,1835008,1244.5,314,56,0.0043622786,3020,0.0001,94002.96382446289,0.0003883076849888312,26634.205078125,0.2,0.639590322971344,0.3931077718734741,-1.9325014233589173,0.0214508056640625,,
10856.5,5921,1867776,1215.45,315,57,0.0045822337,3030,0.0001,79211.46770629883,-7.811331743141636e-05,48327.76171875,0.2,0.6349770724773407,0.3930535912513733,-1.9320018857717514,0.024957275390625,,
10066.895,6018,1900544,1148.7,315,58,0.0048172656,3040,0.0001,43759.560864257815,0.0005433393584098667,14047.759765625,0.2,0.5370585918426514,0.393019437789917,-1.9315343026071787,0.0306549072265625,,
10916.091,6121,1933312,1149.38,315,59,0.0054992135,3050,0.0001,51501.66544799805,0.0008109451264317613,20069.09765625,0.2,0.5379966795444489,0.3929954469203949,-1.9312308259308337,0.039776611328125,,
10813.591,6221,1966080,1130.04,315,60,0.0046587717,3060,0.0001,46018.13780517578,-0.00019627506626420654,19431.09765625,0.2,0.6078778505325317,0.3929816484451294,-1.9310280308127403,0.02894287109375,,
11211.188,6324,1998848,1170.11,316,61,0.0044579366,3070,0.0001,46002.21779785156,0.0006194574947585352,19043.560546875,0.2,0.5638185441493988,0.39295417070388794,-1.9308440297842027,0.02401123046875,,
11072.608,6420,2031616,1182.58,316,62,0.005355031,3080,0.0001,48699.683117675784,0.000489783942248323,17321.97265625,0.2,0.6566091179847717,0.39286473393440247,-1.930270693078637,0.0310455322265625,,
