time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/clip_fraction,train/std,train/policy_gradient_loss,train/n_updates,train/loss,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,eval/mean_ep_length,eval/mean_reward
129,301.0,65,6179,392.9252,798720,0.1975807547569275,0.1615966796875,0.6027112007141113,0.00037857024362892845,640,1000.6578369140625,0.01527292,3564.180694258213,0.001,-3.5509501377741497,0.2,,
129,301.0,66,6278,365.29367,811008,0.5508327484130859,0.186083984375,0.5944790840148926,-0.0002751663476374233,650,180.2648468017578,0.015864523,399.30982276201246,0.001,-3.5452947484329345,0.2,,
129,301.0,67,6377,358.6708,823296,0.16910773515701294,0.1657958984375,0.5880491733551025,0.00036418716651193486,660,332.6510925292969,0.015948832,2747.0962440848352,0.001,-3.460350521095097,0.2,,
129,301.0,68,6474,338.41882,835584,0.18909698724746704,0.15513509114583332,0.5798030495643616,0.0002671898706466891,670,1860.129150390625,0.012915087,2859.150517050425,0.001,-3.4382346158847215,0.2,,
129,301.0,69,6567,362.87262,847872,0.45381325483322144,0.17740071614583333,0.5751968622207642,-0.0028020431981227983,680,316.9566955566406,0.01350927,537.1140636960665,0.001,-3.3600912431875867,0.2,,
129,301.0,70,6661,325.74225,860160,0.11766171455383301,0.18046875,0.5727134943008423,0.001984713266453279,690,272.8515625,0.014398749,4048.819310045242,0.001,-3.3447491995990277,0.2,,
129,301.0,71,6758,292.83267,872448,0.18795084953308105,0.16549479166666667,0.5701038837432861,-0.0013650458108410628,700,532.422607421875,0.014550989,1251.8209419171014,0.001,-3.322626347653568,0.2,,
129,301.0,72,6854,255.48927,884736,0.12386620044708252,0.14756673177083332,0.5648442506790161,0.0001616136575952017,710,160.56625366210938,0.0147982165,4374.791085223357,0.001,-3.2969458346565563,0.2,,
129,301.0,73,6943,231.57623,897024,0.23021328449249268,0.14978841145833333,0.5688896179199219,-0.003951541243077372,720,230.5579833984375,0.012678116,2015.506150261561,0.001,-3.2892616111164292,0.2,,
129,301.0,74,7035,237.40799,909312,0.37547487020492554,0.16256510416666667,0.5645910501480103,-0.007495170796755701,730,619.4202270507812,0.011697568,1912.9952918807664,0.001,-3.2934063281243047,0.2,,
129,301.0,75,7129,252.14413,921600,0.5005270838737488,0.16329752604166667,0.5599414110183716,-0.003432156602017737,740,265.792236328125,0.012969062,1251.9174053589502,0.001,-3.263875060218076,0.2,,
129,301.0,76,7221,249.44539,933888,0.45176756381988525,0.16482747395833333,0.5574385523796082,-0.0033478837491808613,750,213.16336059570312,0.0133794425,1994.912176835537,0.001,-3.225609354674816,0.2,,
129,301.0,77,7316,225.99583,946176,0.5181989371776581,0.151904296875,0.5561766028404236,0.001512928462519388,760,167.5034637451172,0.014224109,1257.9234116951625,0.001,-3.2098391665145756,0.2,,
129,301.0,78,7406,170.47595,958464,0.5884585678577423,0.141015625,0.5609071254730225,-0.00220871908798775,770,150.29539489746094,0.0140946405,1272.8040788531302,0.001,-3.2218902447571356,0.2,,
129,301.0,79,7496,160.42441,970752,0.7880470901727676,0.11487630208333334,0.5635050535202026,-0.003380649235987221,780,155.39599609375,0.008873708,426.3890961766243,0.001,-3.2407376245905954,0.2,,
129,301.0,80,7587,198.34035,983040,0.7627420723438263,0.13924967447916667,0.563891589641571,-0.004556073475032463,790,311.29669189453125,0.010570858,466.51572334369024,0.001,-3.2273855159680047,0.2,,
129,301.0,81,7685,265.26816,995328,0.45606452226638794,0.14689127604166666,0.5624936819076538,-0.0013056016046903095,800,290.8281555175781,0.011793644,1218.7690317114195,0.001,-3.2611374609793224,0.2,,
129,301.0,82,7792,327.2859,1007616,0.2322940230369568,0.17488606770833334,0.5586931705474854,-0.0023762040932827706,810,1901.382568359375,0.012857184,2760.282416065534,0.001,-3.206061490997672,0.2,,
