rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
607.5714285714286,231.42278,511,1,32,16384,,,,,,,,,,,,,
641.4666666666667,431.26697,375,2,87,32768,-1.9470418319106102,0.120709228515625,0.2,2480,0.02703118324279785,0.014134815,0.0003,0.0018921608439995906,0.394485205411911,11253.7109375,37638.42084960938,,
663.3142857142857,445.6609,348,3,141,49152,-1.9461057350039481,0.063604736328125,0.2,2490,0.11187994480133057,0.008057335,0.0003,0.0002220588237832999,0.3944387137889862,9057.560546875,35009.78649902344,,
652.3571428571429,556.0571,336,4,194,65536,-1.9456954777240754,0.0573486328125,0.2,2500,0.04542219638824463,0.008695133,0.0003,-0.00019804346084129065,0.3943827450275421,10763.0107421875,34404.13376464844,,
680.95,819.53235,328,5,249,81920,-1.9447891637682915,0.0539306640625,0.2,2510,0.1684979796409607,0.007426435,0.0003,-9.012105729198084e-05,0.39426368474960327,13058.83984375,39468.67077636719,,
671.73,854.2713,322,6,304,98304,-1.9441453009843825,0.040399169921875,0.2,2520,0.21865153312683105,0.006274988,0.0003,0.0004094997682841495,0.39427945017814636,9439.8623046875,34031.45942382813,,
653.0,892.897,318,7,359,114688,-1.9442366078495978,0.047509765625,0.2,2530,0.2086261510848999,0.007538656,0.0003,-2.4513625248800964e-06,0.3942532539367676,12116.3193359375,38865.32163085938,,
694.74,1402.6863,316,8,413,131072,-1.9438077732920647,0.05955810546875,0.2,2540,0.152252197265625,0.00806112,0.0003,0.0004989415327145252,0.3941985070705414,13240.16796875,38634.24899902344,,
726.81,1711.4055,314,9,468,147456,-1.943413370847702,0.07398681640625,0.2,2550,0.21476542949676514,0.009430563,0.0003,0.002916655008448288,0.3941931426525116,11831.701171875,37330.694165039065,,
723.59,1719.3992,313,10,522,163840,-1.94337996840477,0.062213134765625,0.2,2560,0.25241619348526,0.008503381,0.0003,0.00029009390054852703,0.3941841721534729,10445.01171875,37077.60754394531,,
