time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-206.00249,56,301.0,32768,575,,,,,,,,,,,,,
2,-146.35545,142,301.0,65536,460,87.02610776871443,0.0001,0.12381591796875,-5.663162122480571,43.33404541015625,0.0003605484962463379,0.2,10,0.008487585,-0.013281286560959416,0.9958053827285767,,
3,-17.978678,228,301.0,98304,430,99.48623007833957,0.0001,0.1378753662109375,-5.656455487944186,48.60496520996094,0.2031680941581726,0.2,20,0.009441947,-0.01584513670504748,0.9942792654037476,,
4,188.98341,313,301.0,131072,417,124.4073239415884,0.0001,0.15687255859375,-5.643276215717196,59.07615280151367,0.4516751766204834,0.2,30,0.010914602,-0.01851689293534946,0.9887654781341553,,
5,112.72774,399,301.0,163840,410,2907.747283089161,0.0001,0.112420654296875,-5.623252734914422,251.7497100830078,0.10474997758865356,0.2,40,0.009337924,-0.007913510871048857,0.9846662282943726,,
6,98.92191,485,301.0,196608,405,1373.5175243616104,0.0001,0.0955108642578125,-5.593472935259342,120.7406005859375,0.07362067699432373,0.2,50,0.0074049216,-0.007012367402512609,0.9762258529663086,,
7,61.466774,571,301.0,229376,401,2305.1009090781213,0.0001,0.075152587890625,-5.557843080349267,2601.1005859375,0.005493521690368652,0.2,60,0.006946166,-0.004080565113690681,0.969138503074646,,
8,1.9726927,657,301.0,262144,398,1472.8817438364028,0.0001,0.0589996337890625,-5.529102204740047,730.8685913085938,-0.00789642333984375,0.2,70,0.0058602756,-0.0037269809704412182,0.9615801572799683,,
9,-3.7402515,744,301.0,294912,395,1484.3590185821056,0.0001,0.063934326171875,-5.495891875587404,153.82850646972656,-0.009033203125,0.2,80,0.005139322,-0.003362213588297891,0.9537090063095093,,
10,30.815058,832,301.0,327680,393,896.4004198014736,0.0001,0.0277130126953125,-5.472073476202786,171.95657348632812,0.1490955352783203,0.2,90,0.003495752,-0.0019218948745219678,0.9486551880836487,,
11,-21.635044,920,301.0,360448,391,2823.955852466822,0.0001,0.0473297119140625,-5.446792679838836,139.98988342285156,0.1400560736656189,0.2,100,0.004998192,-0.0018024616209004307,0.9432049989700317,,
12,43.270073,1008,301.0,393216,389,587.6180101811885,0.0001,0.063201904296875,-5.430691491439939,129.66998291015625,0.49227917194366455,0.2,110,0.0072189993,-0.004549653385583952,0.9396121501922607,,
13,54.371845,1096,301.0,425984,388,851.0093660593033,0.0001,0.04630126953125,-5.416334223933518,147.8834991455078,0.5257265567779541,0.2,120,0.0054816515,-0.003409196886332211,0.934505820274353,,
14,104.03903,1183,301.0,458752,387,875.4060557842255,0.0001,0.062548828125,-5.391682912409306,143.9210205078125,0.5944572687149048,0.2,130,0.0054588653,-0.0037515992540647857,0.9290850758552551,,
15,134.62228,1270,301.0,491520,386,1751.306215965748,0.0001,0.0495697021484375,-5.376814315095544,158.63177490234375,0.47576653957366943,0.2,140,0.0062839193,-0.0025269626842145954,0.9261935949325562,,
16,123.3772,1357,301.0,524288,386,1140.2621134757997,0.0001,0.07445068359375,-5.345684747025371,188.248779296875,0.5702761113643646,0.2,150,0.0073690778,-0.00418999844314385,0.9165732860565186,,
17,135.26015,1444,301.0,557056,385,883.9435739040375,0.0001,0.08134765625,-5.318347241356969,988.0549926757812,0.6312588751316071,0.2,160,0.007186665,-0.005186544100888568,0.9138932228088379,,
18,155.2699,1536,301.0,589824,383,878.4360427558422,0.0001,0.0715179443359375,-5.304616499319673,136.1766815185547,0.6489684879779816,0.2,170,0.0068054413,-0.0037558427733529244,0.9100809097290039,,
19,206.91805,1623,301.0,622592,383,287.41495396494867,0.0001,0.09036865234375,-5.288404997810721,192.9518280029297,0.8125189393758774,0.2,180,0.0075257216,-0.005928277737803,0.9071700572967529,,
20,237.86717,1717,301.0,655360,381,853.1576360940933,0.0001,0.0770721435546875,-5.276197411492467,171.00819396972656,0.6187147200107574,0.2,190,0.0073248954,-0.004014783839193114,0.9034732580184937,,
21,235.05135,1812,301.0,688128,379,1172.335604274273,0.0001,0.0837158203125,-5.257598697021604,1770.1072998046875,0.5205373764038086,0.2,200,0.00719908,-0.003962258163119259,0.8997607231140137,,
22,228.60309,1911,301.0,720896,377,923.6866427540779,0.0001,0.073956298828125,-5.246005577407777,199.6452178955078,0.5775263905525208,0.2,210,0.0064260894,-0.003277439880776001,0.8976401090621948,,
23,310.10965,2012,301.0,753664,374,604.62719540596,0.0001,0.078363037109375,-5.229194475151599,185.59889221191406,0.66792032122612,0.2,220,0.006798774,-0.0035729955525312107,0.8930420875549316,,
24,325.98166,2108,301.0,786432,373,899.5457392275333,0.0001,0.0797943115234375,-5.198277956247329,1315.52880859375,0.5230401158332825,0.2,230,0.0071139485,-0.0047777860497262735,0.8851673007011414,,
