time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
501,301.0,1044,4660.6104,16,524288,5871.74267578125,26772.210304260254,0.252618408203125,0.02316115,770,0.36090224981307983,-4.249492640048265,0.2,0.6997795701026917,0.010676042057821179,0.001
501,301.0,1110,4725.2993,17,557056,5319.29736328125,24162.343717193602,0.2479278564453125,0.023034625,780,0.390073299407959,-4.239691373705864,0.2,0.6981743574142456,0.009445188180416153,0.001
501,301.0,1176,4920.9805,18,589824,5422.5380859375,25703.275283813477,0.25966796875,0.022871628,790,0.39740848541259766,-4.227465306222439,0.2,0.6955893635749817,0.010077618186733162,0.001
501,301.0,1242,5009.124,19,622592,4006.5625,26938.79598312378,0.2686248779296875,0.024427358,800,0.36474019289016724,-4.214537956565619,0.2,0.6936532258987427,0.010611914440323745,0.001
500,301.0,1309,5108.717,20,655360,5343.12939453125,26680.437800598145,0.2628936767578125,0.024283245,810,0.4101307988166809,-4.207370813190937,0.2,0.6927595138549805,0.009401456237537787,0.001
499,301.0,1376,4975.4854,21,688128,7890.6591796875,28184.527310943602,0.260308837890625,0.02496469,820,0.4024185538291931,-4.197656834125519,0.2,0.6906347870826721,0.011433313316956628,0.001
499,301.0,1444,5235.659,22,720896,4688.453125,26232.383988189697,0.270831298828125,0.024420634,830,0.4225347638130188,-4.183627159893513,0.2,0.6877268552780151,0.011078135085517716,0.001
498,301.0,1511,5249.803,23,753664,3613.443603515625,28823.97380065918,0.2567108154296875,0.02379496,840,0.3703118562698364,-4.16780850365758,0.2,0.6855385303497314,0.009938462060017628,0.001
498,301.0,1578,5241.205,24,786432,4761.4521484375,30049.079207611085,0.2548065185546875,0.024122138,850,0.35913294553756714,-4.157775488495827,0.2,0.6842085719108582,0.008373852131444436,0.001
498,301.0,1644,5284.8887,25,819200,5658.93115234375,28492.317594146727,0.273944091796875,0.02549323,860,0.336653470993042,-4.153423030674458,0.2,0.6839197874069214,0.010314148928955547,0.001
498,301.0,1710,5343.3794,26,851968,4197.896484375,28863.43879699707,0.2665679931640625,0.025263652,870,0.38292479515075684,-4.152747482061386,0.2,0.6839529275894165,0.010298810884614795,0.001
498,301.0,1776,5423.351,27,884736,4711.54443359375,29752.275872039794,0.2610809326171875,0.02472008,880,0.43717408180236816,-4.148601241409779,0.2,0.6825621724128723,0.010733279064515955,0.001
498,301.0,1842,5398.6704,28,917504,6034.05224609375,28878.560974121094,0.275341796875,0.025810465,890,0.38473862409591675,-4.143641792982817,0.2,0.6822612881660461,0.010705328029507655,0.001
497,301.0,1908,5538.925,29,950272,6037.97021484375,29809.867932891844,0.2786376953125,0.025867045,900,0.3709068298339844,-4.1364152982831,0.2,0.6800012588500977,0.012282751950260717,0.001
497,301.0,1974,5699.4907,30,983040,6973.654296875,31455.630716705324,0.2843719482421875,0.025488779,910,0.4084644317626953,-4.122404973208904,0.2,0.6774306297302246,0.012189765387938678,0.001
497,301.0,2040,5683.6655,31,1015808,6173.61181640625,30199.772733306883,0.2670928955078125,0.024674965,920,0.437083899974823,-4.110969948023557,0.2,0.6762244701385498,0.012656096101636649,0.001
