time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/loss,train/explained_variance,train/std,train/policy_gradient_loss,train/value_loss,train/clip_range,train/entropy_loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/n_updates
77,-134.81409,421,1,301.0,32768,,,,,,,,,,,
180,-62.701828,362,2,301.0,65536,26.8031005859375,0.00010609626770019531,0.9972298741340637,-0.0024996654836286327,1026.3871660023929,0.2,-5.669092230871319,0.001,0.005187893,0.06405029296875,10
285,11.289237,344,3,301.0,98304,22.074613571166992,0.04893755912780762,0.9894790649414062,-0.005598494191781355,905.8245364524424,0.2,-5.646838128566742,0.001,0.00694676,0.0576446533203125,20
390,120.487206,335,4,301.0,131072,114.95330047607422,0.006295561790466309,0.9819527864456177,-0.005405646900999273,795.2006143212318,0.2,-5.623736667446792,0.001,0.009006461,0.103973388671875,30
496,246.97516,329,5,301.0,163840,96.21021270751953,0.015399038791656494,0.9761384129524231,-0.0026142319488371866,1792.589530389756,0.2,-5.579570203833282,0.001,0.014040438,0.161199951171875,40
602,311.9012,326,6,301.0,196608,64.58528137207031,-0.002354264259338379,0.9705045223236084,-0.0009549766999498388,2035.2515595138073,0.2,-5.559116767533124,0.001,0.016411413,0.1558258056640625,50
708,202.85532,323,7,301.0,229376,269.9923400878906,-0.07154881954193115,0.9699834585189819,-0.0008258128381839925,2690.193398338556,0.2,-5.547957431711256,0.001,0.01670681,0.1876861572265625,60
