time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-225.76338,56,301.0,32768,577,,,,,,,,,,,,,
2,-139.81616,223,301.0,65536,292,92.8732594197616,0.001,0.136273193359375,-5.657002067239955,40.52721405029297,-0.0002124309539794922,0.2,10,0.008281738,-0.010153069759007849,0.9940043687820435,,
3,-24.257423,392,301.0,98304,250,110.3809455042705,0.001,0.1551422119140625,-5.630586587730795,57.48625946044922,0.3196291923522949,0.2,20,0.010781174,-0.016659841294017496,0.987749457359314,,
4,141.30536,561,301.0,131072,233,143.31153715401888,0.001,0.175201416015625,-5.578610821254552,46.23752975463867,0.453971803188324,0.2,30,0.010938243,-0.019161533375631735,0.9759294986724854,,
5,150.56287,730,301.0,163840,224,1799.7054671157152,0.001,0.1499725341796875,-5.532961985794827,72.90666961669922,0.09664148092269897,0.2,40,0.010712257,-0.01224692492360191,0.9743056297302246,,
6,65.53276,901,301.0,196608,217,2396.06754892841,0.001,0.1166595458984375,-5.521204518107697,139.47738647460938,0.05797678232192993,0.2,50,0.00852113,-0.007691798084783841,0.9602766633033752,,
7,59.180965,1074,301.0,229376,213,1383.2582523472606,0.001,0.0889007568359375,-5.461975034326315,114.01516723632812,0.08723026514053345,0.2,60,0.008284487,-0.006245960250839744,0.9481764435768127,,
8,-14.46773,1250,301.0,262144,209,1662.113194899261,0.001,0.068304443359375,-5.422797581274063,102.2437973022461,0.15608805418014526,0.2,70,0.006275462,-0.004313128714238701,0.9429259300231934,,
9,30.705896,1426,301.0,294912,206,576.8915121160447,0.001,0.065771484375,-5.428737280098721,135.22564697265625,0.4995501637458801,0.2,80,0.00611811,-0.003247705216290342,0.936835765838623,,
10,-17.099375,1603,301.0,327680,204,1090.0831246487796,0.001,0.0726776123046875,-5.399542158516124,200.6605987548828,0.48909860849380493,0.2,90,0.006080968,-0.0029753490286339003,0.930209755897522,,
11,-31.594887,1779,301.0,360448,202,821.4209863565862,0.001,0.0751373291015625,-5.362048498587683,518.444091796875,0.6178326904773712,0.2,100,0.0070992825,-0.001434284334095537,0.9271031618118286,,
12,-2.025881,1956,301.0,393216,200,903.0955623619259,0.001,0.09874267578125,-5.336224947264418,125.05261993408203,0.6297091841697693,0.2,110,0.0076551754,-0.0026394050556518777,0.9245765209197998,,
13,69.40688,2133,301.0,425984,199,610.5631044857204,0.001,0.073443603515625,-5.338338766619563,210.6503143310547,0.7651239782571793,0.2,120,0.0071472405,-0.0025651629517369655,0.9278406500816345,,
14,103.93342,2311,301.0,458752,198,904.1586386144161,0.001,0.08165283203125,-5.364759365934878,248.40965270996094,0.6239583194255829,0.2,130,0.0073139085,-0.0027484731641834515,0.9258381724357605,,
15,225.30359,2490,301.0,491520,197,1106.061474518478,0.001,0.1180267333984375,-5.348333510104567,103.78252410888672,0.4938786029815674,0.2,140,0.00898353,-0.0036874170259466156,0.9201187491416931,,
16,163.7427,2668,301.0,524288,196,1728.9033292979002,0.001,0.1403961181640625,-5.3052281071431935,107.6650619506836,0.280542254447937,0.2,150,0.009773788,-0.0017956969733859296,0.912199854850769,,
17,263.674,2845,301.0,557056,195,266.5338559702039,0.001,0.1308563232421875,-5.273352282308042,132.49136352539062,0.7089957892894745,0.2,160,0.009761004,-0.0030548223145842714,0.9001203775405884,,
18,247.48575,3023,301.0,589824,195,1666.711379286647,0.001,0.153582763671875,-5.2232695843093095,15160.798828125,0.27361124753952026,0.2,170,0.012515767,0.0002032657270774507,0.9000953435897827,,
19,334.28888,3200,301.0,622592,194,1130.0405097410082,0.001,0.157177734375,-5.216195724019781,125.55784606933594,0.21512091159820557,0.2,180,0.012702528,-0.003919321542161925,0.8927603960037231,,
20,313.89514,3377,301.0,655360,194,1399.1974690556526,0.001,0.1621124267578125,-5.1743848046753556,162.5112762451172,0.20439517498016357,0.2,190,0.01204419,-0.0014348788279903602,0.8857601881027222,,
21,514.7428,3554,301.0,688128,193,1454.03637740314,0.001,0.1698333740234375,-5.121419126493857,127.6178207397461,0.19557690620422363,0.2,200,0.013530068,0.001467648461959925,0.8770649433135986,,
22,216.91139,3732,301.0,720896,193,6238.413121771812,0.001,0.3009246826171875,-5.115921316808089,12795.263671875,0.05051732063293457,0.2,210,0.034751393,0.01806039093426648,0.8709757328033447,,
23,329.6158,3909,301.0,753664,192,1184.2518075570465,0.001,0.171478271484375,-5.064725343883038,192.12245178222656,0.12514495849609375,0.2,220,0.014881103,-0.00034346162069596173,0.8519522547721863,,
24,366.74722,4086,301.0,786432,192,2061.208788407594,0.001,0.168670654296875,-4.978683600062505,148.0915069580078,0.15309405326843262,0.2,230,0.013503232,0.0007519859390868078,0.8448371291160583,,
25,357.4344,4264,301.0,819200,192,2630.2166081652044,0.001,0.1605926513671875,-4.926948704663664,213.34364318847656,0.1478479504585266,0.2,240,0.013066784,0.0022137259417831954,0.8290308117866516,,
26,405.28485,4442,301.0,851968,191,3362.64098931849,0.001,0.203082275390625,-4.889068727195263,307.6057434082031,0.1479092836380005,0.2,250,0.020104516,0.0038797499096745016,0.8228120803833008,,
27,370.99915,4619,301.0,884736,191,1778.3025581009686,0.001,0.16871337890625,-4.853809499926865,6156.83447265625,0.2374187707901001,0.2,260,0.015018829,0.006227038140548302,0.8184480667114258,,
28,471.60294,4796,301.0,917504,191,2179.843316141516,0.001,0.162017822265625,-4.832749203778803,298.2942199707031,0.23383307456970215,0.2,270,0.016097216,0.005804763252729117,0.8120185136795044,,
29,516.2496,4973,301.0,950272,191,4016.3037099167705,0.001,0.1498138427734375,-4.8131058213301,1851.7686767578125,0.12611323595046997,0.2,280,0.015487545,0.003270003826003176,0.810126543045044,,
30,415.36575,5151,301.0,983040,190,4845.977147862315,0.001,0.1599578857421875,-4.809430758235976,241.92689514160156,0.13587450981140137,0.2,290,0.01628393,0.00457192601609222,0.8047673106193542,,
31,487.83862,5328,301.0,1015808,190,2827.998194435239,0.001,0.1593994140625,-4.767227106820792,341.4463806152344,0.19600433111190796,0.2,300,0.015772197,0.006254915902025005,0.8061528205871582,,
32,548.9034,5505,301.0,1048576,190,4553.4851628497245,0.001,0.181451416015625,-4.768492029374466,192.3868408203125,0.09524500370025635,0.2,310,0.015036211,0.004555639157479164,0.7937326431274414,,
33,397.72528,5683,301.0,1081344,190,5691.747964785993,0.001,0.19908447265625,-4.705308777187019,249.51995849609375,0.12749606370925903,0.2,320,0.019854512,0.009127051583618595,0.792777419090271,,
34,394.94473,5860,301.0,1114112,190,3147.567192336917,0.001,0.1791168212890625,-4.708625491522253,379.9393005371094,0.19632291793823242,0.2,330,0.018172827,0.0055227539889756375,0.7906553745269775,,
35,375.30093,6038,301.0,1146880,189,2418.809526856244,0.001,0.138037109375,-4.699842687463388,589.8605346679688,0.22995704412460327,0.2,340,0.010670531,0.003623706322127873,0.7765355110168457,,
36,429.9901,6216,301.0,1179648,189,3508.4527592524887,0.001,0.164178466796875,-4.617446080408991,325.8717041015625,0.21776729822158813,0.2,350,0.014891597,0.005124602239754949,0.7682024240493774,,
37,482.6134,6393,301.0,1212416,189,3397.547960630059,0.001,0.161993408203125,-4.585858088219538,240.6295928955078,0.16938799619674683,0.2,360,0.016126921,0.0043835647727519245,0.7697002291679382,,
38,327.17197,6570,301.0,1245184,189,3643.5783742576837,0.001,0.154742431640625,-4.595829478790984,358.7914123535156,0.1847887635231018,0.2,370,0.0131616155,0.0038115154891215754,0.7565680146217346,,
39,406.52353,6747,301.0,1277952,189,2872.5151217862963,0.001,0.1636322021484375,-4.539165262645111,4642.6142578125,0.18097937107086182,0.2,380,0.01717796,0.003499056866075989,0.752119779586792,,
40,488.12546,6924,301.0,1310720,189,2816.3884638354184,0.001,0.1823486328125,-4.496867839433253,207.11036682128906,0.2436847686767578,0.2,390,0.016127609,0.0007083503461558394,0.7424309849739075,,
41,350.73483,7101,301.0,1343488,189,4502.772673538328,0.001,0.1494171142578125,-4.438275080593303,2800.59716796875,0.14436745643615723,0.2,400,0.014446782,0.002707970706819651,0.7353472709655762,,
42,362.8186,7278,301.0,1376256,189,3384.1119781240823,0.001,0.1586334228515625,-4.40320493192412,321.124755859375,0.16758519411087036,0.2,410,0.015963638,0.0036282967341094265,0.7348979711532593,,
43,345.4825,7455,301.0,1409024,188,2828.564630551636,0.001,0.1630126953125,-4.401561954617501,197.7644805908203,0.20962965488433838,0.2,420,0.015575144,0.0015461999088643096,0.7363662719726562,,
44,336.46326,7632,301.0,1441792,188,1854.235642233491,0.001,0.1228515625,-4.4173305866774175,300.4787292480469,0.24841177463531494,0.2,430,0.010870742,0.002908671935847451,0.7275137901306152,,
45,488.85605,7810,301.0,1474560,188,2750.084465943277,0.001,0.161212158203125,-4.340727618010715,270.22015380859375,0.13482564687728882,0.2,440,0.013972342,0.0025763780068359665,0.7115836143493652,,
46,423.8066,7987,301.0,1507328,188,4987.205490331352,0.001,0.1346282958984375,-4.256517620757222,350.9131164550781,0.11196255683898926,0.2,450,0.01135111,0.0026808591896724464,0.70963054895401,,
47,405.06943,8164,301.0,1540096,188,3455.3282591283323,0.001,0.12867431640625,-4.246472473209724,771.957763671875,0.14298516511917114,0.2,460,0.010820259,0.0027504804214459,0.6999272108078003,,
48,540.4053,8341,301.0,1572864,188,3289.8952119410037,0.001,0.1583221435546875,-4.204096500528976,3423.91650390625,0.1041252613067627,0.2,470,0.0137765175,0.0024612550626613937,0.6888299584388733,,
,,,,1600000,,5655.335811989009,0.001,0.1652130126953125,-4.146799068851396,712.9371337890625,0.11149328947067261,0.2,480,0.019875325,0.006103684665549736,0.6791281700134277,157.09715270996094,301.0
49,558.42346,8569,301.0,1605632,187,,,,,,,,,,,,,
50,491.7457,8746,301.0,1638400,187,5872.217783290148,0.001,0.1824188232421875,-4.104087267396972,388.1231994628906,0.1316472887992859,0.2,490,0.015110759,0.008019056428088334,0.6725088357925415,,
51,511.8117,8923,301.0,1671168,187,4188.573015104234,0.001,0.214752197265625,-4.052620105003006,7076.48046875,0.14083415269851685,0.2,500,0.021913119,0.012208640252697477,0.6733368635177612,,
52,377.09238,9100,301.0,1703936,187,4970.064994983375,0.001,0.19998779296875,-4.059942347044125,1042.21923828125,0.10455876588821411,0.2,510,0.01829223,0.009937486186186107,0.6739442944526672,,
53,398.41757,9278,301.0,1736704,187,2063.229768140614,0.001,0.2138458251953125,-4.046757546742446,339.36431884765625,0.15860658884048462,0.2,520,0.016796695,0.008464281694818965,0.6655523777008057,,
54,323.3187,9455,301.0,1769472,187,3355.4058913260696,0.001,0.169659423828125,-4.006106013921089,313.7711486816406,0.10533732175827026,0.2,530,0.016542781,0.005976641485176515,0.6563231945037842,,
