rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/value_loss,train/std,train/clip_fraction,train/approx_kl,train/clip_range,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
439.0615384615385,173,1,32768,1123.0359,189,,,,,,,,,,,,,
466.78,150,2,65536,1352.5732,434,0.0001,28991.59299877882,0.39430803060531616,0.1593231201171875,0.014923609,0.2,2480,-1.9460965437465347,0.05579555034637451,6711.279296875,0.003100821579675994,,
472.15,144,3,98304,1445.6134,680,0.0001,24983.026941776276,0.3938590884208679,0.098968505859375,0.010191402,0.2,2490,-1.9424610459245741,0.2891545295715332,32113.998046875,0.0020848596497330617,,
472.53,141,4,131072,1187.3473,927,0.0001,23229.638924157618,0.3932453393936157,0.113189697265625,0.010763176,0.2,2500,-1.9373463239753619,0.4160977005958557,2575.657470703125,0.0024910643712985348,,
483.99,139,5,163840,1229.5769,1177,0.0001,20829.460604166983,0.3933848738670349,0.090496826171875,0.009243017,0.2,2510,-1.9348928984138183,0.49489712715148926,4258.07958984375,0.0018032768387172382,,
481.28,137,6,196608,1251.6768,1429,0.0001,19060.16758465767,0.39313849806785583,0.08681640625,0.008637121,0.2,2520,-1.9343224574113265,0.5210101008415222,1855.6519775390625,9.433502666524873e-05,,
490.77,136,7,229376,1438.7742,1678,0.0001,17402.071236670017,0.39285799860954285,0.0782318115234375,0.0081925,0.2,2530,-1.9316632091067731,0.5162283182144165,2166.17041015625,0.00021972336346607336,,
489.46,136,8,262144,1598.5203,1926,0.0001,23043.245520174503,0.39276808500289917,0.0916290283203125,0.009524544,0.2,2540,-1.9295600362936967,0.4974454641342163,3592.340576171875,0.0017420487591721212,,
486.77,135,9,294912,1548.292,2178,0.0001,19669.831868326663,0.3923158645629883,0.0837677001953125,0.007976417,0.2,2550,-1.9268544384394772,0.5817797482013702,5099.150390625,-0.0005403773770126463,,
457.91,134,10,327680,1252.8706,2429,0.0001,17559.74967521429,0.39199167490005493,0.0907562255859375,0.008369841,0.2,2560,-1.9229713664855808,0.6163504123687744,2161.85205078125,-4.070185116233915e-06,,
460.17,134,11,360448,1288.2413,2679,0.0001,21321.75556067228,0.3917199373245239,0.085638427734375,0.008232759,0.2,2570,-1.9198849990963935,0.6033605933189392,1824.64404296875,-0.0006524646661205224,,
481.29,134,12,393216,1748.7657,2929,0.0001,21403.59902406931,0.3915696144104004,0.07567138671875,0.007859979,0.2,2580,-1.9174472768092528,0.600151777267456,3093.864990234375,-0.00044791781439244003,,
485.17,133,13,425984,1790.9331,3180,0.0001,19535.83375236988,0.39132213592529297,0.074920654296875,0.0076407613,0.2,2590,-1.9151965276454574,0.6191333830356598,1522.644775390625,-5.120956257087528e-06,,
452.74,133,14,458752,1698.0754,3428,0.0001,17168.13262104988,0.39108192920684814,0.0850860595703125,0.008395416,0.2,2600,-1.9128339643008077,0.6484238505363464,4779.87451171875,-0.0006130178511739359,,
433.38,133,15,491520,1567.5133,3676,0.0001,21585.83727144003,0.39053913950920105,0.092144775390625,0.0083057685,0.2,2610,-1.9090079764369876,0.6500998437404633,14028.0419921875,-0.001169179957707911,,
485.6,133,16,524288,2183.821,3925,0.0001,20592.09846007824,0.39021721482276917,0.0971649169921875,0.009168691,0.2,2620,-1.904004061431624,0.636998862028122,2920.835205078125,-0.00021711176635790251,,
450.72,133,17,557056,1922.9248,4174,0.0001,17265.983145916463,0.3895034193992615,0.07982177734375,0.0076416163,0.2,2630,-1.8989183316240088,0.6485925018787384,3546.538330078125,-0.000578257415668304,,
485.74,133,18,589824,2473.3933,4425,0.0001,23898.86428242922,0.3895517587661743,0.0977081298828125,0.009553231,0.2,2640,-1.8949204175965861,0.5672678053379059,2538.164794921875,0.0011157436129906272,,
495.49,133,19,622592,2498.3276,4675,0.0001,19595.86605730057,0.38920852541923523,0.0843353271484375,0.007789029,0.2,2650,-1.893458271631971,0.6541602909564972,6944.54833984375,-0.0004242735236516637,,
469.58,133,20,655360,2257.5083,4922,0.0001,20989.156363081933,0.3888932764530182,0.0699188232421875,0.007298151,0.2,2660,-1.8906178151955828,0.6167596280574799,3235.987548828125,0.0001476799268289142,,
507.43,133,21,688128,3010.247,5172,0.0001,22526.165215456487,0.3886932134628296,0.081927490234375,0.008020093,0.2,2670,-1.8875634919852018,0.5745674073696136,3141.3427734375,0.0011148638284225853,,
496.45,132,22,720896,2869.8708,5421,0.0001,21135.57704384327,0.38822025060653687,0.0844818115234375,0.0077269776,0.2,2680,-1.8842114301980473,0.6146744191646576,3472.90869140625,9.225330676372323e-05,,
471.26,132,23,753664,2611.0876,5669,0.0001,26445.24561638832,0.3879968523979187,0.0848876953125,0.008347089,0.2,2690,-1.880259004572872,0.5344246029853821,3537.36669921875,0.0007331866160598111,,
534.64,132,24,786432,3371.6863,5918,0.0001,24870.148455882074,0.387448787689209,0.0877166748046875,0.008761756,0.2,2700,-1.8765699873445556,0.5388559699058533,4399.6328125,0.0011924653077812764,,
527.77,132,25,819200,3077.9644,6167,0.0001,25332.09314837456,0.38699600100517273,0.0828155517578125,0.007975908,0.2,2710,-1.871437276538927,0.5281187295913696,10706.513671875,0.0005678982449353498,,
499.21,132,26,851968,2790.4956,6418,0.0001,22509.452313792706,0.38680508732795715,0.0674346923828125,0.006848627,0.2,2720,-1.8678277214989065,0.5637595653533936,5124.63427734375,0.00016008204174795538,,
469.21,132,27,884736,2398.9065,6664,0.0001,24858.58868691921,0.3867550492286682,0.0602813720703125,0.0065813353,0.2,2730,-1.8666120454552584,0.5953014194965363,5543.78369140625,0.00044209518644038325,,
508.85,132,28,917504,2918.7834,6915,0.0001,23225.208876609802,0.38639700412750244,0.0644744873046875,0.006947598,0.2,2740,-1.8647331371554174,0.5932520031929016,1743.00927734375,2.127053202229945e-05,,
