rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/value_loss,train/std,train/clip_fraction,train/approx_kl,train/clip_range,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
560.32,132,29,950272,3465.816,7162,0.0001,23152.19222162962,0.38625389337539673,0.075897216796875,0.007705653,0.2,2750,-1.8621109021012672,0.5713083744049072,1611.01806640625,8.58930387039436e-05,,
525.72,132,30,983040,2998.3896,7409,0.0001,18801.027793610097,0.3857539892196655,0.06849365234375,0.0071139773,0.2,2760,-1.859075298870448,0.5776176750659943,3598.86669921875,0.0003946932767803446,,
522.05,132,31,1015808,2852.6318,7659,0.0001,23554.594428765773,0.3856048583984375,0.0781097412109375,0.0076964716,0.2,2770,-1.855671412590891,0.5452477335929871,2906.59130859375,0.0004289986104708987,,
563.03,132,32,1048576,3227.8362,7907,0.0001,18882.132114923,0.3854193687438965,0.0551483154296875,0.006294527,0.2,2780,-1.853847354964819,0.62889364361763,1991.166748046875,-0.0005002946764136595,,
572.68,132,33,1081344,3571.5354,8157,0.0001,16395.961766064167,0.3853781223297119,0.0756500244140625,0.0076506278,0.2,2790,-1.852525594830513,0.617183655500412,2284.695068359375,-0.00015078386894629148,,
518.4,132,34,1114112,2851.6743,8407,0.0001,17928.86631180048,0.3848639130592346,0.0747650146484375,0.0075042103,0.2,2800,-1.849851044267416,0.6170987784862518,2798.3798828125,0.0008529532120576278,,
557.85,132,35,1146880,3584.9026,8656,0.0001,21487.24095168114,0.3846267759799957,0.07608642578125,0.007830549,0.2,2810,-1.845734502200503,0.5735414922237396,4543.48193359375,0.0003137793004043488,,
562.37,132,36,1179648,3509.146,8907,0.0001,20199.848848509788,0.3846738040447235,0.07342529296875,0.007281606,0.2,2820,-1.844567459251266,0.5819078385829926,1436.249755859375,0.0004470088875791589,,
575.97,132,37,1212416,3643.3271,9156,0.0001,20396.204779160023,0.3842538297176361,0.071533203125,0.0073893666,0.2,2830,-1.8428058384917676,0.5608650147914886,3243.804443359375,0.001059406473848412,,
548.85,132,38,1245184,3339.1086,9404,0.0001,18107.200818800928,0.38390085101127625,0.0718109130859375,0.007221164,0.2,2840,-1.8386154512525537,0.6022075712680817,6655.39990234375,0.0009900493978420855,,
561.73,132,39,1277952,3223.481,9654,0.0001,20919.624923849107,0.3835754990577698,0.067950439453125,0.0074463263,0.2,2850,-1.8350842411862687,0.5767206251621246,3118.71044921875,0.0001662607951715245,,
548.7,132,40,1310720,2988.5527,9902,0.0001,16070.483700954914,0.3835516571998596,0.0733856201171875,0.0072875633,0.2,2860,-1.8329667471232824,0.5671831965446472,1548.165771484375,4.651538437201452e-05,,
559.22,132,41,1343488,3033.6338,10152,0.0001,19781.513586580753,0.38354361057281494,0.062774658203125,0.0065006055,0.2,2870,-1.833205349149648,0.5156581699848175,1429.4022216796875,0.0003400057336648388,,
577.67,132,42,1376256,3246.3496,10403,0.0001,18518.453381454943,0.38317444920539856,0.060626220703125,0.006466168,0.2,2880,-1.83106561510358,0.6011132895946503,6233.115234375,-2.0371018649711914e-05,,
550.83,132,43,1409024,2862.463,10652,0.0001,17755.930120444296,0.3827657401561737,0.0775146484375,0.0075143953,0.2,2890,-1.8271978817530907,0.6608685553073883,1490.7301025390625,0.0003220138017354657,,
559.51,132,44,1441792,3094.1733,10900,0.0001,20582.293900561333,0.3826797902584076,0.081097412109375,0.007921385,0.2,2900,-1.8242765648989008,0.5599081516265869,4010.660888671875,0.0007822131707598601,,
538.15,132,45,1474560,2789.5344,11150,0.0001,18465.50889289379,0.38234585523605347,0.067474365234375,0.00651933,0.2,2910,-1.8221897502080537,0.6004119217395782,6163.9384765625,0.0009647032552834389,,
550.21,132,46,1507328,3144.1348,11399,0.0001,19352.58250757456,0.38211339712142944,0.07071533203125,0.0072399434,0.2,2920,-1.8194239757256583,0.5856375694274902,2233.602294921875,0.00032538667678068124,,
540.75,132,47,1540096,3301.9912,11650,0.0001,19552.474918067455,0.3821186423301697,0.07852783203125,0.0077640833,0.2,2930,-1.818132557393983,0.5416009724140167,1631.2308349609375,0.0004895873724990452,,
548.52,132,48,1572864,3388.636,11902,0.0001,24587.060428607463,0.38191282749176025,0.073394775390625,0.0069161854,0.2,2940,-1.8171973184566013,0.5839044153690338,2452.82958984375,0.001353101890833841,,
,,,1600000,,,0.0001,19232.547840821742,0.3820316195487976,0.0830230712890625,0.0075190915,0.2,2950,-1.8165365519816987,0.5638055801391602,3634.172119140625,0.0020945139994523743,481.61,689.641845703125
543.57,129,49,1605632,3187.5476,12363,,,,,,,,,,,,,
547.92,129,50,1638400,3396.6494,12614,0.0001,21099.826997983455,0.38167065382003784,0.072528076171875,0.0073306165,0.2,2960,-1.815600738034118,0.4719462990760803,1943.254638671875,0.0012974421596368302,,
552.55,129,51,1671168,3543.281,12865,0.0001,19146.284361577033,0.3812989294528961,0.0896942138671875,0.008458918,0.2,2970,-1.8116209793253801,0.593341588973999,5047.7978515625,0.0007036839829765995,,
528.63,129,52,1703936,3074.0454,13115,0.0001,21975.997938990593,0.38116446137428284,0.059271240234375,0.006530337,0.2,2980,-1.808626711240504,0.594151496887207,2322.491943359375,0.000706439910430845,,
568.26,129,53,1736704,3521.9478,13365,0.0001,23211.830117726327,0.3810936212539673,0.07684326171875,0.0077489377,0.2,2990,-1.8074867693823762,0.5800201892852783,3060.437255859375,0.00011805984976263063,,
574.47,129,54,1769472,3507.9272,13617,0.0001,20611.351190316676,0.38097792863845825,0.0657867431640625,0.0064056637,0.2,3000,-1.8063513220404275,0.6358263194561005,1417.2430419921875,0.0008096260904153496,,
552.06,129,55,1802240,3342.3005,13868,0.0001,20297.865144085885,0.38072288036346436,0.07537841796875,0.0072620967,0.2,3010,-1.8044156095245854,0.6071211993694305,2987.048583984375,0.00023486622021664516,,
573.61,129,56,1835008,3743.4353,14120,0.0001,22736.271396660806,0.3804887533187866,0.0839202880859375,0.0076100235,0.2,3020,-1.8016600472154096,0.5530492961406708,1946.482666015625,-0.00010875103133685115,,
558.0,129,57,1867776,3332.653,14374,0.0001,19497.150443184375,0.3804142475128174,0.0688568115234375,0.00735712,0.2,3030,-1.7999091360485182,0.575526624917984,2475.658203125,0.0005451417814015258,,
540.83,129,58,1900544,3065.5447,14625,0.0001,19797.574076771736,0.380303293466568,0.0670135498046875,0.007088063,0.2,3040,-1.7991099678794853,0.6100958287715912,4523.8994140625,0.0007756774301014957,,
581.17,129,59,1933312,3625.076,14876,0.0001,19111.73233319521,0.38003769516944885,0.080279541015625,0.0074810474,0.2,3050,-1.7969378927024082,0.6138328909873962,2764.134521484375,0.0003393194514728748,,
599.36,129,60,1966080,3965.1226,15127,0.0001,17336.729555428028,0.37995195388793945,0.072705078125,0.0071956916,0.2,3060,-1.7952489694347604,0.6907503008842468,4796.83203125,0.0012662931543559353,,
578.22,129,61,1998848,3678.8806,15379,0.0001,18877.88378815651,0.3798188865184784,0.083514404296875,0.007925514,0.2,3070,-1.7938787013408728,0.6547221541404724,4818.5498046875,0.0013478762662998633,,
564.83,129,62,2031616,3485.104,15628,0.0001,18230.028018212317,0.37982723116874695,0.0739105224609375,0.0075686793,0.2,3080,-1.7930338313570247,0.7232870757579803,2701.32421875,0.00011562833162770403,,
