rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
582.3636363636364,-120.64402,502,1,32,16384,,,,,,,,,,,,,
644.9761904761905,573.75433,365,2,89,32768,-1.948226473480463,0.120355224609375,0.2,2480,0.031732797622680664,0.012061438,0.0003,0.0015873510492383502,0.39472177624702454,8539.6826171875,28507.20569152832,,
682.439393939394,999.9937,335,3,146,49152,-1.9484333768486977,0.106427001953125,0.2,2490,0.11869227886199951,0.010324107,0.0003,0.002247232959052781,0.3946058452129364,10031.47265625,26581.33836669922,,
697.8988764044943,1068.4307,320,4,204,65536,-1.9466497220098973,0.07254638671875,0.2,2500,0.15981709957122803,0.008256531,0.0003,0.00014552835491485894,0.3943623900413513,8430.20703125,27101.30252685547,,
722.47,1312.8079,311,5,262,81920,-1.9447880774736404,0.0812255859375,0.2,2510,0.3325878977775574,0.008527156,0.0003,0.0006495352474303218,0.39425477385520935,9863.0126953125,25357.27881164551,,
736.53,1493.803,305,6,321,98304,-1.9444091331213713,0.083538818359375,0.2,2520,0.35790836811065674,0.008797031,0.0003,0.0004887707596935798,0.3943285644054413,6807.10400390625,25021.312573242187,,
734.19,1558.9784,302,7,378,114688,-1.9446460351347923,0.0892822265625,0.2,2530,0.33912187814712524,0.008888872,0.0003,0.0006052751587048988,0.3943025767803192,7932.013671875,27451.80385437012,,
740.76,1762.6964,298,8,438,131072,-1.9436305083334446,0.08408203125,0.2,2540,0.33051156997680664,0.009038895,0.0003,0.00140328658708313,0.3941376805305481,6074.43896484375,23774.079977416994,,
760.9,2124.9504,296,9,498,147456,-1.9409697819501162,0.062274169921875,0.2,2550,0.4138047695159912,0.006764222,0.0003,0.0010243707838526461,0.393743634223938,6055.74072265625,24203.49199523926,,
780.44,2395.2651,294,10,556,163840,-1.9381292372941972,0.079052734375,0.2,2560,0.3713701367378235,0.0085066855,0.0003,0.0008546258944988949,0.3936302363872528,7782.57666015625,28187.02346191406,,
784.98,2609.3323,292,11,615,180224,-1.9369559653103352,0.06287841796875,0.2,2570,0.4310402274131775,0.0069802403,0.0003,-0.0002449888750561513,0.3934939503669739,8500.751953125,26433.06329956055,,
