time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/std,train/value_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
299,109,32768,1,292.3775510204082,2744.4688,,,,,,,,,,,,,
260,251,65536,2,341.49,3140.2368,26059.919921875,0.39450180530548096,70264.65340042114,0.2911197543144226,0.0001,0.2,0.0030415094144245814,0.013339948,2480,-1.9468837956432252,0.1333831787109375,,
251,390,98304,3,336.09,3278.0735,14400.6845703125,0.3944162130355835,53055.42417945862,0.5223882794380188,0.0001,0.2,0.001538202020446988,0.008713342,2490,-1.946134409867227,0.07884521484375,,
247,529,131072,4,324.48,3303.3044,22109.31640625,0.3942927420139313,56004.613441085814,0.5976042449474335,0.0001,0.2,0.0013149902360055422,0.011388926,2500,-1.9450968323275446,0.113531494140625,,
245,667,163840,5,344.7,4065.8247,13880.998046875,0.3941444456577301,54138.65459022522,0.6246055364608765,0.0001,0.2,0.0005843536058364407,0.0075566187,2510,-1.9437936111353338,0.066796875,,
244,804,196608,6,330.56,4271.1,16100.478515625,0.394048810005188,49069.08756790161,0.67917600274086,0.0001,0.2,0.0004871319622907322,0.008093762,2520,-1.9425876268185676,0.0747100830078125,,
242,945,229376,7,344.44,4962.8,11195.1767578125,0.39395463466644287,59748.43252410889,0.6764719486236572,0.0001,0.2,0.00046178276807040675,0.009552696,2530,-1.9415383444633334,0.0872589111328125,,
241,1083,262144,8,346.93,5447.3,18468.296875,0.39380747079849243,59105.519552230835,0.687416136264801,0.0001,0.2,0.0011471498968603556,0.010600723,2540,-1.9403866042848676,0.102508544921875,,
241,1221,294912,9,351.31,5679.4,23857.826171875,0.39359989762306213,57221.00439376831,0.6824300289154053,0.0001,0.2,-8.924395083340642e-05,0.007176432,2550,-1.9385394364595414,0.064349365234375,,
241,1358,327680,10,362.18,6149.0,11208.73046875,0.39350271224975586,55237.964601898195,0.7239706218242645,0.0001,0.2,0.0006210746643773746,0.009741943,2560,-1.9369410960469395,0.09437255859375,,
241,1494,360448,11,365.93,6417.3,18065.541015625,0.393457293510437,52473.0325378418,0.7341910302639008,0.0001,0.2,0.00023256866202245874,0.0073422017,2570,-1.9362586745992303,0.0616485595703125,,
241,1630,393216,12,367.69,6426.0,13705.732421875,0.39343830943107605,53873.120739364625,0.7647228538990021,0.0001,0.2,0.0002460626938045607,0.0066856095,2580,-1.9359435592778027,0.0593902587890625,,
240,1769,425984,13,376.39,6439.8,10786.736328125,0.3933156132698059,48818.60043144226,0.7793006896972656,0.0001,0.2,0.002501156470316346,0.008529609,2590,-1.935276880254969,0.0863677978515625,,
240,1905,458752,14,368.75,6355.2,19442.833984375,0.3932203948497772,57108.06922492981,0.7467239499092102,0.0001,0.2,0.0018740221315511007,0.0069825305,2600,-1.9341933652758598,0.0626373291015625,,
240,2042,491520,15,380.78,6668.4,13202.380859375,0.3931310176849365,48224.95233879089,0.7581278681755066,0.0001,0.2,0.0001878080386632064,0.0063426164,2610,-1.9332695121876895,0.0523040771484375,,
240,2179,524288,16,392.3,6821.1,10520.416015625,0.3930134177207947,48333.51283416748,0.7883917391300201,0.0001,0.2,0.0007945945457322523,0.0060682283,2620,-1.932272233115509,0.0521759033203125,,
240,2316,557056,17,368.13,6492.292,11610.7314453125,0.3929302990436554,43039.86022377014,0.821325421333313,0.0001,0.2,0.002028129242967225,0.0061890357,2630,-1.9312706914264708,0.0546295166015625,,
240,2452,589824,18,362.37,6364.2,10209.1650390625,0.39282646775245667,41918.77686424255,0.7950290590524673,0.0001,0.2,0.00046562222707962063,0.006394077,2640,-1.9303052630275488,0.0538330078125,,
240,2589,622592,19,365.25,6342.2,12315.6103515625,0.39275068044662476,38305.92216453552,0.8015919476747513,0.0001,0.2,0.0014456217075803578,0.006143254,2650,-1.9293903979938478,0.044525146484375,,
240,2725,655360,20,380.26,6728.1,8924.8681640625,0.39263516664505005,48565.37325668335,0.7830318659543991,0.0001,0.2,2.119152404702618e-05,0.006210188,2660,-1.9284097778145224,0.056964111328125,,
240,2862,688128,21,367.59,6641.6,10233.2998046875,0.39260339736938477,42615.45019493103,0.7959985435009003,0.0001,0.2,0.0005377418935495371,0.005685992,2670,-1.9276666559744626,0.04698486328125,,
240,3001,720896,22,355.51,6118.1,16711.6328125,0.3925517797470093,50070.38129653931,0.7914423495531082,0.0001,0.2,0.0002022875890816067,0.005493506,2680,-1.9272214823402465,0.0484405517578125,,
240,3137,753664,23,370.07,6653.0,18472.314453125,0.3925115466117859,48613.558475494385,0.7814512699842453,0.0001,0.2,0.0006380856473697349,0.0077988347,2690,-1.9267654133960606,0.071075439453125,,
240,3276,786432,24,376.75,6473.0,10711.2001953125,0.3923807442188263,38244.22829246521,0.830823227763176,0.0001,0.2,0.0006935468823940028,0.0049534794,2700,-1.9260046645533293,0.0417236328125,,
239,3413,819200,25,369.37,6407.7,7220.59912109375,0.3924044966697693,40011.48750991821,0.8257359564304352,0.0001,0.2,0.001462419022186623,0.006525242,2710,-1.9253987608943135,0.05296630859375,,
239,3550,851968,26,372.84,6344.5,11305.5205078125,0.392328143119812,46345.12146911621,0.8037623316049576,0.0001,0.2,-0.00038684955543430986,0.0060136793,2720,-1.925247182743624,0.046307373046875,,
239,3688,884736,27,370.77,6228.7,10529.7734375,0.3922428488731384,41844.453998947145,0.8136741071939468,0.0001,0.2,0.001069090596774913,0.0055448334,2730,-1.9244227204006166,0.0437225341796875,,
239,3825,917504,28,385.13,6893.9,9466.1826171875,0.3921716809272766,43374.824787902835,0.7770772725343704,0.0001,0.2,-0.00015960654723130575,0.00652524,2740,-1.9235847952775658,0.0513946533203125,,
