time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
571,301.0,57,3130.972,1,32768,,,,,,,,,,,
534,301.0,122,3215.1426,2,65536,4588.8896484375,24210.550412750243,0.381103515625,0.04282845,630,0.1931862235069275,-4.374894735962153,0.2,0.7228562831878662,0.023720082853833445,0.001
519,301.0,189,3509.0227,3,98304,3463.30126953125,20811.35785369873,0.287939453125,0.02697578,640,0.3099512457847595,-4.370810632407665,0.2,0.721991240978241,0.012308627549646189,0.001
514,301.0,254,3773.7053,4,131072,4505.40625,23252.912139892578,0.2660430908203125,0.025048897,650,0.3264172673225403,-4.361456756293774,0.2,0.7197224497795105,0.011622958490261227,0.001
512,301.0,319,3620.5098,5,163840,5346.88330078125,22976.765949249268,0.2544830322265625,0.023694346,660,0.32124483585357666,-4.352036309987307,0.2,0.7182002067565918,0.011110828464734369,0.001
510,301.0,385,4015.757,6,196608,4460.6748046875,23077.873976898194,0.2428436279296875,0.0210936,670,0.3512381315231323,-4.34639215618372,0.2,0.7176005840301514,0.008828149275541364,0.001
508,301.0,450,3993.0503,7,229376,4050.327392578125,23685.216202545165,0.2675048828125,0.024123173,680,0.2984745502471924,-4.337536715716124,0.2,0.7149771451950073,0.009776889138083788,0.001
507,301.0,516,4083.4204,8,262144,4123.8779296875,22380.16759109497,0.2739410400390625,0.02492697,690,0.3391556143760681,-4.324023558199405,0.2,0.7127345204353333,0.01008768962637987,0.001
507,301.0,581,4201.6523,9,294912,5554.71923828125,22115.09474029541,0.2449859619140625,0.022149114,700,0.342124879360199,-4.309662590920925,0.2,0.7097664475440979,0.008156502727615589,0.001
506,301.0,646,4029.6309,10,327680,4405.09033203125,24020.360540008543,0.26351318359375,0.023854624,710,0.32843875885009766,-4.296393945813179,0.2,0.7082086205482483,0.009852311574286432,0.001
