rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
583.98,281,524288,16,1863,1108.4524,0.36991578340530396,0.035887484,901.1377563476562,0.6297413110733032,0.3386993408203125,0.007254352966992883,1380,0.2,4519.256173276901,0.001,-3.8042747557163237,,
595.34,280,557056,17,1986,1124.0767,0.45433247089385986,0.033893,654.785400390625,0.6244620084762573,0.3168975830078125,0.005962771278063883,1390,0.2,4146.4196162700655,0.001,-3.784202608652413,,
597.16,279,589824,18,2109,1170.3794,0.42911428213119507,0.031850338,796.2777709960938,0.6244645118713379,0.304742431640625,0.0045315790084714536,1400,0.2,4046.847698259354,0.001,-3.7756249023601414,,
597.16,278,622592,19,2232,1427.0726,0.44317173957824707,0.033255104,738.1481323242188,0.6232185959815979,0.31048583984375,0.005330461169796763,1410,0.2,4099.685175132751,0.001,-3.7680346531793476,,
601.0,278,655360,20,2354,1458.1697,0.4420340061187744,0.031296626,933.322021484375,0.6208512783050537,0.299383544921875,0.004723952767380979,1420,0.2,4485.728327941894,0.001,-3.755583093687892,,
601.0,278,688128,21,2469,1107.0355,0.43003350496292114,0.029715037,717.89892578125,0.6182769536972046,0.3004547119140625,0.0036204871768859446,1430,0.2,3552.7676511764525,0.001,-3.737103205919266,,
600.39,278,720896,22,2588,1139.146,0.4154534339904785,0.032595646,335.3659362792969,0.6136593818664551,0.3080230712890625,0.005704968019199441,1440,0.2,3329.838379716873,0.001,-3.7152070362120866,,
587.53,277,753664,23,2711,1381.343,0.3652299642562866,0.031024482,841.587890625,0.6139734387397766,0.3137115478515625,0.005973467668263765,1450,0.2,4002.7497435569762,0.001,-3.707534142583609,,
586.06,277,786432,24,2833,1319.934,0.372097373008728,0.027885726,538.6917724609375,0.6100008487701416,0.2797607421875,0.004232772223440406,1460,0.2,3623.8251824378967,0.001,-3.6885679172351957,,
592.65,277,819200,25,2952,1304.8766,0.41820794343948364,0.02845459,1320.440185546875,0.6089837551116943,0.2796966552734375,0.0031007805046101566,1470,0.2,4067.846229839325,0.001,-3.680526371486485,,
597.9,277,851968,26,3068,997.7225,0.5248450338840485,0.029120035,261.46435546875,0.6071888208389282,0.282232666015625,0.002097943253465928,1480,0.2,3137.5131126403808,0.001,-3.673199907690287,,
601.0,277,884736,27,3184,1087.4951,0.5067517459392548,0.030474951,529.9507446289062,0.60504150390625,0.2912261962890625,0.002462393733912904,1490,0.2,2722.983140397072,0.001,-3.656630819104612,,
601.0,277,917504,28,3306,1465.2102,0.5265895128250122,0.028482875,458.5415954589844,0.6029170155525208,0.288043212890625,0.003179087964053906,1500,0.2,3212.110772371292,0.001,-3.6437212409451605,,
598.44,277,950272,29,3428,1480.3615,0.5049472749233246,0.027377468,511.5295715332031,0.6016008853912354,0.263580322265625,0.003253599147501518,1510,0.2,3479.5457419395448,0.001,-3.6349215956404803,,
598.57,277,983040,30,3546,1441.7699,0.4661308526992798,0.029500656,2123.5341796875,0.5971249341964722,0.2913787841796875,0.004380315626804077,1520,0.2,3659.4359958648683,0.001,-3.6105640342459084,,
595.18,277,1015808,31,3661,1208.4645,0.5603056848049164,0.026995918,1792.043212890625,0.5916594862937927,0.28026123046875,0.0032057561787951273,1530,0.2,3716.2658108234405,0.001,-3.5820440338924526,,
595.71,277,1048576,32,3778,1176.1886,0.6056211590766907,0.02917806,334.71002197265625,0.5886918306350708,0.2820648193359375,0.0026077914768393383,1540,0.2,3132.0066950559617,0.001,-3.552723875269294,,
590.79,277,1081344,33,3893,1137.5381,0.5716636478900909,0.02436155,320.7451171875,0.5817713141441345,0.251800537109375,0.0007679945087147644,1550,0.2,3349.050821876526,0.001,-3.5164005460217593,,
587.24,277,1114112,34,4011,1286.5732,0.5709439516067505,0.026215477,833.2339477539062,0.579282283782959,0.265032958984375,0.0029810806310706537,1560,0.2,3286.728268957138,0.001,-3.486828558333218,,
597.45,277,1146880,35,4127,1570.1117,0.5681476294994354,0.026070865,2175.617431640625,0.5787160396575928,0.26165771484375,0.003980143321132346,1570,0.2,3965.0373027801515,0.001,-3.479302263446152,,
599.81,277,1179648,36,4243,1602.4274,0.5814695954322815,0.027919345,519.5728149414062,0.575371503829956,0.276458740234375,0.00395297272298194,1580,0.2,3557.262021398544,0.001,-3.4645803762599825,,
598.04,278,1212416,37,4360,1484.1913,0.6282659471035004,0.0281212,374.6116638183594,0.5706979632377625,0.2829620361328125,0.003964310660376213,1590,0.2,3793.765177965164,0.001,-3.43348435908556,,
593.55,278,1245184,38,4475,1484.107,0.6108145713806152,0.02549363,1401.244140625,0.5644137859344482,0.2668914794921875,0.002505513922733371,1600,0.2,4296.893822956085,0.001,-3.39646850079298,,
594.24,278,1277952,39,4590,1544.1847,0.6128194630146027,0.026396561,454.1012268066406,0.5619690418243408,0.255609130859375,0.003041649616716313,1610,0.2,3609.669507694244,0.001,-3.368518070504069,,
594.85,278,1310720,40,4705,1761.433,0.636756420135498,0.027163057,367.8367919921875,0.5621131062507629,0.27939453125,0.005197222258357215,1620,0.2,4274.120643997192,0.001,-3.3595895206555726,,
589.35,278,1343488,41,4820,1764.9413,0.5887867212295532,0.028674878,1932.1170654296875,0.5577879548072815,0.2789947509765625,0.0031506355768215143,1630,0.2,4842.5871114254,0.001,-3.3405771419405936,,
584.01,278,1376256,42,4935,1454.4163,0.622970700263977,0.030209472,1588.11767578125,0.556702733039856,0.29130859375,0.004969772864933475,1640,0.2,4099.736515426635,0.001,-3.326054611988366,,
590.17,278,1409024,43,5054,1213.0314,0.6439386010169983,0.030001624,1814.779541015625,0.5559127330780029,0.2945159912109375,0.005386703356998623,1650,0.2,4330.637177610397,0.001,-3.317444654740393,,
588.81,278,1441792,44,5174,1296.3977,0.6665937006473541,0.02820354,511.7861328125,0.5545271635055542,0.2787109375,0.0031078581781912363,1660,0.2,3423.72376666069,0.001,-3.3112784016877415,,
596.28,278,1474560,45,5295,1299.2495,0.618817001581192,0.02604093,690.9119262695312,0.5533137321472168,0.2659942626953125,0.0033170619046359205,1670,0.2,3576.20627784729,0.001,-3.305980385839939,,
596.14,278,1507328,46,5411,1369.294,0.6643238067626953,0.028134352,287.3011779785156,0.5511747598648071,0.2786590576171875,0.0020353231337139734,1680,0.2,2632.463382434845,0.001,-3.2888877214863896,,
588.88,278,1540096,47,5534,1568.9247,0.6460481584072113,0.027463559,431.84515380859375,0.5488954186439514,0.2811676025390625,0.003363255614749505,1690,0.2,3592.484790277481,0.001,-3.276043846271932,,
597.23,278,1572864,48,5657,1474.5425,0.5803636610507965,0.028396733,1104.2335205078125,0.5458122491836548,0.281866455078125,0.00464605804590974,1700,0.2,4044.208271074295,0.001,-3.26007371135056,,
,,1600000,,,,0.5758687257766724,0.027651876,507.54510498046875,0.5413691997528076,0.2750823974609375,0.0032209557786700314,1710,0.2,3363.2562764167787,0.001,-3.228633092343807,2433.754638671875,486.44
595.19,269,1605632,49,5967,1623.6222,,,,,,,,,,,,,
596.4,269,1638400,50,6082,1790.2635,0.5251741707324982,0.026063096,592.8519287109375,0.5419065952301025,0.25216064453125,0.0032723765947594075,1720,0.2,4235.776193475724,0.001,-3.219875331968069,,
597.7,269,1671168,51,6197,1816.9036,0.6115719974040985,0.027625233,393.4209289550781,0.540107011795044,0.2786865234375,0.0020999041054892585,1730,0.2,3067.0209280252457,0.001,-3.2100081965327263,,
601.0,269,1703936,52,6313,1714.9237,0.6345954239368439,0.02786196,382.0753173828125,0.5360541939735413,0.273883056640625,0.0038445760103059,1740,0.2,3535.5419890880585,0.001,-3.189713181555271,,
595.52,270,1736704,53,6428,1862.9886,0.5875934362411499,0.029030781,651.1996459960938,0.5342060923576355,0.2904510498046875,0.005913881943342858,1750,0.2,3286.859657382965,0.001,-3.1691242035478355,,
589.9,270,1769472,54,6544,1529.1527,0.6443999707698822,0.030285701,400.5892028808594,0.5340254306793213,0.2912200927734375,0.003798073723737616,1760,0.2,3702.7570856571197,0.001,-3.1631821159273388,,
592.1,270,1802240,55,6659,1357.3306,0.6245338618755341,0.027310174,510.9999084472656,0.5314151644706726,0.2721527099609375,0.0033375259150489,1770,0.2,3330.8314771175383,0.001,-3.1506675332784653,,
592.1,270,1835008,56,6774,1922.5311,0.6062513589859009,0.027589757,988.33203125,0.5292428731918335,0.280462646484375,0.003690680229192367,1780,0.2,3945.3994812965393,0.001,-3.131621643342078,,
597.72,271,1867776,57,6890,1903.8938,0.6438744366168976,0.027378205,452.34576416015625,0.5259031057357788,0.2771087646484375,0.003480777439472149,1790,0.2,4354.52406244278,0.001,-3.1104645475745203,,
592.55,271,1900544,58,7006,1920.1069,0.6362197399139404,0.029202476,563.1669311523438,0.5242835283279419,0.28697509765625,0.0035129876796418102,1800,0.2,3286.09536755085,0.001,-3.0923989528790115,,
595.83,271,1933312,59,7124,2138.686,0.5810953378677368,0.029044949,502.3603210449219,0.5213130712509155,0.2875701904296875,0.006063522376643959,1810,0.2,4716.932784223556,0.001,-3.0748381620272993,,
601.0,271,1966080,60,7240,1878.8253,0.6251624822616577,0.02750881,1637.740478515625,0.5215365290641785,0.2713623046875,0.0030911484278476563,1820,0.2,4562.17936797142,0.001,-3.066993740014732,,
592.65,271,1998848,61,7360,2060.565,0.672656387090683,0.023717627,593.8614501953125,0.5185459852218628,0.255645751953125,0.0015340663503593532,1830,0.2,3647.5775695323946,0.001,-3.0546991085633635,,
589.65,271,2031616,62,7476,2019.0298,0.6049348413944244,0.026512854,579.07763671875,0.5164594650268555,0.2686309814453125,0.005168593357302598,1840,0.2,5342.912524223328,0.001,-3.036354730837047,,
