time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
13,208.97551,395,1077,301.0,425984,120,2033.0135618686677,670.004638671875,-0.002274339587893337,0.001,0.043853759765625,1.0026719570159912,0.0052469126,-5.69172004237771,0.2,0.018652915954589844,,
14,244.4096,394,1161,301.0,458752,130,1208.3816874742508,453.9317321777344,-0.0018064756654894154,0.001,0.046051025390625,0.9963586926460266,0.005935264,-5.674346522241831,0.2,0.003098726272583008,,
15,335.68057,394,1245,301.0,491520,140,1963.488021659851,416.9581604003906,-0.0022004727789862954,0.001,0.055316162109375,0.9896329641342163,0.006584242,-5.644367391616106,0.2,-0.03479635715484619,,
16,445.85767,394,1329,301.0,524288,150,99917.61278233529,75517.921875,-0.00014339400795506662,0.001,0.04566650390625,0.9874811172485352,0.004931854,-5.627274932712316,0.2,0.00033801794052124023,,
17,476.16904,394,1413,301.0,557056,160,3787.7336161613466,1387.8050537109375,-0.0010810109841258963,0.001,0.050439453125,0.98698490858078,0.0057083024,-5.622975065559149,0.2,-0.04680979251861572,,
18,342.30035,393,1497,301.0,589824,170,2838.1477516651153,268.19647216796875,-0.0008369451568796648,0.001,0.0570068359375,0.9796762466430664,0.0058884714,-5.609709497541189,0.2,-0.06826186180114746,,
19,545.71686,393,1581,301.0,622592,180,2751.6128791332244,1979.5184326171875,-0.00016387211726396345,0.001,0.051556396484375,0.975898265838623,0.0054634833,-5.585095231980086,0.2,-0.053737759590148926,,
20,569.53345,393,1665,301.0,655360,190,4127.404810810089,705.5744018554688,0.00012500475204433315,0.001,0.040423583984375,0.9739369750022888,0.0055339467,-5.57432284206152,0.2,0.03695523738861084,,
21,558.91956,393,1749,301.0,688128,200,3304.819106721878,1301.7984619140625,-0.0013103519810101715,0.001,0.0653533935546875,0.9679389595985413,0.006558435,-5.55538819283247,0.2,0.011711537837982178,,
22,473.06433,393,1833,301.0,720896,210,3959.7723442077636,976.8524780273438,-0.00038740085328754504,0.001,0.0591033935546875,0.9666424989700317,0.0066719986,-5.53895043283701,0.2,0.013031601905822754,,
23,501.39957,392,1917,301.0,753664,220,3528.0812956809996,758.2485961914062,-0.0006862016400191351,0.001,0.0817138671875,0.961713433265686,0.007969068,-5.524258887767791,0.2,-0.03970146179199219,,
24,683.3791,392,2001,301.0,786432,230,3685.299625110626,398.2789001464844,-0.0004074314783792943,0.001,0.0721710205078125,0.9525017738342285,0.0072551183,-5.494110348075628,0.2,0.06129735708236694,,
25,612.7761,392,2086,301.0,819200,240,4516.4676303863525,576.0382080078125,-0.000762399551422277,0.001,0.0769378662109375,0.9451746940612793,0.007787093,-5.461015354096889,0.2,0.007959902286529541,,
26,521.8407,392,2171,301.0,851968,250,3647.143383026123,1897.781494140625,0.0005936834756539611,0.001,0.0986358642578125,0.9472491145133972,0.00888603,-5.451077818870544,0.2,-0.054608702659606934,,
27,553.4794,391,2257,301.0,884736,260,3468.973754119873,1178.368896484375,-0.00035237968440924303,0.001,0.074859619140625,0.9408058524131775,0.0075855358,-5.440589011460543,0.2,0.044603049755096436,,
28,640.8421,391,2342,301.0,917504,270,3374.523150920868,357.1470031738281,1.4707200170960277e-05,0.001,0.0637786865234375,0.9341583251953125,0.0066429963,-5.409384087473154,0.2,0.05229043960571289,,
29,595.4747,391,2426,301.0,950272,280,4337.187017536164,905.7174682617188,-0.0005574597799750336,0.001,0.095831298828125,0.9258332252502441,0.009053743,-5.374513055384159,0.2,0.008104205131530762,,
30,680.36206,391,2510,301.0,983040,290,4025.185167980194,842.58251953125,-0.00016219027238548734,0.001,0.1039306640625,0.9271582365036011,0.009178215,-5.3685720898211,0.2,-0.10374188423156738,,
31,636.24005,391,2594,301.0,1015808,300,4451.959396743774,1055.120361328125,-6.141592866697465e-05,0.001,0.1110382080078125,0.9133208990097046,0.011129621,-5.330674874037504,0.2,-0.08203506469726562,,
32,747.6326,391,2678,301.0,1048576,310,4484.993893623352,1496.1475830078125,9.978224134101765e-05,0.001,0.1011627197265625,0.905551552772522,0.00946033,-5.287066259235144,0.2,0.011228024959564209,,
33,651.3402,391,2762,301.0,1081344,320,5403.818388175964,702.4392700195312,0.0007516094945458462,0.001,0.099835205078125,0.8999587893486023,0.009343989,-5.259288533776998,0.2,0.0681958794593811,,
34,734.9817,391,2846,301.0,1114112,330,3645.164016532898,831.550048828125,-0.0004316645789913309,0.001,0.1092620849609375,0.8903908729553223,0.0100760255,-5.222958245128393,0.2,-0.0431973934173584,,
35,788.81055,391,2930,300.01,1146880,340,4711.52656545639,1382.2864990234375,0.001953588427113573,0.001,0.1163330078125,0.8837321400642395,0.010980815,-5.187980315089225,0.2,0.055932044982910156,,
36,772.2202,391,3014,301.0,1179648,350,5673.706147193909,858.0116577148438,0.000701237004068389,0.001,0.126708984375,0.8761512041091919,0.010440824,-5.157423369586468,0.2,0.009619832038879395,,
37,1058.1897,391,3098,301.0,1212416,360,4973.252585029602,746.4917602539062,0.0007078638269376825,0.001,0.136187744140625,0.8631806373596191,0.012248108,-5.104603143036366,0.2,-0.0008774995803833008,,
38,1226.0568,391,3182,301.0,1245184,370,7623.07056350708,1474.120361328125,0.0017037951576639899,0.001,0.13192138671875,0.8619418144226074,0.011176225,-5.077885632961989,0.2,0.006677508354187012,,
39,1168.4446,391,3266,301.0,1277952,380,8876.624475860595,5663.15673828125,0.002355230811645015,0.001,0.1398101806640625,0.8588935732841492,0.01241003,-5.070091919600964,0.2,0.05981713533401489,,
40,1270.505,391,3350,301.0,1310720,390,9041.7855052948,3103.25390625,0.0019129655634969821,0.001,0.1268157958984375,0.850382924079895,0.01185906,-5.041866862028837,0.2,0.1358708143234253,,
41,1273.2358,391,3434,301.0,1343488,400,10021.704468917847,3143.797607421875,0.0016598128080659081,0.001,0.1277801513671875,0.8502852320671082,0.0116534,-5.021989790350199,0.2,0.03057640790939331,,
42,1321.8867,391,3518,301.0,1376256,410,8633.534938812256,1954.490966796875,0.0017538868183692101,0.001,0.1201812744140625,0.8441550135612488,0.011083477,-5.005655323714018,0.2,0.1468704342842102,,
43,1398.1674,391,3602,298.13,1409024,420,9269.204286956787,2609.027099609375,0.0026709304358519146,0.001,0.1418853759765625,0.8421167731285095,0.013322809,-4.988307624310255,0.2,0.1903367042541504,,
44,1387.3019,391,3686,299.12,1441792,430,13053.664696884156,2087.203369140625,0.0022990717692664476,0.001,0.125445556640625,0.8406449556350708,0.01205438,-4.978763671964407,0.2,0.15166515111923218,,
45,1192.0724,391,3770,301.0,1474560,440,11310.471084594727,3271.30029296875,0.0013727326969728893,0.001,0.128204345703125,0.8361788988113403,0.011587822,-4.963727828115225,0.2,0.10562878847122192,,
46,1692.1538,391,3854,301.0,1507328,450,8701.564290237427,2272.29541015625,0.0011070151485910174,0.001,0.1229705810546875,0.8292101621627808,0.011472894,-4.937833120673895,0.2,0.19359350204467773,,
47,1640.032,391,3938,300.86,1540096,460,11619.497162628173,1693.294677734375,0.0034821738316168195,0.001,0.1354095458984375,0.8264372944831848,0.012281543,-4.9140827938914295,0.2,0.23101848363876343,,
48,1684.6195,391,4022,301.0,1572864,470,11788.518082427978,4382.06396484375,0.004231563193752663,0.001,0.1543701171875,0.8204209804534912,0.014475841,-4.893782961368561,0.2,0.21796280145645142,,
,,,,,1600000,480,10686.572206878662,2346.409912109375,0.004089301035673998,0.001,0.1600433349609375,0.8137238621711731,0.014264027,-4.862622354179621,0.2,0.25268810987472534,3388.813720703125,299.41
49,1692.371,384,4177,301.0,1605632,,,,,,,,,,,,,
50,1971.6594,384,4261,301.0,1638400,490,12539.480085754394,2296.109619140625,0.0039005212816846323,0.001,0.16910400390625,0.8096818923950195,0.01503941,-4.835051430016756,0.2,0.24706310033798218,,
51,2084.5034,384,4345,298.75,1671168,500,14706.237092208863,3359.839111328125,0.005063500868527626,0.001,0.1796661376953125,0.8072817325592041,0.015797537,-4.8186036489903925,0.2,0.3139214515686035,,
52,2032.8235,384,4430,301.0,1703936,510,15918.399119567872,2860.982177734375,0.0046077872100795505,0.001,0.16527099609375,0.8037571310997009,0.014638263,-4.803835222125054,0.2,0.2936614751815796,,
53,2289.6694,384,4514,301.0,1736704,520,13554.814679718018,3264.992919921875,0.006687280587721034,0.001,0.1762054443359375,0.8013467192649841,0.01566052,-4.790985640883446,0.2,0.2966116666793823,,
54,2265.9558,384,4598,296.61,1769472,530,18403.896826553344,3858.7529296875,0.004439109737177205,0.001,0.1978424072265625,0.7980203032493591,0.017678294,-4.777030988782644,0.2,0.28249281644821167,,
55,2533.5564,384,4682,300.99,1802240,540,17765.446448516846,4285.29541015625,0.004810804025328253,0.001,0.1684844970703125,0.7957236170768738,0.014638484,-4.761865550279618,0.2,0.24020379781723022,,
56,2188.3298,384,4766,301.0,1835008,550,21579.0110534668,4040.220458984375,0.005750623122003163,0.001,0.1851470947265625,0.791410505771637,0.016252723,-4.745525509864092,0.2,0.22205710411071777,,
57,2406.6619,385,4850,301.0,1867776,560,16163.350177001954,3535.84130859375,0.0037205513774097197,0.001,0.1666778564453125,0.7893848419189453,0.015058778,-4.729388085752726,0.2,0.31481122970581055,,
58,2459.3606,385,4934,301.0,1900544,570,17715.018134307862,4967.96923828125,0.0056979520748427605,0.001,0.1750701904296875,0.7864845991134644,0.015419393,-4.71709822267294,0.2,0.2265763282775879,,
59,2415.6023,385,5019,301.0,1933312,580,17416.53300628662,2924.027587890625,0.004908921105743503,0.001,0.1729278564453125,0.7855232954025269,0.014922951,-4.70726024582982,0.2,0.27587324380874634,,
60,2419.958,385,5103,301.0,1966080,590,17202.49867477417,5015.41015625,0.006522934662098123,0.001,0.1649688720703125,0.7835690975189209,0.014120533,-4.700135803222656,0.2,0.34411221742630005,,
61,2657.4644,385,5187,301.0,1998848,600,17954.71787109375,4727.3076171875,0.006102490631201362,0.001,0.1822021484375,0.7822593450546265,0.016113974,-4.691726025938988,0.2,0.32941919565200806,,
62,2419.0732,385,5271,301.0,2031616,610,21105.817225646973,5894.4228515625,0.0038558423053473233,0.001,0.178192138671875,0.7802051305770874,0.014983142,-4.6832429356873035,0.2,0.3359608054161072,,
