rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/n_updates,train/std,train/clip_range,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
1574.6499,402,32768,616.4285714285714,1,81,,,,,,,,,,,,,
2069.121,389,65536,671.5666666666667,2,168,33632.05092468262,0.0007888760243076831,2480,0.3945140540599823,0.2,10989.21484375,0.06967312097549438,-1.9469816096127033,0.008733049,0.0001,0.0701416015625,,
2243.374,388,98304,674.46,3,252,36451.26853942871,-3.746238980966155e-05,2490,0.39439788460731506,0.2,13187.6533203125,0.23194772005081177,-1.9460644761100412,0.006512233,0.0001,0.0443267822265625,,
2859.816,380,131072,713.32,4,344,34913.79121704101,-0.00030075655813561754,2500,0.39423760771751404,0.2,13796.6953125,0.18706190586090088,-1.9445807859301567,0.0074786628,0.0001,0.058416748046875,,
3105.094,380,163840,744.95,5,430,36054.951184082034,0.0005319702693668659,2510,0.3942298889160156,0.2,13642.306640625,0.2094929814338684,-1.9437054062262178,0.0073112696,0.0001,0.0541168212890625,,
3423.6143,379,196608,752.09,6,517,32038.061712646486,0.0006924736466316972,2520,0.3941894471645355,0.2,11756.9248046875,0.23998665809631348,-1.9435207029804586,0.0062011555,0.0001,0.0490875244140625,,
4195.909,377,229376,803.51,7,607,36478.416973876956,-0.0006807431112974882,2530,0.39408010244369507,0.2,14757.4248046875,0.30648237466812134,-1.942735045775771,0.0068831397,0.0001,0.0485198974609375,,
4921.0435,376,262144,838.66,8,696,33979.431115722655,0.001028557309473399,2540,0.3939911723136902,0.2,12248.3388671875,0.3915661573410034,-1.9416835056617856,0.007492112,0.0001,0.0644561767578125,,
5352.4014,376,294912,889.1,9,783,33333.792428588866,-0.0003423792924877489,2550,0.39390450716018677,0.2,14743.4453125,0.4597151279449463,-1.9408191556110979,0.0074194726,0.0001,0.062371826171875,,
5151.3086,376,327680,877.39,10,869,36312.98184814453,0.00029303011870069896,2560,0.3938139081001282,0.2,14454.240234375,0.45121896266937256,-1.9398583559319378,0.0068998802,0.0001,0.0549713134765625,,
5792.4863,375,360448,892.0,11,959,33048.207537841794,-0.00013669452164322138,2570,0.39380496740341187,0.2,10624.2578125,0.4658723473548889,-1.93932314068079,0.006760942,0.0001,0.0455963134765625,,
6489.9883,374,393216,933.02,12,1050,35536.79121704101,-0.0001549712378619006,2580,0.39373779296875,0.2,14411.4736328125,0.48533058166503906,-1.9389350758865476,0.0073652416,0.0001,0.0576202392578125,,
7121.82,373,425984,978.78,13,1141,28720.716723632813,0.001080932626973663,2590,0.39362648129463196,0.2,10004.7294921875,0.525286853313446,-1.93808932621032,0.007907517,0.0001,0.0631927490234375,,
7809.996,371,458752,1017.86,14,1233,32271.675256347655,0.001166878976073349,2600,0.3935793936252594,0.2,9766.361328125,0.4648222327232361,-1.9372637325897812,0.0071605956,0.0001,0.0536285400390625,,
7475.216,369,491520,973.72,15,1328,33401.94126586914,-4.314147590775974e-05,2610,0.39350196719169617,0.2,10400.9609375,0.5329906642436981,-1.9366645887494087,0.006616405,0.0001,0.04840087890625,,
7401.8975,369,524288,964.08,16,1420,37093.21537475586,8.431846727035009e-05,2620,0.39349594712257385,0.2,12512.970703125,0.4125401973724365,-1.9361693808808922,0.005851185,0.0001,0.045660400390625,,
7292.6787,369,557056,945.34,17,1507,35196.932901000975,0.00018203591062047054,2630,0.39347994327545166,0.2,12139.29296875,0.48594599962234497,-1.936062773503363,0.00537474,0.0001,0.037420654296875,,
