time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
25,1,16384,471.09375,643,1058.0829,,,,,,,,,,,,,
72,2,32768,502.6333333333333,454,1308.8711,0.0017729780316585674,0.009890226,0.07432861328125,-1.9472562968730927,0.3945528268814087,2480,0.08590847253799438,0.2,0.0003,6788.59814453125,24758.716455078124,,
118,3,49152,521.7586206896551,413,1546.2076,0.0004670221998821944,0.0077663427,0.067291259765625,-1.9469097226858139,0.39452987909317017,2490,0.16602683067321777,0.2,0.0003,8768.6767578125,30169.162182617187,,
165,4,65536,548.94,396,1856.572,0.001697949585650349,0.009366978,0.099658203125,-1.946634404361248,0.39449453353881836,2500,0.13434332609176636,0.2,0.0003,11682.8876953125,33266.68205566406,,
213,5,81920,559.78,384,1978.8677,-0.00024108451616484673,0.0054759,0.0309814453125,-1.946170237660408,0.3944529891014099,2510,0.30527597665786743,0.2,0.0003,10231.115234375,30213.391796875,,
260,6,98304,575.7,377,2201.4717,0.0009537177858874202,0.006497671,0.0474365234375,-1.9458747535943985,0.39443302154541016,2520,0.3437131643295288,0.2,0.0003,10301.6474609375,27425.75778808594,,
308,7,114688,571.24,371,2175.3718,-0.0010346194219891913,0.008226726,0.064141845703125,-1.9452853187918664,0.3943324089050293,2530,0.41117990016937256,0.2,0.0003,10958.75,33330.73403320312,,
358,8,131072,611.72,365,2667.9893,0.0006615513571887277,0.00920207,0.0595947265625,-1.9446414187550545,0.39431411027908325,2540,0.5114027559757233,0.2,0.0003,8777.5068359375,27047.137097167968,,
408,9,147456,633.2,361,2988.3926,0.0012513872134150006,0.009259026,0.067584228515625,-1.9442597329616547,0.3942672610282898,2550,0.49231821298599243,0.2,0.0003,8175.79833984375,25943.898815917968,,
458,10,163840,665.1,357,3397.1086,-0.0015583270200295375,0.0066762697,0.042010498046875,-1.9440455630421638,0.394294410943985,2560,0.49356865882873535,0.2,0.0003,6563.29150390625,23508.3720703125,,
508,11,180224,675.14,354,3546.6372,0.00019600286323111503,0.0051140813,0.03834228515625,-1.9442613154649735,0.3942953944206238,2570,0.5104303658008575,0.2,0.0003,8541.8369140625,26949.069873046876,,
557,12,196608,684.87,352,3698.7502,0.0010493447713088243,0.0075563425,0.050189208984375,-1.9439529076218605,0.3942328989505768,2580,0.5364955365657806,0.2,0.0003,6757.7880859375,25101.990954589844,,
606,13,212992,660.84,351,3506.1956,-0.0006044382316758856,0.0062043993,0.0404052734375,-1.9433906450867653,0.39418506622314453,2590,0.44723963737487793,0.2,0.0003,6876.4365234375,25419.257922363282,,
655,14,229376,671.61,350,3715.6843,0.0010971205832902343,0.0051606414,0.026165771484375,-1.9426876842975616,0.39408522844314575,2600,0.4953944683074951,0.2,0.0003,7633.90185546875,25540.856591796874,,
705,15,245760,694.46,348,4033.1086,-0.0002690019449801184,0.005947549,0.0339599609375,-1.9418033868074418,0.3940427899360657,2610,0.4808409810066223,0.2,0.0003,7527.68994140625,25547.502307128907,,
755,16,262144,716.04,347,4483.0547,0.00016213435155805201,0.006468715,0.037713623046875,-1.9414119854569436,0.39400145411491394,2620,0.5010223090648651,0.2,0.0003,10074.224609375,32451.776000976562,,
