time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/std,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
73,32768,874.45636,447,388.88,1,,,,,,,,,,,,,
154,65536,935.962,423,385.01,2,0.002823558437603424,0.011088847,-1.8825329663231969,0.001,13530.6728515625,0.38815736770629883,0.5255995690822601,3100,0.2,36675.29379730225,0.116986083984375,,
235,98304,852.9949,417,381.94,3,0.0006479845667854533,0.0069390647,-1.880887384340167,0.001,10083.2001953125,0.3880273699760437,0.6365331411361694,3110,0.2,23515.06227264404,0.0680938720703125,,
320,131072,1386.0,409,418.39,4,0.000520892028362141,0.007932562,-1.8763364816084505,0.001,6296.9521484375,0.3872496485710144,0.6175417900085449,3120,0.2,19866.675303649903,0.081634521484375,,
406,163840,1480.0,403,427.08,5,0.002577403638770193,0.011180065,-1.8698934637010098,0.001,6170.564453125,0.3867500424385071,0.5379437208175659,3130,0.2,19759.262675476075,0.130938720703125,,
492,196608,1622.0,399,428.96,6,0.003126598888866283,0.009985282,-1.8661201452836393,0.001,4516.830078125,0.38658851385116577,0.6515271365642548,3140,0.2,16655.58045349121,0.116290283203125,,
575,229376,1315.0,398,416.4,7,0.001150040313586942,0.010938469,-1.8655003843829037,0.001,5439.73779296875,0.386574387550354,0.6381212472915649,3150,0.2,17551.545567321777,0.11651611328125,,
660,262144,880.0,396,387.13,8,0.001825013388224761,0.010624951,-1.8632419718429447,0.001,4445.04736328125,0.386159747838974,0.715067595243454,3160,0.2,15673.338397979736,0.11151123046875,,
744,294912,1055.9829,395,406.81,9,0.0016146427871717606,0.010609,-1.8582227870821952,0.001,5115.74609375,0.38566088676452637,0.7568696737289429,3170,0.2,15535.673942565918,0.10550537109375,,
831,327680,1714.0,394,434.95,10,0.001497148905582435,0.009841516,-1.8545997017994522,0.001,5103.5908203125,0.3854464590549469,0.7480335235595703,3180,0.2,17034.225730895996,0.0953857421875,,
915,360448,1355.0,393,422.72,11,0.0030916625001736974,0.01150418,-1.8521365871652962,0.001,4435.75830078125,0.38522204756736755,0.7142167091369629,3190,0.2,16817.885955047608,0.12635498046875,,
999,393216,1620.9965,393,432.39,12,0.002865552175535413,0.011427114,-1.848961228877306,0.001,5878.99365234375,0.3848133981227875,0.7223372161388397,3200,0.2,17267.246005249024,0.1293670654296875,,
1079,425984,1037.9996,394,395.5,13,0.005476054816335818,0.013367317,-1.8461750645190478,0.001,4430.25390625,0.38473156094551086,0.7334017753601074,3210,0.2,15983.5023979187,0.150506591796875,,
1163,458752,1294.9996,394,412.36,14,0.003358862547429453,0.013348,-1.8446997256949544,0.001,4993.33349609375,0.3844599723815918,0.778825432062149,3220,0.2,12679.63528213501,0.1463134765625,,
1246,491520,1325.0,394,410.85,15,0.003572728827202809,0.011428393,-1.8432822056114673,0.001,3060.686279296875,0.38445860147476196,0.7461133599281311,3230,0.2,13974.133135223388,0.1276397705078125,,
1331,524288,1196.9419,393,396.13,16,0.0034267633996023505,0.0128465,-1.8395561434328556,0.001,4937.39697265625,0.3838080167770386,0.7360570430755615,3240,0.2,13529.717390441894,0.1386688232421875,,
1414,557056,1550.3618,393,420.55,17,0.001570921116945101,0.01037832,-1.8344284180551766,0.001,5150.44775390625,0.3834807872772217,0.7134652137756348,3250,0.2,16429.26907043457,0.1165130615234375,,
1498,589824,1621.4198,393,430.45,18,0.0037273850059136747,0.011250102,-1.8312543326988817,0.001,6008.56005859375,0.38323113322257996,0.7004500031471252,3260,0.2,16010.563125610352,0.1348907470703125,,
1587,622592,1923.0,392,460.41,19,0.004599620937733561,0.014476128,-1.8287103675305842,0.001,4764.14306640625,0.3829810321331024,0.7469654083251953,3270,0.2,15582.763883209229,0.165765380859375,,
1670,655360,1418.0,392,421.45,20,0.004124912773295364,0.012668008,-1.8270264435559511,0.001,4088.9912109375,0.38300859928131104,0.6894334256649017,3280,0.2,15579.35711593628,0.148614501953125,,
1753,688128,1157.0,392,408.6,21,0.0020194517379422904,0.011043156,-1.8277076283469795,0.001,3483.4541015625,0.3830665946006775,0.6894298791885376,3290,0.2,14126.810636138916,0.131414794921875,,
1836,720896,1393.0,392,415.63,22,0.0038888659570147865,0.012339733,-1.827802380733192,0.001,4736.0810546875,0.3829438090324402,0.6893354654312134,3300,0.2,15246.797319030762,0.1417083740234375,,
1919,753664,1409.9923,392,397.15,23,0.004484697530642734,0.012048073,-1.8250966664403676,0.001,3738.6806640625,0.3825615644454956,0.7046347260475159,3310,0.2,13993.16908569336,0.14034423828125,,
2008,786432,1797.9923,391,434.79,24,0.004835063798782358,0.0140065085,-1.823421023786068,0.001,2532.927001953125,0.38269075751304626,0.6974702775478363,3320,0.2,15456.466760253907,0.161602783203125,,
2094,819200,1635.0,391,434.6,25,0.003594793163210852,0.013427995,-1.8229079166427256,0.001,2606.8974609375,0.38239774107933044,0.6751652657985687,3330,0.2,15294.079859924317,0.155194091796875,,
2178,851968,1110.0,391,387.59,26,0.003807795986358542,0.013777224,-1.820372796803713,0.001,4048.86328125,0.38231727480888367,0.6977300345897675,3340,0.2,13568.570390319825,0.1552459716796875,,
2265,884736,1314.0,390,394.21,27,0.004160428999057331,0.016078662,-1.8183309480547905,0.001,2677.602294921875,0.38195785880088806,0.6797080636024475,3350,0.2,13195.792416000366,0.1804656982421875,,
2349,917504,1810.0,390,430.04,28,0.0021755888734332983,0.012372586,-1.8182635227218271,0.001,2209.6865234375,0.3823525607585907,0.7255941033363342,3360,0.2,13008.048893356323,0.140087890625,,
2431,950272,1346.0,390,409.57,29,0.0038203842374059604,0.014172229,-1.8219837553799152,0.001,2370.63330078125,0.3826215863227844,0.728714108467102,3370,0.2,11978.980891418458,0.16292724609375,,
2516,983040,1536.0,390,414.32,30,0.001505972365703201,0.012044815,-1.8177133457735182,0.001,1849.044921875,0.3815615773200989,0.7722434401512146,3380,0.2,10176.27024116516,0.14033203125,,
2600,1015808,1313.0,390,412.8,31,0.0036193676945913467,0.012914158,-1.8128242209553718,0.001,2910.5224609375,0.3816804885864258,0.7185514271259308,3390,0.2,13400.640337753295,0.15443115234375,,
2683,1048576,1372.0,390,416.41,32,0.002811636831938813,0.013627531,-1.8135950224474073,0.001,3133.24267578125,0.3816900849342346,0.7141822874546051,3400,0.2,12140.702285003663,0.1532989501953125,,
2764,1081344,992.0,391,386.63,33,0.0030947107796237107,0.013799246,-1.810595590993762,0.001,1978.076171875,0.38100960850715637,0.7446211576461792,3410,0.2,10128.355713272094,0.1494964599609375,,
2848,1114112,1165.0,391,392.53,34,0.002924855273522553,0.013899395,-1.8056004142388702,0.001,2598.228271484375,0.38086992502212524,0.7202328443527222,3420,0.2,11931.799938201904,0.166082763671875,,
2931,1146880,1084.0,391,393.1,35,0.0031371117294838767,0.013348557,-1.8044617652893067,0.001,3481.55859375,0.3808227479457855,0.7548000812530518,3430,0.2,11147.091816329956,0.1512237548828125,,
