rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/std,train/explained_variance,train/entropy_loss,train/value_loss,train/loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
550.6521,295.96938775510205,1,204,159,32768,,,,,,,,,,,,,
670.8976,292.05,2,149,439,65536,0.6553131341934204,0.14413762092590332,-3.92585877655074,34071.47684855461,7076.66357421875,0.2,1240,0.20212156,0.001,0.6970367431640625,0.10904012046428306,,
533.0726,296.11,3,136,720,98304,0.6598529815673828,0.41631245613098145,-3.981367689510807,21110.104932427406,4926.98974609375,0.2,1250,0.110089734,0.001,0.5810028076171875,0.05024566371337187,,
563.1647,294.39,4,131,999,131072,0.6630268096923828,0.4203703999519348,-4.0072063487721605,14312.417790472507,7259.64697265625,0.2,1260,0.089996,0.001,0.527642822265625,0.03853769246745742,,
484.45718,298.65,5,128,1277,163840,0.6697789430618286,0.4074530005455017,-4.021296126651578,10914.407314819098,1127.817138671875,0.2,1270,0.08311607,0.001,0.5110992431640625,0.032734539805369424,,
472.84515,297.78,6,126,1556,196608,0.6749007105827332,0.3417765498161316,-4.059882257832214,8952.264517366886,2101.63427734375,0.2,1280,0.07616824,0.001,0.4972747802734375,0.0313892799892642,,
247.30261,301.0,7,124,1841,229376,0.6804116368293762,0.3487284779548645,-4.111788738844917,9445.728066158295,2189.41552734375,0.2,1290,0.08083159,0.001,0.4899139404296875,0.029081704991915557,,
159.33539,301.0,8,123,2124,262144,0.6889165043830872,0.3721298575401306,-4.142980684852228,7098.181168025732,967.4895629882812,0.2,1300,0.08475658,0.001,0.5048583984375,0.027028062933845833,,
34.875893,301.0,9,122,2406,294912,0.6921243667602539,0.4459769129753113,-4.198592217918486,6218.038298782706,2131.639892578125,0.2,1310,0.08693783,0.001,0.5188201904296875,0.030893919316702066,,
-262.31946,297.08,10,121,2690,327680,0.6997368931770325,0.4739723801612854,-4.2267996490933,5176.995708447695,1899.4344482421875,0.2,1320,0.13058421,0.001,0.550897216796875,0.03687654737295816,,
-176.21756,300.46,11,121,2976,360448,0.7101625204086304,0.4933520555496216,-4.2819643408991395,10211.76508872211,1183.130126953125,0.2,1330,0.09417292,0.001,0.549114990234375,0.03419194056132824,,
245.05945,301.0,12,120,3263,393216,0.7194113731384277,0.4870954155921936,-4.3543124089948835,6445.09549292624,1992.9013671875,0.2,1340,0.09956518,0.001,0.529376220703125,0.03364214751861709,,
431.76645,299.2,13,119,3551,425984,0.7245098948478699,0.35780012607574463,-4.363845634507015,9526.177211967111,1169.8787841796875,0.2,1350,0.10460624,0.001,0.53614501953125,0.03647437691580535,,
256.1674,298.53,14,119,3842,458752,0.7261553406715393,0.36234599351882935,-4.380537319835275,9348.09419208467,6936.8095703125,0.2,1360,0.07466394,0.001,0.48758544921875,0.028019781526609222,,
604.98975,298.86,15,118,4137,491520,0.7297757267951965,0.35702353715896606,-4.407569911750033,9496.813153433799,1057.7911376953125,0.2,1370,0.069414645,0.001,0.4847869873046875,0.02413941437671383,,
415.8251,300.97,16,118,4431,524288,0.7369660139083862,0.29371315240859985,-4.430864512361586,14684.7639079988,5065.328125,0.2,1380,0.06640549,0.001,0.4845794677734375,0.025977023405505405,,
537.7303,296.7,17,117,4724,557056,0.7416021227836609,0.3586938977241516,-4.4711411775555465,12614.023050498963,3267.94482421875,0.2,1390,0.06386341,0.001,0.4394073486328125,0.020241904276201695,,
429.7013,300.33,18,117,5017,589824,0.7435457706451416,0.26647883653640747,-4.468590544955805,16560.939593583345,17172.71875,0.2,1400,0.048831236,0.001,0.4204315185546875,0.018207511775432294,,
389.49023,296.4,19,117,5313,622592,0.7465746998786926,0.24421674013137817,-4.488718143943697,14848.118247890472,3237.131103515625,0.2,1410,0.04750953,0.001,0.4043212890625,0.015624174484901231,,
465.40558,296.08,20,116,5609,655360,0.7500684857368469,0.2755982279777527,-4.4990442818496374,14763.904856616258,10293.302734375,0.2,1420,0.053523898,0.001,0.43623046875,0.019655403842682516,,
229.84813,301.0,21,116,5904,688128,0.7505553364753723,0.2723924517631531,-4.53249376998283,18761.293661081792,1556.224365234375,0.2,1430,0.047921665,0.001,0.4067169189453125,0.016625967585594027,,
215.22336,298.46,22,116,6200,720896,0.7629124522209167,0.3276047110557556,-4.571208400418982,16147.115828263759,3852.611083984375,0.2,1440,0.053427037,0.001,0.430615234375,0.019797449993404825,,
165.16959,301.0,23,115,6504,753664,0.776517927646637,0.3088003993034363,-4.626635459857061,19842.88096268773,2886.931640625,0.2,1450,0.06679891,0.001,0.5112823486328125,0.035268470989592515,,
-370.74042,301.0,24,115,6813,786432,0.7837161421775818,0.25090914964675903,-4.670065896539017,19053.02573791742,14876.1279296875,0.2,1460,0.03873174,0.001,0.3968994140625,0.02719966182819462,,
-170.03075,301.0,25,114,7128,819200,0.780387282371521,0.22932559251785278,-4.680918169394135,8541.11110533625,7176.10107421875,0.2,1470,0.033315834,0.001,0.29437255859375,0.01716490844974885,,
-686.8168,301.0,26,113,7474,851968,0.7577552199363708,0.21874403953552246,-4.585634214896709,12628.387592151761,18044.794921875,0.2,1480,105.85304,0.001,0.760687255859375,0.15031314962213854,,
-729.6811,301.0,27,113,7803,884736,0.7588005661964417,0.7160941660404205,-4.555244943639264,878.697530926019,312.5744323730469,0.2,1490,53.204144,0.001,0.9990325927734375,0.2878046097743209,,
-674.2579,301.0,28,112,8126,917504,0.8031774163246155,0.7361798286437988,-4.780565840518102,163.52253488563002,38.65289306640625,0.2,1500,65.183525,0.001,0.9990325927734375,0.2961093463360157,,
-677.7848,301.0,29,112,8465,950272,0.8193484544754028,0.7537228763103485,-4.852514920197427,178.56514648962767,144.52297973632812,0.2,1510,166.87816,0.001,0.999310302734375,0.2961598814696117,,
-647.8069,301.0,30,111,8788,983040,0.8324195742607117,0.6634699106216431,-4.917432663030922,236.17340801358222,21.589805603027344,0.2,1520,56.69655,0.001,0.999688720703125,0.27748506974112386,,
-1413.5709,296.28,31,111,9133,1015808,0.8527112603187561,0.5237575769424438,-5.000345585448668,314.229803381674,149.0701446533203,0.2,1530,675.6726,0.001,0.9998260498046875,0.2809825954336702,,
-679.9932,301.0,32,110,9496,1048576,0.8697702884674072,0.17036324739456177,-5.090764641109854,6709.311844065785,3309.3740234375,0.2,1540,136.302,0.001,0.999395751953125,0.23564960396115567,,
-670.1926,301.0,33,109,9848,1081344,0.8653784990310669,0.16953885555267334,-5.076687355618924,650.1783797368407,360.8612976074219,0.2,1550,82.332756,0.001,0.9997589111328125,0.2604831308439316,,
-1567.0398,126.68,34,109,10219,1114112,0.892328143119812,0.0,-5.198821633541956,637.0213698975742,324.6757507324219,0.2,1560,741.3268,0.001,0.9998992919921875,0.25357765051780917,,
-1640.5223,136.55,35,108,10590,1146880,0.8932042121887207,0.030765831470489502,-5.205824282811955,17361.50182842016,3113.796630859375,0.2,1570,105.82471,0.001,0.9993621826171875,0.29156476281987126,,
-777.52893,301.0,36,107,10955,1179648,0.897758424282074,0.7531290352344513,-5.226332808565348,8349.4917740345,9904.34765625,0.2,1580,92.147026,0.001,0.9987701416015625,0.3096946664107236,,
-664.19775,301.0,37,107,11325,1212416,0.9110360145568848,0.6712373197078705,-5.284636770421639,1839.3911067038775,370.533447265625,0.2,1590,388.9259,0.001,0.99990234375,0.23793233337055425,,
-688.9815,301.0,38,106,11696,1245184,0.9094625115394592,0.0,-5.269915804965422,1330.892575021088,871.4396362304688,0.2,1600,183.15408,0.001,0.9998992919921875,0.24044189848791575,,
-1592.3041,126.26,39,105,12068,1277952,0.9256021976470947,-1.1920928955078125e-07,-5.344109907606617,1274.9807563275099,1309.609375,0.2,1610,443.42426,0.001,0.9998809814453125,0.24510080419495353,,
-1590.9882,126.69,40,105,12418,1310720,0.9421584010124207,0.7665149718523026,-5.418780778674408,10627.945628416539,3574.370361328125,0.2,1620,52.78476,0.001,0.999169921875,0.31058681432950835,,
-1602.8395,131.57,41,105,12765,1343488,0.9528959393501282,0.9076448008418083,-5.462529631797224,5997.70135217309,4412.583984375,0.2,1630,54.317104,0.001,0.9988800048828125,0.31352453909585165,,
-760.46655,300.76,42,104,13128,1376256,0.9747013449668884,0.6776086986064911,-5.555200356477871,4581.829674634338,1767.111083984375,0.2,1640,151.42056,0.001,0.9994049072265625,0.28032663057092577,,
-1564.8895,125.08,43,104,13486,1409024,0.9928776025772095,0.646533727645874,-5.636279329424724,7166.755052760243,4041.30810546875,0.2,1650,95.24134,0.001,0.9997222900390625,0.23225990252867632,,
-747.5455,299.11,44,103,13866,1441792,1.0098029375076294,0.6873387098312378,-5.688429509848357,30865.758033657075,21053.0234375,0.2,1660,115.59985,0.001,0.9993255615234375,0.31126257439609617,,
-702.5497,301.0,45,103,14222,1474560,1.035294532775879,-1.1920928955078125e-07,-5.780892350059003,5627.393733456731,1189.8873291015625,0.2,1670,78.405556,0.001,0.9993377685546875,0.2266487880197019,,
-734.1687,301.0,46,103,14592,1507328,1.0381016731262207,0.0,-5.786050009913742,4593.257327437401,235.1021728515625,0.2,1680,133.42375,0.001,0.9993011474609375,0.23105924503888672,,
-679.30804,301.0,47,103,14944,1540096,1.0483672618865967,0.0,-5.824552542110905,3756.6980439141394,941.5017700195312,0.2,1690,48.87512,0.001,0.9994903564453125,0.23574720858487125,,
