rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/std,train/explained_variance,train/entropy_loss,train/value_loss,train/loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
-733.2915,301.0,48,102,15296,1572864,1.0604159832000732,5.960464477539063e-08,-5.871594284940511,2990.1171058043838,658.1151123046875,0.2,1700,52.65107,0.001,0.999786376953125,0.23493908142481815,,
,,,,,1600000,1.0791431665420532,0.0,-5.941265469137579,2377.6546856328846,1121.0830078125,0.2,1710,90.44025,0.001,0.9997955322265625,0.23728051483376475,301.0,-686.0134887695312
-707.48224,301.0,49,101,15818,1605632,,,,,,,,,,,,,
-715.52704,301.0,50,101,16174,1638400,1.0811680555343628,0.0,-5.945708908187226,1834.1410990938543,721.4220581054688,0.2,1720,60.67832,0.001,0.999853515625,0.2360188344540802,,
-1464.4393,240.54,51,100,16560,1671168,1.085970401763916,0.0,-5.968026046315208,1605.4724417030811,579.3577270507812,0.2,1730,113.661476,0.001,0.9998443603515625,0.23860405338618876,,
-679.1241,301.0,52,100,16930,1703936,1.0962023735046387,0.012035608291625977,-6.00037001715973,30584.90412540436,5732.61328125,0.2,1740,249.01514,0.001,0.9996551513671875,0.22872095657276076,,
-663.6772,301.0,53,100,17298,1736704,1.1008987426757812,1.1920928955078125e-07,-6.021675411378965,2344.003743617982,1759.76171875,0.2,1750,90.03656,0.001,0.99981689453125,0.23957774548216548,,
-690.0828,301.0,54,100,17671,1769472,1.1095216274261475,0.0,-6.044246565364301,1642.1236107841135,1444.084716796875,0.2,1760,225.1788,0.001,0.9998748779296875,0.2385523361950618,,
-679.7584,301.0,55,99,18043,1802240,1.1395264863967896,0.0,-6.150208707619458,1564.8473587840795,478.7809753417969,0.2,1770,246.60489,0.001,0.99989013671875,0.2401136254496123,,
-679.5121,301.0,56,99,18417,1835008,1.1814371347427368,0.0,-6.297760046180338,1446.3842439591886,452.0626525878906,0.2,1780,137.10133,0.001,0.999871826171875,0.24107901586103253,,
-685.70844,301.0,57,99,18802,1867776,1.2062047719955444,0.0,-6.372757170675323,1314.0692235127092,1052.4251708984375,0.2,1790,112.77002,0.001,0.99989013671875,0.240824421290381,,
-701.0265,301.0,58,99,19176,1900544,1.2197681665420532,1.1920928955078125e-07,-6.409642765019089,1239.0364813447,706.7810668945312,0.2,1800,153.38364,0.001,0.999884033203125,0.24741921496060967,,
-692.79065,301.0,59,98,19549,1933312,1.1976027488708496,0.0,-6.349562768265605,1100.6392030000686,832.0028686523438,0.2,1810,372.07446,0.001,0.9998779296875,0.24279142119303287,,
-683.89813,301.0,60,98,19930,1966080,1.2086443901062012,0.0,-6.400493734423071,1108.2136165145785,120.7607192993164,0.2,1820,121.84316,0.001,0.9998931884765625,0.2484286650688773,,
-694.09326,301.0,61,98,20303,1998848,1.2162225246429443,0.0,-6.419895325554535,1366.8298746839166,245.88986206054688,0.2,1830,589.4951,0.001,0.9998992919921875,0.24650407370427274,,
-726.7812,301.0,62,98,20676,2031616,1.2017794847488403,0.0,-6.381582157313824,1333.040101569146,263.30682373046875,0.2,1840,221.47704,0.001,0.99990234375,0.24691370731743517,,
