time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,648,16384,1528.5431,516.3571428571429,25,,,,,,,,,,,,,
2,444,32768,1582.3088,515.1724137931035,73,0.2,0.0028948522063728887,-0.00677943229675293,2480,5238.6806640625,0.0003,-1.9466572113335132,0.1638916015625,0.39444249868392944,0.01389181,19699.563439941405,,
3,396,49152,1987.8416,551.8,124,0.2,0.0013832633147103479,0.14227676391601562,2490,5341.78955078125,0.0003,-1.9451399259269238,0.10181884765625,0.3942587375640869,0.010277382,22623.95918121338,,
4,380,65536,1988.3492,547.88,172,0.2,0.004406562710209982,0.12850862741470337,2500,4838.021484375,0.0003,-1.9435870554298162,0.106109619140625,0.39417052268981934,0.010989134,21656.24168701172,,
5,368,81920,2309.0896,580.56,222,0.2,0.002978009590515285,0.2431928515434265,2510,4535.9931640625,0.0003,-1.9425537396222352,0.104949951171875,0.39408427476882935,0.009752666,18812.564863586427,,
6,362,98304,1944.564,552.74,271,0.2,0.0005544172796362546,0.3393822908401489,2520,3769.6259765625,0.0003,-1.9415514204651116,0.080474853515625,0.39397746324539185,0.008710916,15965.056932067871,,
7,356,114688,2085.235,568.63,321,0.2,-0.001215663197581307,0.3942885398864746,2530,2471.64208984375,0.0003,-1.94021519087255,0.083367919921875,0.3937987685203552,0.009118256,15530.419905090332,,
8,353,131072,2209.8296,583.52,370,0.2,0.00027513545428519136,0.4263577461242676,2540,5187.72216796875,0.0003,-1.9381121903657914,0.076123046875,0.39358043670654297,0.007797253,16456.605671691894,,
9,349,147456,2337.0461,593.56,422,0.2,-0.00010579459412838333,0.3509809374809265,2550,4250.68310546875,0.0003,-1.9368130456656218,0.08668212890625,0.3935547173023224,0.008514034,19923.886219787597,,
10,347,163840,2778.0325,627.8,472,0.2,0.0009129770654908498,0.45435255765914917,2560,3393.456787109375,0.0003,-1.9371035542339086,0.072454833984375,0.3936787545681,0.007385312,14091.535995483398,,
11,345,180224,2924.4666,640.84,521,0.2,0.0024368388279981446,0.408626914024353,2570,3473.85498046875,0.0003,-1.937649893388152,0.099871826171875,0.39363402128219604,0.009221715,17986.56086425781,,
12,343,196608,3070.2632,651.66,572,0.2,6.768844759790227e-05,0.5232094526290894,2580,3134.043212890625,0.0003,-1.9365733262151479,0.07047119140625,0.39347320795059204,0.007766105,19403.18531951904,,
13,340,212992,3341.5745,672.22,625,0.2,-0.0008490779822750482,0.4923320412635803,2590,3849.61279296875,0.0003,-1.9356766428798438,0.055963134765625,0.3935069143772125,0.006985269,17537.596992492676,,
14,338,229376,3484.088,675.6,676,0.2,-0.0004211671925077098,0.5154441595077515,2600,3365.808349609375,0.0003,-1.9341740768402815,0.0630126953125,0.3931376338005066,0.007241898,14834.997666931153,,
15,337,245760,3498.1582,667.5,727,0.2,-0.001294724299805239,0.44971126317977905,2610,6488.15234375,0.0003,-1.9313410047441721,0.068194580078125,0.3930138647556305,0.007114103,20621.161305236816,,
