time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
571,301.0,57,3206.9094,1,32768,,,,,,,,,,,
496,301.0,131,3496.4663,2,65536,6845.8505859375,24293.547034835814,0.45179443359375,0.05880805,630,0.23236298561096191,-4.377592408284545,0.2,0.7239067554473877,0.03363210801344394,0.001
476,301.0,206,3693.9915,3,98304,3582.977783203125,23132.014009094237,0.33348388671875,0.0351741,640,0.30981653928756714,-4.3714271251112224,0.2,0.7215260863304138,0.01627686024985451,0.001
466,301.0,280,3683.2876,4,131072,6246.63134765625,22878.915205383302,0.3294525146484375,0.032575376,650,0.3594551682472229,-4.367933863028884,0.2,0.722192645072937,0.016874666760304535,0.001
460,301.0,355,3871.685,5,163840,5116.32080078125,21407.458824539186,0.3129058837890625,0.029878195,660,0.3953341841697693,-4.359846495464444,0.2,0.719118058681488,0.015630649286231348,0.001
457,301.0,430,4169.1143,6,196608,4285.8154296875,21519.72790222168,0.327996826171875,0.031202309,670,0.4145931005477905,-4.34201313816011,0.2,0.7161053419113159,0.016655090988570008,0.001
454,301.0,504,3927.0596,7,229376,6031.8671875,21789.083976364134,0.322344970703125,0.03137588,680,0.3598226308822632,-4.322675228863955,0.2,0.711945652961731,0.01222946617854177,0.001
451,301.0,580,4191.2183,8,262144,4453.40283203125,23264.712926483153,0.289898681640625,0.02767621,690,0.3286885619163513,-4.301445988565684,0.2,0.7086677551269531,0.011267653954382695,0.001
450,301.0,654,3912.835,9,294912,4822.6591796875,22650.171854400636,0.3010528564453125,0.027815014,700,0.45042526721954346,-4.288163704425097,0.2,0.7067490220069885,0.011660484940148309,0.001
449,301.0,729,4376.4395,10,327680,4340.8818359375,20633.08527946472,0.3039520263671875,0.02878359,710,0.49687206745147705,-4.2796690333634615,0.2,0.7058438062667847,0.010150651040657977,0.001
448,301.0,804,4381.942,11,360448,4679.9345703125,21959.59937400818,0.3114105224609375,0.031581275,720,0.4532988667488098,-4.261552814394236,0.2,0.7004790306091309,0.012764077432257182,0.001
447,301.0,878,4657.0044,12,393216,4957.435546875,21747.736780929565,0.3153533935546875,0.030004408,730,0.46076643466949463,-4.245203705132008,0.2,0.6996065378189087,0.015153042502606694,0.001
446,301.0,953,4705.6904,13,425984,4262.93798828125,22619.403511810302,0.2974212646484375,0.02761252,740,0.4718223214149475,-4.240166944265366,0.2,0.6987634301185608,0.013522092123093899,0.001
446,301.0,1028,4758.539,14,458752,6085.42431640625,24307.534732055665,0.2833038330078125,0.026734632,750,0.38704073429107666,-4.233375978097319,0.2,0.6973055601119995,0.010513446083496091,0.001
445,301.0,1102,4767.7183,15,491520,3883.425048828125,25613.810396957397,0.2907470703125,0.027227335,760,0.41032874584198,-4.227950913831592,0.2,0.6969476938247681,0.011202526455235784,0.001
444,301.0,1178,4851.7144,16,524288,4015.586669921875,24660.627322387696,0.3033935546875,0.02928406,770,0.4175834655761719,-4.21336532086134,0.2,0.6923280954360962,0.011938306322372227,0.001
443,301.0,1255,4753.7695,17,557056,6620.58984375,24863.33260231018,0.318194580078125,0.03153699,780,0.48663806915283203,-4.201131313294172,0.2,0.6923884153366089,0.014529303063318367,0.001
443,301.0,1331,4925.933,18,589824,5912.18017578125,26106.29541320801,0.2942779541015625,0.028587464,790,0.3712567687034607,-4.194568339362741,0.2,0.6906293630599976,0.012844320525800867,0.001
442,301.0,1407,5170.4297,19,622592,4878.0205078125,25202.87757949829,0.3047821044921875,0.02988188,800,0.4164479970932007,-4.18511633425951,0.2,0.6887877583503723,0.014789180998513984,0.001
442,301.0,1481,5053.5996,20,655360,5016.76904296875,28596.323820114136,0.301763916015625,0.029057903,810,0.38035035133361816,-4.1735517885535955,0.2,0.6864028573036194,0.015504678328215959,0.001
441,301.0,1557,5223.228,21,688128,3091.433349609375,29018.860456848146,0.3222991943359375,0.030854106,820,0.3762018084526062,-4.1645761203020815,0.2,0.6857368350028992,0.015781966709982952,0.001
441,301.0,1632,5240.6523,22,720896,2663.298095703125,27787.42923698425,0.314398193359375,0.031498447,830,0.4021475911140442,-4.1627924285829065,0.2,0.6856963634490967,0.012276209508308966,0.001
441,301.0,1707,5325.384,23,753664,5007.4599609375,28816.558641433716,0.30743408203125,0.02962992,840,0.40657126903533936,-4.154314384609461,0.2,0.6828591227531433,0.014505057280257461,0.001
441,301.0,1782,5470.207,24,786432,9125.5322265625,29351.4478515625,0.3041778564453125,0.029379744,850,0.3859097361564636,-4.14073648378253,0.2,0.6810752153396606,0.013673566813304205,0.001
441,301.0,1857,5183.4214,25,819200,5948.44140625,31388.780630874633,0.296942138671875,0.029526275,860,0.32717108726501465,-4.131420292705298,0.2,0.6797420978546143,0.012541386141674594,0.001
440,301.0,1932,5311.7417,26,851968,5518.6103515625,28134.861659240723,0.298968505859375,0.028355608,870,0.39652878046035767,-4.1262326028198,0.2,0.6789295673370361,0.014107240480097972,0.001
440,301.0,2007,5379.7954,27,884736,8747.673828125,30614.388805389404,0.32855224609375,0.033212733,880,0.4715616703033447,-4.1177057035267355,0.2,0.6767450571060181,0.016918529647955437,0.001
440,301.0,2082,5436.6426,28,917504,7052.3232421875,29491.471472549438,0.29481201171875,0.02964768,890,0.42840576171875,-4.104038934782148,0.2,0.674265444278717,0.010859508475368785,0.001
440,301.0,2156,5685.573,29,950272,7480.65966796875,29535.51308555603,0.3138031005859375,0.031302918,900,0.4455835223197937,-4.084670387208462,0.2,0.6705561876296997,0.013711862886157177,0.001
440,301.0,2231,5780.277,30,983040,5764.423828125,30816.42773208618,0.3123748779296875,0.030152865,910,0.41040247678756714,-4.076198786869645,0.2,0.6712374687194824,0.014823057465946476,0.001
440,301.0,2306,5644.2305,31,1015808,4573.4169921875,32593.663012313842,0.3142120361328125,0.030788044,920,0.2726562023162842,-4.074693160876632,0.2,0.6695685386657715,0.014006490593783383,0.001
