time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
116,9423.712,1,8192,1158.5,70,,,,,,,,,,,
243,8674.476,2,16384,1069.6923076923076,67,0.0001,0.5303425192832947,15127.728608703614,0.0059356233,2730,-0.0020278743249946274,0.39351293444633484,0.2,-1.937044277600944,0.041796875,4929.6005859375
372,9214.601,3,24576,1114.0,65,0.0001,0.5059287548065186,14705.189304733276,0.006024591,2740,-0.0031311066377384122,0.393458753824234,0.2,-1.9361763013526798,0.0340087890625,2785.0810546875
516,9332.371,4,32768,1136.5384615384614,63,0.0001,0.5731967687606812,15940.925834655762,0.008146493,2750,-0.0023334666766459122,0.3935202360153198,0.2,-1.9360499551519752,0.07508544921875,8972.9169921875
649,9443.722,5,40960,1156.909090909091,63,0.0001,0.49510908126831055,16498.20613441467,0.0059308736,2760,-0.0012225358565046917,0.3933614194393158,0.2,-1.9356987677514552,0.0425537109375,3137.787109375
766,9270.112,6,49152,1161.6829268292684,64,0.0001,0.5115153789520264,15107.386431884766,0.005037453,2770,-0.00018771958239085506,0.393383264541626,0.2,-1.9349551731720567,0.03116455078125,1954.0587158203125
900,9637.141,7,57344,1188.0425531914893,63,0.0001,0.48776984214782715,19624.0051322937,0.0075659165,2780,0.0011753177421269356,0.39330196380615234,0.2,-1.9346876602619887,0.0582275390625,6031.2265625
1022,9223.724,8,65536,1140.5535714285713,64,0.0001,0.6608313024044037,14531.140716552734,0.0058555845,2790,-0.0024319386742718053,0.3932879865169525,0.2,-1.9341618103906513,0.04122314453125,3898.7685546875
1157,9326.624,9,73728,1139.095238095238,63,0.0001,0.5663361847400665,19854.115451049805,0.0049045216,2800,-0.001462521245412063,0.3932625353336334,0.2,-1.9340242672711612,0.02919921875,3050.8271484375
1289,9493.243,10,81920,1143.3188405797102,63,0.0001,0.6577994227409363,15109.381590652465,0.0051979623,2810,-0.00216708585867309,0.39326050877571106,0.2,-1.933850832656026,0.03157958984375,5488.77587890625
1422,9667.752,11,90112,1149.8815789473683,63,0.0001,0.653500497341156,14763.032579803466,0.0060597174,2820,-0.001980146390633308,0.39330458641052246,0.2,-1.9340685296803712,0.04288330078125,4335.14208984375
1551,9788.038,12,98304,1154.2317073170732,63,0.0001,0.547459602355957,16018.168078994751,0.0058066016,2830,-0.0017641733724303777,0.39323684573173523,0.2,-1.9338958729058504,0.04166259765625,2309.794677734375
1682,10012.513,13,106496,1173.314606741573,63,0.0001,0.5085693895816803,17103.557013320922,0.0049517723,2840,-0.001826078809608589,0.39324983954429626,0.2,-1.9336019095033408,0.03349609375,4603.19384765625
1818,10180.061,14,114688,1186.3157894736842,63,0.0001,0.6213904619216919,17466.374281692504,0.004854777,2850,-0.0017535843810037477,0.3931349515914917,0.2,-1.9331578120589257,0.0333984375,3939.77197265625
1953,10282.647,15,122880,1184.27,62,0.0001,0.668020099401474,14754.24766921997,0.0049118847,2860,-0.0016917212255066262,0.3929801285266876,0.2,-1.9317885674536228,0.02808837890625,4619.1298828125
2075,10448.705,16,131072,1193.27,63,0.0001,0.6601641774177551,15193.19917831421,0.0060886666,2870,-0.002255493722987012,0.39291661977767944,0.2,-1.9306881420314312,0.04638671875,2745.501953125
2216,10644.683,17,139264,1198.45,62,0.0001,0.7758730202913284,16011.495009231567,0.0064000357,2880,-0.002451150256820256,0.3928235173225403,0.2,-1.9299723459407687,0.04088134765625,4327.06005859375
2352,10758.808,18,147456,1199.89,62,0.0001,0.6778080463409424,17108.701990509035,0.007501753,2890,-0.003973931475775317,0.3927795886993408,0.2,-1.929264061897993,0.06195068359375,2603.824462890625
2484,10957.347,19,155648,1202.43,62,0.0001,0.6724183857440948,17421.666971969604,0.0050081164,2900,-0.0006705565367155942,0.39267921447753906,0.2,-1.9285845259204506,0.0303466796875,4951.99609375
2617,11007.51,20,163840,1191.62,62,0.0001,0.5983807146549225,21911.607859802247,0.004294003,2910,-0.0006202646891324548,0.3926503658294678,0.2,-1.9279537761583925,0.02545166015625,2675.5048828125
2745,11112.693,21,172032,1180.51,62,0.0001,0.6060139834880829,19838.630141448975,0.0069570183,2920,-0.0015066547373862704,0.3926263451576233,0.2,-1.927750094048679,0.05482177734375,4693.77001953125
2869,11133.247,22,180224,1179.75,62,0.0001,0.4608561396598816,19606.795011138915,0.004881842,2930,-0.000869273032185447,0.3925802707672119,0.2,-1.927392964437604,0.02703857421875,4110.48095703125
2999,11469.245,23,188416,1203.71,62,0.0001,0.4641699194908142,19452.011779785156,0.0051417947,2940,-0.002376197794910695,0.3925556242465973,0.2,-1.9270290344953538,0.03115234375,2484.01513671875
3123,11406.019,24,196608,1229.56,62,0.0001,0.6401116251945496,16376.231657791137,0.005688303,2950,0.00039134206381277183,0.39244258403778076,0.2,-1.9264352010563015,0.03736572265625,4152.89794921875
3251,11427.414,25,204800,1225.6,62,0.0001,0.7898016571998596,12367.824460220338,0.0078024855,2960,-0.0015572536614854471,0.3923199474811554,0.2,-1.9252395832911133,0.06690673828125,1411.5789794921875
