time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,eval/mean_reward,eval/mean_ep_length
209,32768,595.5833333333334,2521.991,156,1,,,,,,,,,,,,,
199,65536,592.4040404040404,2509.7458,328,2,0.02953804,1860,-2.731533326767385,0.704668790102005,543.48046875,0.004789463982524467,0.47944512963294983,0.2873931884765625,4904.182163572312,0.2,0.001,,
196,98304,595.09,2560.686,499,3,0.030710474,1870,-2.7075761375948786,0.6739272475242615,520.4881591796875,0.0042217687543598,0.4767553210258484,0.301611328125,4629.169433927536,0.2,0.001,,
195,131072,595.28,2179.7046,670,4,0.029720925,1880,-2.692857932113111,0.7335175573825836,548.802734375,0.004860446420661901,0.4757452607154846,0.2870819091796875,3749.7728711128234,0.2,0.001,,
194,163840,588.38,1974.9471,842,5,0.028000679,1890,-2.683859146758914,0.7139793336391449,626.5579833984375,0.004289012707977236,0.47459763288497925,0.2748016357421875,4039.6371252536774,0.2,0.001,,
193,196608,594.1,2377.3591,1013,6,0.03444045,1900,-2.672888862900436,0.7134375274181366,699.9510498046875,0.005855179264563049,0.47356072068214417,0.317132568359375,4434.663730621338,0.2,0.001,,
193,229376,594.84,2555.0134,1185,7,0.029445358,1910,-2.66716155204922,0.683527261018753,951.842041015625,0.004695656963849615,0.4725020229816437,0.2858673095703125,4851.601531171798,0.2,0.001,,
193,262144,600.43,2324.2002,1356,8,0.031065356,1920,-2.6512714393436907,0.6896604299545288,5217.82568359375,0.0065013708077458435,0.4707852005958557,0.3009735107421875,5569.827439832688,0.2,0.001,,
192,294912,589.41,2331.3188,1528,9,0.029922843,1930,-2.6209656786173583,0.7446653246879578,373.60211181640625,0.005510160282119614,0.46707388758659363,0.2935546875,3485.409763765335,0.2,0.001,,
192,327680,581.56,2453.8167,1702,10,0.030665273,1940,-2.611641096882522,0.6793186664581299,519.2819213867188,0.005868845703889747,0.46632373332977295,0.2969146728515625,5131.141812324524,0.2,0.001,,
192,360448,587.59,2403.8738,1875,11,0.03278838,1950,-2.60570964589715,0.7289081513881683,579.3134155273438,0.005151913125882856,0.4661794900894165,0.3017822265625,4245.042305850982,0.2,0.001,,
192,393216,585.21,2391.9243,2047,12,0.030653885,1960,-2.6061182733625174,0.6825198829174042,452.8089904785156,0.006312858531327947,0.46553149819374084,0.2953887939453125,4689.651431035995,0.2,0.001,,
191,425984,595.6,2552.12,2219,13,0.03127429,1970,-2.60012091267854,0.7194852530956268,526.2561645507812,0.0060001041064424495,0.4647672474384308,0.3030303955078125,4735.938658332825,0.2,0.001,,
191,458752,589.85,2708.819,2391,14,0.03153205,1980,-2.6008251290768385,0.7045804262161255,728.0508422851562,0.006002383218674368,0.46452826261520386,0.3009368896484375,6154.553169536591,0.2,0.001,,
191,491520,585.09,2548.7942,2562,15,0.030574108,1990,-2.600222571007907,0.7090611159801483,661.2103271484375,0.0057921499726944605,0.4649665653705597,0.2870635986328125,4360.589593744278,0.2,0.001,,
191,524288,578.36,2388.4165,2734,16,0.027852979,2000,-2.5972862958908083,0.712514728307724,706.2657470703125,0.00396755856618256,0.46437811851501465,0.2858367919921875,4657.651402950287,0.2,0.001,,
191,557056,582.82,2390.0342,2906,17,0.03129084,2010,-2.5863872595131396,0.6795392036437988,829.306396484375,0.00635293671848558,0.4625990092754364,0.286285400390625,4691.315349960327,0.2,0.001,,
191,589824,585.66,2276.412,3077,18,0.029487826,2020,-2.5678635761141777,0.6870149075984955,516.5734252929688,0.004710741406415764,0.460388720035553,0.2803375244140625,4388.55004439354,0.2,0.001,,
191,622592,585.66,2072.3328,3249,19,0.029360026,2030,-2.5478680396452544,0.7087575197219849,659.7651977539062,0.004194983839988708,0.4574918746948242,0.287469482421875,4484.352458810807,0.2,0.001,,
191,655360,596.41,2397.9907,3421,20,0.030630333,2040,-2.5270921202376484,0.7466171681880951,278.0535888671875,0.0060919340458895025,0.45565250515937805,0.285552978515625,3683.2518582344055,0.2,0.001,,
191,688128,592.03,2291.699,3592,21,0.028480154,2050,-2.515336920320988,0.717547744512558,1455.4600830078125,0.004267582702959771,0.45440518856048584,0.27144775390625,5052.5620865345,0.2,0.001,,
191,720896,591.33,2216.0945,3764,22,0.027754765,2060,-2.4973256034776568,0.7405558824539185,803.9509887695312,0.0052949340532904895,0.45197612047195435,0.2787872314453125,4035.5467742919923,0.2,0.001,,
191,753664,598.95,2326.4634,3935,23,0.028618043,2070,-2.475645688548684,0.7151212990283966,552.1281127929688,0.0030053350864363893,0.4496525526046753,0.27890625,4537.144495582581,0.2,0.001,,
191,786432,584.6,2575.953,4107,24,0.031015024,2080,-2.463958393409848,0.745497465133667,1096.73095703125,0.005738577229294606,0.44879215955734253,0.3037139892578125,4157.659425115586,0.2,0.001,,
191,819200,569.58,2496.739,4279,25,0.030966062,2090,-2.4489150524139403,0.7026913166046143,557.3734741210938,0.00505627560787616,0.44707441329956055,0.2977020263671875,4956.941829538346,0.2,0.001,,
